error stat (m)
median: 3.80 m
mean: 5.01 m
rms: 6.47 m
90th perc.: 9.63 m
75th perc.: 5.75 m

Errors per ref position
01	0005.347
02	0014.971
03	0002.824
04	0001.190
05	0002.791
06	0001.925
07	0002.125
08	0002.101
09	0007.510
10	0009.482
11	0007.492
12	0004.816
13	0003.608
14	0010.005
15	0009.722
16	0003.803
17	0000.323
18	0004.235
19	0004.899
20	0002.773
21	0005.618
22	0003.705
23	0003.532
24	0004.290
25	0004.415
26	0002.202
27	0006.478
28	0003.628
29	0006.353
30	0005.946
31	0003.251
32	0009.058
33	0002.235
34	0007.436
35	0005.283
36	0005.758
37	0005.583
38	0019.582
39	0018.563
40	0003.373
41	0001.024
42	0002.878
43	0002.559
44	0001.779
45	0002.366
46	0001.962
47	0002.833
48	0002.640
49	0000.962
50	0002.831
51	0003.811
52	0004.989
53	0003.976
54	0005.649
55	0004.188
56	0016.319
57	0016.759
58	0008.825
59	0002.139
60	0002.234
61	0003.210
62	0002.671
63	0000.848
64	0003.920
65	0000.923
66	0002.150
67	0003.712
68	0005.751
69	0003.834
