AppTimestamp(s),Latitude_degrees,Longitude_degrees
61.468,49.46122192,11.1115901
82.5749,49.46121939,11.11162833
93.4227,49.46132292,11.11156774
108.1969,49.46129399,11.11154806
125.9584,49.46129399,11.11154806
139.5206,49.46132292,11.11156774
150.8236,49.46121939,11.11162833
169.4015,49.46122192,11.1115901
196.0381,49.46122192,11.1115901
215.3948,49.46121939,11.11162833
226.3328,49.46132292,11.11156774
240.2368,49.46129399,11.11154806
257.0322,49.46129399,11.11154806
270.863,49.46132292,11.11156774
282.1397,49.46121939,11.11162833
300.347,49.46122192,11.1115901
