AppTimestamp(s),MAC,RSSI
0.2382,BE:AC:20:23:00:02,-96
1.7219,BE:AC:20:23:00:03,-101
1.8797,BE:AC:20:23:00:02,-95
3.5819,BE:AC:20:23:00:03,-97
3.7081,BE:AC:20:23:00:02,-102
3.7804,BE:AC:20:23:00:03,-97
3.9796,BE:AC:20:23:00:03,-102
4.2001,BE:AC:20:23:00:03,-96
4.3276,BE:AC:20:23:00:02,-100
5.7844,BE:AC:20:23:00:02,-95
6.2338,BE:AC:20:23:00:03,-99
8.012,BE:AC:20:23:00:02,-103
8.2126,BE:AC:20:23:00:02,-98
8.2831,BE:AC:20:23:00:03,-100
9.2399,BE:AC:20:23:00:02,-92
9.5157,BE:AC:20:23:00:03,-101
9.6622,BE:AC:20:23:00:02,-90
9.7213,BE:AC:20:23:00:03,-98
10.0801,BE:AC:20:23:00:02,-95
10.288,BE:AC:20:23:00:02,-94
10.3355,BE:AC:20:23:00:03,-98
10.4861,BE:AC:20:23:00:02,-93
10.5518,BE:AC:20:23:00:03,-96
11.5206,BE:AC:20:23:00:02,-98
11.7291,BE:AC:20:23:00:02,-94
11.7972,BE:AC:20:23:00:03,-95
11.9202,BE:AC:20:23:00:02,-100
13.2081,BE:AC:20:23:00:03,-95
13.4173,BE:AC:20:23:00:03,-98
13.981,BE:AC:20:23:00:02,-99
14.024,BE:AC:20:23:00:03,-94
14.1855,BE:AC:20:23:00:02,-97
14.2355,BE:AC:20:23:00:03,-94
15.6267,BE:AC:20:23:00:02,-98
15.8239,BE:AC:20:23:00:02,-91
16.2363,BE:AC:20:23:00:02,-95
16.3032,BE:AC:20:23:00:03,-94
16.4401,BE:AC:20:23:00:02,-95
17.3114,BE:AC:20:23:00:03,-101
17.5227,BE:AC:20:23:00:03,-95
17.7266,BE:AC:20:23:00:03,-97
18.1257,BE:AC:20:23:00:02,-96
18.1563,BE:AC:20:23:00:03,-97
18.2803,BE:AC:20:23:00:02,-95
18.3301,BE:AC:20:23:00:03,-91
19.5564,BE:AC:20:23:00:03,-99
19.7353,BE:AC:20:23:00:02,-94
19.945,BE:AC:20:23:00:02,-94
20.3888,BE:AC:20:23:00:03,-98
21.8084,BE:AC:20:23:00:02,-98
21.9905,BE:AC:20:23:00:02,-96
22.049,BE:AC:20:23:00:03,-99
22.1792,BE:AC:20:23:00:02,-100
23.6289,BE:AC:20:23:00:02,-93
23.8285,BE:AC:20:23:00:02,-94
24.236,BE:AC:20:23:00:02,-97
