AppTimestamp(s),MAC,Frequency,RSSI
2.477,20:23:00:00:00:12,2417,-76
2.477,20:23:00:00:01:03,5520,-76
2.477,20:23:00:00:01:04,5520,-76
2.477,20:23:00:00:00:94,2457,-81
2.477,20:23:00:00:00:95,2437,-84
2.477,20:23:00:00:01:14,5680,-85
2.477,20:23:00:00:01:12,5240,-86
2.477,20:23:00:00:01:11,5240,-86
2.477,20:23:00:00:01:17,5680,-86
2.477,20:23:00:00:00:88,2462,-86
6.4486,20:23:00:00:00:12,2417,-76
6.4486,20:23:00:00:01:03,5520,-80
6.4486,20:23:00:00:01:04,5520,-80
6.4486,20:23:00:00:00:97,2437,-82
6.4486,20:23:00:00:00:94,2457,-83
6.4486,20:23:00:00:01:12,5240,-84
6.4486,20:23:00:00:01:11,5240,-84
6.4486,20:23:00:00:00:15,2452,-85
6.4486,20:23:00:00:00:91,2412,-85
6.4486,20:23:00:00:01:17,5680,-86
10.6175,20:23:00:00:01:03,5520,-77
10.6175,20:23:00:00:01:04,5520,-77
10.6175,20:23:00:00:00:12,2417,-79
10.6175,20:23:00:00:00:55,2427,-81
10.6175,20:23:00:00:00:96,2437,-81
10.6175,20:23:00:00:00:92,2412,-81
10.6175,20:23:00:00:00:94,2457,-82
10.6175,20:23:00:00:00:97,2437,-82
10.6175,20:23:00:00:00:99,2412,-84
10.6175,20:23:00:00:00:91,2412,-85
14.347,20:23:00:00:01:04,5520,-74
14.347,20:23:00:00:01:03,5520,-75
14.347,20:23:00:00:00:12,2417,-77
14.347,20:23:00:00:00:88,2462,-79
14.347,20:23:00:00:00:92,2412,-80
14.347,20:23:00:00:00:94,2457,-81
14.347,20:23:00:00:00:99,2412,-83
14.347,20:23:00:00:00:15,2452,-84
14.347,20:23:00:00:00:91,2412,-84
14.347,20:23:00:00:01:08,2437,-84
16.5754,20:23:00:00:00:95,2437,-75
16.5754,20:23:00:00:00:12,2417,-77
16.5754,20:23:00:00:01:03,5520,-78
16.5754,20:23:00:00:01:04,5520,-78
16.5754,20:23:00:00:00:92,2412,-78
16.5754,20:23:00:00:00:96,2437,-79
16.5754,20:23:00:00:00:99,2412,-79
16.5754,20:23:00:00:00:97,2437,-80
16.5754,20:23:00:00:00:25,2412,-81
16.5754,20:23:00:00:00:93,2462,-85
20.48,20:23:00:00:00:12,2417,-76
20.48,20:23:00:00:01:03,5520,-77
20.48,20:23:00:00:01:04,5520,-77
20.48,20:23:00:00:00:91,2412,-81
20.48,20:23:00:00:00:99,2412,-81
20.48,20:23:00:00:00:92,2412,-82
20.48,20:23:00:00:00:15,2452,-85
20.48,20:23:00:00:00:25,2412,-85
20.48,20:23:00:00:00:88,2462,-86
20.48,20:23:00:00:01:14,5680,-87
24.7678,20:23:00:00:01:03,5520,-74
