AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
61.468,49.461221918752,11.111590101028,0
82.5749,49.461219385271,11.111628329564,-1
93.4227,49.46132292478,11.111567743893,-1
108.1969,49.461293987132,11.111548064557,-2
125.9584,49.461293987132,11.111548064557,-2
139.5206,49.46132292478,11.111567743893,-1
150.8236,49.461219385271,11.111628329564,-1
169.4015,49.461221918752,11.111590101028,0
196.0381,49.461221918752,11.111590101028,0
215.3948,49.461219385271,11.111628329564,-1
226.3328,49.46132292478,11.111567743893,-1
240.2368,49.461293987132,11.111548064557,-2
257.0322,49.461293987132,11.111548064557,-2
270.863,49.46132292478,11.111567743893,-1
282.1397,49.461219385271,11.111628329564,-1
300.347,49.461221918752,11.111590101028,0
