AppTimestamp(s),ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04
0.2382,-96.0,,
1.7219,,-101.0,
1.8797,-95.0,,
3.5819,,-97.0,
3.7081,-102.0,,
3.7804,,-97.0,
3.9796,,-102.0,
4.2001,,-96.0,
4.3276,-100.0,,
5.7844,-95.0,,
6.2338,,-99.0,
8.012,-103.0,,
8.2126,-98.0,,
8.2831,,-100.0,
9.2399,-92.0,,
9.5157,,-101.0,
9.6622,-90.0,,
9.7213,,-98.0,
10.0801,-95.0,,
10.288,-94.0,,
10.3355,,-98.0,
10.4861,-93.0,,
10.5518,,-96.0,
11.5206,-98.0,,
11.7291,-94.0,,
11.7972,,-95.0,
11.9202,-100.0,,
13.2081,,-95.0,
13.4173,,-98.0,
13.981,-99.0,,
14.024,,-94.0,
14.1855,-97.0,,
14.2355,,-94.0,
15.6267,-98.0,,
15.8239,-91.0,,
16.2363,-95.0,,
16.3032,,-94.0,
16.4401,-95.0,,
17.3114,,-101.0,
17.5227,,-95.0,
17.7266,,-97.0,
18.1257,-96.0,,
18.1563,,-97.0,
18.2803,-95.0,,
18.3301,,-91.0,
19.5564,,-99.0,
19.7353,-94.0,,
19.945,-94.0,,
20.3888,,-98.0,
21.8084,-98.0,,
21.9905,-96.0,,
22.049,,-99.0,
22.1792,-100.0,,
23.6289,-93.0,,
23.8285,-94.0,,
24.236,-97.0,,
24.2846,,-99.0,
24.6801,,-97.0,
25.445,-99.0,,
25.7096,,-98.0,
25.8593,-100.0,,
26.3174,,-101.0,
27.7471,,-92.0,
28.1219,-94.0,,
29.5968,,-97.0,
29.7554,-93.0,,
29.963,-96.0,,
29.9913,,-93.0,
30.1562,-93.0,,
30.1983,,-95.0,
31.816,-99.0,,
32.2358,-97.0,,
32.4271,-93.0,,
32.6213,-96.0,,
33.4525,-99.0,,
33.8533,-101.0,,
34.0679,-99.0,,
34.2615,-98.0,,
35.6923,-95.0,,
35.9491,,-98.0,
36.1364,-98.0,,
36.1652,,-97.0,
36.3064,-99.0,,
36.3441,,-96.0,
36.5258,-90.0,,
36.5539,,-99.0,
37.5271,-95.0,,
38.1819,,-100.0,
38.3606,-98.0,,
40.1805,-97.0,,
40.396,-93.0,,
40.6098,-94.0,,
41.662,-95.0,,
41.8308,-94.0,,
42.049,-95.0,,
42.2396,-97.0,,
43.9459,,-93.0,
44.2971,-92.0,,
44.345,,-94.0,
44.5,-99.0,,
45.3915,,-92.0,
45.5861,,-97.0,
45.7288,-96.0,,
45.7928,,-94.0,
45.9978,,-98.0,
46.1366,-96.0,,
47.5749,-96.0,,
47.8344,,-97.0,
48.2487,,-98.0,
52.1419,,-96.0,
52.5429,,-98.0,
53.5769,,-97.0,
53.9039,-97.0,,
53.9798,,-95.0,
54.3284,-97.0,,
56.4283,,-96.0,
57.4572,,-100.0,
57.8801,,-98.0,
58.0754,,-99.0,
58.2017,-98.0,,
58.2771,,-96.0,
59.8338,-97.0,,
60.0644,-91.0,,
60.2464,-99.0,,
60.3041,,-95.0,
61.7386,,-95.0,
62.309,-97.0,,
63.5919,,-100.0,
63.7389,-97.0,,
64.1453,-98.0,,
65.4226,,-100.0,
65.5863,-96.0,,
66.0042,-96.0,,
66.2,-97.0,,
68.0433,-96.0,,
68.2625,-94.0,,
68.2851,,-99.0,
69.4859,-95.0,,
69.7037,-93.0,,
69.8871,-95.0,,
71.5368,-99.0,,
71.7308,-98.0,,
73.614,-99.0,,
73.7876,-95.0,,
73.999,-93.0,,
74.2074,-92.0,,
75.6376,-95.0,,
75.839,-96.0,,
76.0322,-97.0,,
76.2374,-91.0,,
77.4703,-96.0,,
77.6605,-98.0,,
78.0756,-97.0,,
78.2796,-93.0,,
79.705,-94.0,,
79.9197,-98.0,,
80.1264,-91.0,,
80.5267,-86.0,,
80.9496,-95.0,,
81.1361,-89.0,,
81.354,-92.0,,
81.5507,-92.0,,
81.9637,-93.0,,
82.1685,-90.0,,
83.6002,-95.0,,
85.6752,-93.0,,
85.8954,-81.0,,
86.0788,-80.0,,
87.5255,-91.0,,
87.7243,-79.0,,
87.9381,-88.0,,
88.1366,-100.0,,
89.5616,-80.0,,
89.7879,-86.0,,
89.9757,-78.0,,
91.6095,-84.0,,
91.8429,-84.0,,
92.0204,-80.0,,
92.2178,-74.0,,
93.0384,-84.0,,
93.6492,-78.0,,
93.8567,-82.0,,
94.0752,-87.0,,
94.2293,,,-99.0
95.5249,-77.0,,
95.7163,-80.0,,
95.9202,-81.0,,
96.1376,-97.0,,
97.5716,-91.0,,
97.7543,-92.0,,
97.9685,-94.0,,
98.1675,-92.0,,
99.614,-78.0,,
100.0397,-81.0,,
100.2158,-76.0,,
101.6818,-70.0,,
101.8709,-90.0,,
102.0809,-76.0,,
103.5206,-74.0,,
103.6266,,,-99.0
103.7134,-93.0,,
103.9306,-86.0,,
104.0442,,,-101.0
105.4877,,,-99.0
105.5564,-76.0,,
105.712,,,-101.0
105.9704,-69.0,,
106.1752,-73.0,,
107.5353,,,-96.0
107.6159,-75.0,,
107.7399,,,-100.0
107.9297,,,-98.0
108.0189,-81.0,,
108.8385,-81.0,,
109.4642,-71.0,,
109.7994,,,-98.0
109.8656,-67.0,,
110.0703,-76.0,,
111.4999,-83.0,,
111.7342,-79.0,,
111.9246,-86.0,,
112.1366,-82.0,,
