AppTimestamp(s),wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:03:11
2.1745,-68.0,,,-76.0,,,,,-75.0,,-74.0,-75.0,,,,,,,,-72.0,,,,,,2417.0,,,2427.0,,,,,2462.0,,2462.0,2412.0,,,,,,,,2462.0,,,,,
6.2383,-65.0,-77.0,,,,,,,-73.0,,-74.0,-75.0,,-72.0,,,,,,,,,,,,2417.0,2452.0,,,,,,,2462.0,,2462.0,2412.0,,2457.0,,,,,,,,,,,
10.1503,-66.0,,,,,,,,-76.0,,-76.0,-73.0,,-74.0,,,,,,-77.0,,,,,,2417.0,,,,,,,,2462.0,,2462.0,2412.0,,2457.0,,,,,,2462.0,,,,,
14.1566,-73.0,,,,,,,,-73.0,,-72.0,,,,-74.0,-74.0,-73.0,,,,,,,,,2417.0,,,,,,,,2462.0,,2462.0,,,,2437.0,2437.0,2437.0,,,,,,,,
18.1378,-64.0,,,,,,,,,,-69.0,-71.0,,-74.0,,-72.0,-71.0,,,,,,,,,2417.0,,,,,,,,,,2462.0,2412.0,,2457.0,,2437.0,2437.0,,,,,,,,
22.158,-66.0,,,,,,,,-71.0,,,-69.0,-73.0,-74.0,-72.0,,,,,,,,,,,2417.0,,,,,,,,2462.0,,,2412.0,2462.0,2457.0,2437.0,,,,,,,,,,
26.2008,-70.0,-73.0,,,,,,,-73.0,,,-73.0,,-74.0,-75.0,,,,,,,,,,,2417.0,2452.0,,,,,,,2462.0,,,2412.0,,2457.0,2437.0,,,,,,,,,,
30.1711,-68.0,,,,,,,,-72.0,,-78.0,-74.0,,,-75.0,-74.0,,,,,,,,,,2417.0,,,,,,,,2462.0,,2462.0,2412.0,,,2437.0,2437.0,,,,,,,,,
34.1665,-69.0,,,-76.0,,-74.0,,,,,,,,-72.0,,,,,-75.0,,-75.0,,,,,2417.0,,,2427.0,,2422.0,,,,,,,,2457.0,,,,,2412.0,,5520.0,,,,
38.1635,,-74.0,,,,,,,,,,-74.0,,-76.0,-75.0,,-74.0,,-75.0,,,,,,,,2452.0,,,,,,,,,,2412.0,,2457.0,2437.0,,2437.0,,2412.0,,,,,,
42.1665,-67.0,-74.0,,,,,,,-73.0,,,-76.0,,,-75.0,,-74.0,,,,,,,,,2417.0,2452.0,,,,,,,2462.0,,,2412.0,,,2437.0,,2437.0,,,,,,,,
46.2247,,,,,,,,,,,-73.0,-74.0,,-76.0,-73.0,-72.0,-73.0,,,,,,,,,,,,,,,,,,,2462.0,2412.0,,2457.0,2437.0,2437.0,2437.0,,,,,,,,
50.1797,-74.0,-77.0,,,,,,,-76.0,,,,,-74.0,,-74.0,-75.0,,,,,,,,,2417.0,2452.0,,,,,,,2462.0,,,,,2457.0,,2437.0,2437.0,,,,,,,,
54.1558,-73.0,,,,,,,,,,-74.0,,,-74.0,-75.0,-74.0,-75.0,,,,,,,,,2417.0,,,,,,,,,,2462.0,,,2457.0,2437.0,2437.0,2437.0,,,,,,,,
58.1408,-72.0,,,,,,,,,,-72.0,-74.0,,-74.0,-73.0,,-75.0,,,,,,,,,2417.0,,,,,,,,,,2462.0,2412.0,,2457.0,2437.0,,2437.0,,,,,,,,
62.1763,-71.0,-78.0,,,,,,,,,-75.0,,,-76.0,-76.0,,-76.0,,,,,,,,,2417.0,2452.0,,,,,,,,,2462.0,,,2457.0,2437.0,,2437.0,,,,,,,,
66.1574,-65.0,,,,,,,,,,-74.0,-75.0,,-76.0,-76.0,,,,,-72.0,,,,,,2417.0,,,,,,,,,,2462.0,2412.0,,2457.0,2437.0,,,,,2462.0,,,,,
70.1713,-67.0,,,,,,,,-79.0,,,-76.0,,-80.0,,,,,-77.0,-72.0,,,,,,2417.0,,,,,,,,2462.0,,,2412.0,,2457.0,,,,,2412.0,2462.0,,,,,
74.1488,,,,,,-80.0,,,-83.0,,,-72.0,-82.0,,,-78.0,,,,-76.0,,,,,,,,,,,2422.0,,,2462.0,,,2412.0,2462.0,,,2437.0,,,,2462.0,,,,,
78.1704,-62.0,,,,,-74.0,,,,,-75.0,,,,-76.0,-76.0,,,,-76.0,,,,,,2417.0,,,,,2422.0,,,,,2462.0,,,,2437.0,2437.0,,,,2462.0,,,,,
82.1552,-68.0,,,,,-82.0,,,-80.0,,-79.0,,,,,-80.0,-82.0,,,,,,,,,2417.0,,,,,2422.0,,,2462.0,,2462.0,,,,,2437.0,2437.0,,,,,,,,
86.1588,-67.0,-80.0,-80.0,,-74.0,-78.0,-74.0,,,,,,,,,,,,,,,,,,,2417.0,2452.0,2462.0,,2437.0,2422.0,2437.0,,,,,,,,,,,,,,,,,,
90.1608,-63.0,-78.0,-80.0,,-76.0,-82.0,-75.0,,,,,,,,,,,,,,,,,,,2417.0,2452.0,2462.0,,2437.0,2422.0,2437.0,,,,,,,,,,,,,,,,,,
94.1742,-59.0,-78.0,,-77.0,-76.0,-78.0,-72.0,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2427.0,2437.0,2422.0,2437.0,,,,,,,,,,,,,,,,,,
98.1622,-55.0,-78.0,-78.0,,-72.0,-78.0,-75.0,,,,,,,,,,,,,,,,,,,2417.0,2452.0,2462.0,,2437.0,2422.0,2437.0,,,,,,,,,,,,,,,,,,
102.1517,-57.0,,-82.0,,-75.0,-76.0,,-85.0,,-85.0,,,,,,,,,,,,,,,,2417.0,,2462.0,,2437.0,2422.0,,2462.0,,2437.0,,,,,,,,,,,,,,,
106.1442,-54.0,,,,-68.0,-73.0,-72.0,,,,,,,,,,,-78.0,,,,,,-78.0,,2417.0,,,,2437.0,2422.0,2437.0,,,,,,,,,,,2462.0,,,,,,2462.0,
110.1976,-47.0,,-75.0,-77.0,-67.0,-73.0,-74.0,,,,,,,,,,,,,,,,,,,2417.0,,2462.0,2427.0,2437.0,2422.0,2437.0,,,,,,,,,,,,,,,,,,
114.135,-49.0,,-73.0,-73.0,-68.0,-70.0,-68.0,,,,,,,,,,,,,,,,,,,2417.0,,2462.0,2427.0,2437.0,2422.0,2437.0,,,,,,,,,,,,,,,,,,
118.1551,-53.0,-73.0,,,-73.0,-70.0,-64.0,,,-75.0,,,,,,,,,,,,,,,,2417.0,2452.0,,,2437.0,2422.0,2437.0,,,2437.0,,,,,,,,,,,,,,,
122.1987,,-73.0,-79.0,-79.0,,-72.0,-66.0,,,-77.0,,,,,,,,,,,,,,,,,2452.0,2462.0,2427.0,,2422.0,2437.0,,,2437.0,,,,,,,,,,,,,,,
126.1745,-51.0,-74.0,,-75.0,-73.0,-68.0,-66.0,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2427.0,2437.0,2422.0,2437.0,,,,,,,,,,,,,,,,,,
130.1297,-51.0,-75.0,,-76.0,-73.0,-68.0,-67.0,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2427.0,2437.0,2422.0,2437.0,,,,,,,,,,,,,,,,,,
134.1495,-56.0,-76.0,,,-73.0,-72.0,-67.0,,,-77.0,,,,,,,,,,,,,,,,2417.0,2452.0,,,2437.0,2422.0,2437.0,,,2437.0,,,,,,,,,,,,,,,
138.1728,-52.0,,,-76.0,-70.0,-78.0,-71.0,-75.0,,,,,,,,,,,,,,,,,,2417.0,,,2427.0,2437.0,2422.0,2437.0,2462.0,,,,,,,,,,,,,,,,,
