AppTimestamp(s),SensorTimestamp(s),gyro_x,gyro_y,gyro_z
0.0411,73772.6419,-0.55222,-0.14844,-0.2364
0.0436,73772.652,-0.54428,-0.24068,-0.26145
0.0483,73772.662,-0.51068,-0.24374,-0.25656
0.0506,73772.6719,-0.43127,-0.24984,-0.24129
0.0542,73772.6819,-0.3598,-0.32559,-0.23091
0.0586,73772.6919,-0.31521,-0.43433,-0.20892
0.0619,73772.7019,-0.3091,-0.50457,-0.19975
0.0742,73772.7119,-0.33048,-0.55039,-0.20892
0.0778,73772.7229,-0.40623,-0.6744,-0.2248
0.1006,73772.733,-0.5058,-0.74281,-0.2303
0.1026,73772.743,-0.58582,-0.77702,-0.25595
0.1121,73772.7529,-0.70616,-0.73731,-0.32315
0.1178,73772.7629,-0.81001,-0.57177,-0.37507
0.1426,73772.7729,-1.01343,-0.29993,-0.39889
0.1458,73772.7829,-1.24555,-0.05864,-0.3879
0.1529,73772.7929,-1.58764,0.39645,-0.38118
0.1602,73772.803,-1.80266,0.68478,-0.46181
0.1713,73772.813,-1.95782,0.44288,-0.51191
0.1911,73772.8229,-1.97615,-0.11606,-0.47709
0.1928,73772.8329,-1.80511,-0.69883,-0.42761
0.2006,73772.8429,-1.52105,-1.09039,-0.45082
0.2117,73772.8529,-1.21379,-1.40255,-0.39584
0.2183,73772.863,-1.13377,-1.51556,-0.17898
0.23,73772.873,-1.40194,-1.41415,0.11851
0.2396,73772.8829,-1.76968,-1.0568,0.41417
0.25,73772.8929,-2.39765,0.48808,0.832
0.2581,73772.9029,-2.61695,0.67256,1.17897
0.2752,73772.9129,-2.51371,0.23274,1.237
0.2821,73772.923,-1.93705,-0.27733,0.92729
0.2901,73772.933,-0.59315,-0.39279,0.23702
0.2989,73772.9429,0.37324,-0.46181,-0.05803
0.3097,73772.9529,1.30908,-0.68356,-0.16371
0.319,73772.9629,1.61085,-0.69089,-0.1857
0.3312,73772.9729,1.55404,-0.67867,-0.2474
0.3378,73772.9829,1.25166,-0.87842,-0.24557
0.3538,73772.9928,0.9444,-1.16248,-0.0452
0.3581,73773.0029,0.94928,-1.25227,0.32254
0.3698,73773.0129,1.12277,-1.24922,0.75686
0.3778,73773.0229,1.28465,-1.23028,1.16797
0.3937,73773.0329,1.45203,-1.21012,1.51922
0.4009,73773.0429,1.38544,-1.10994,1.54488
0.41,73773.0529,1.10567,-0.70921,1.20279
0.4183,73773.063,0.89492,-0.25412,0.91691
0.4371,73773.0729,0.64874,0.18998,0.7251
0.4437,73773.084,0.697,0.39279,0.71166
0.4539,73773.0939,0.95845,0.46487,0.8094
0.4656,73773.1039,1.20035,0.53939,0.90347
0.4714,73773.1139,1.24494,0.64691,1.00732
0.4826,73773.1239,1.14354,0.64507,1.14415
0.4919,73773.1339,1.11849,0.49786,1.24189
0.5019,73773.144,1.24678,0.42699,1.21562
0.5178,73773.1539,1.52838,0.50396,1.18569
0.532,73773.1639,1.84054,0.67317,1.29076
0.5377,73773.1739,1.94866,0.978,1.51067
0.5407,73773.1839,1.89979,1.24861,1.73364
0.553,73773.1939,1.80083,1.45508,2.04212
0.5627,73773.2039,1.80266,1.59925,2.30296
0.5712,73773.214,1.87047,1.81977,2.58885
0.5819,73773.2239,1.90468,2.03418,2.83014
0.5912,73773.2339,1.9004,2.23516,3.07571
0.5992,73773.2439,1.88635,2.30724,3.32066
0.6112,73773.2539,2.00425,1.66644,3.63037
0.6192,73773.2639,2.1643,0.66645,3.93275
0.6377,73773.274,1.87963,0.48381,4.15205
0.6407,73773.2839,1.36589,0.41478,4.14106
0.6587,73773.2939,0.98655,0.49236,3.88144
0.6621,73773.3049,0.8937,0.70555,3.55524
0.672,73773.3149,0.93768,1.0568,3.24736
0.6806,73773.3249,0.9896,1.36528,2.96881
0.6919,73773.3349,0.96211,1.58031,2.78493
0.7107,73773.3449,0.86376,1.50029,2.7324
0.7142,73773.355,0.70799,1.21012,2.83319
0.7239,73773.365,0.57971,0.9053,2.97491
0.7371,73773.3749,0.33842,0.67195,3.07387
0.7477,73773.3849,0.04398,0.39828,2.98591
0.7556,73773.3949,-0.2926,0.27978,2.70002
0.7627,73773.4049,-0.53756,0.36102,2.39826
