AppTimestamp(s),MAC,Frequency,RSSI
2.1745,20:23:00:00:00:12,2417,-68
2.1745,20:23:00:00:01:01,2462,-72
2.1745,20:23:00:00:00:91,2462,-74
2.1745,20:23:00:00:00:92,2412,-75
2.1745,20:23:00:00:00:88,2462,-75
2.1745,20:23:00:00:00:55,2427,-76
2.1745,20:23:00:00:00:94,2457,-76
2.1745,20:23:00:00:00:99,2412,-76
2.1745,20:23:00:00:00:97,2437,-76
2.1745,20:23:00:00:00:69,2422,-77
2.1745,20:23:00:00:01:09,2437,-77
2.1745,20:23:00:00:00:95,2437,-78
2.1745,20:23:00:00:01:08,2437,-78
2.1745,20:23:00:00:00:96,2437,-78
2.1745,20:23:00:00:00:15,2452,-81
2.1745,20:23:00:00:01:03,5520,-81
2.1745,20:23:00:00:01:04,5520,-81
2.1745,20:23:00:00:01:33,2412,-82
2.1745,20:23:00:00:01:28,2412,-83
2.1745,20:23:00:00:01:02,5240,-84
2.1745,20:23:00:00:01:15,5500,-84
2.1745,20:23:00:00:00:82,2462,-84
2.1745,20:23:00:00:01:00,2472,-84
2.1745,20:23:00:00:00:79,5220,-85
2.1745,20:23:00:00:01:14,5680,-85
2.1745,20:23:00:00:01:20,5500,-85
2.1745,20:23:00:00:01:31,2412,-85
2.1745,20:23:00:00:00:80,5220,-86
2.1745,20:23:00:00:01:05,5240,-86
2.1745,20:23:00:00:01:19,5500,-86
2.1745,20:23:00:00:01:45,2462,-87
2.1745,20:23:00:00:01:21,5500,-87
2.1745,20:23:00:00:01:12,5240,-87
2.1745,20:23:00:00:01:54,2462,-87
2.1745,20:23:00:00:01:17,5680,-89
2.1745,20:23:00:00:01:29,5180,-93
6.2383,20:23:00:00:00:12,2417,-65
6.2383,20:23:00:00:00:94,2457,-72
6.2383,20:23:00:00:00:88,2462,-73
6.2383,20:23:00:00:00:91,2462,-74
6.2383,20:23:00:00:00:92,2412,-75
6.2383,20:23:00:00:00:15,2452,-77
6.2383,20:23:00:00:01:03,5520,-78
6.2383,20:23:00:00:01:04,5520,-78
6.2383,20:23:00:00:00:95,2437,-78
6.2383,20:23:00:00:00:69,2422,-78
6.2383,20:23:00:00:00:96,2437,-78
6.2383,20:23:00:00:00:97,2437,-78
6.2383,20:23:00:00:00:93,2462,-78
6.2383,20:23:00:00:01:01,2462,-79
6.2383,20:23:00:00:00:55,2427,-80
6.2383,20:23:00:00:00:44,2462,-80
6.2383,20:23:00:00:01:13,2462,-81
6.2383,20:23:00:00:01:08,2437,-82
6.2383,20:23:00:00:00:82,2462,-82
6.2383,20:23:00:00:01:11,5240,-82
6.2383,20:23:00:00:01:39,2412,-82
6.2383,20:23:00:00:01:28,2412,-83
6.2383,20:23:00:00:01:14,5680,-84
6.2383,20:23:00:00:01:00,2472,-84
6.2383,20:23:00:00:01:02,5240,-85
6.2383,20:23:00:00:01:17,5680,-85
6.2383,20:23:00:00:03:25,2437,-85
6.2383,20:23:00:00:00:79,5220,-86
6.2383,20:23:00:00:01:16,5500,-86
6.2383,20:23:00:00:00:45,2412,-86
6.2383,20:23:00:00:00:80,5220,-87
6.2383,20:23:00:00:01:21,5500,-87
6.2383,20:23:00:00:01:19,5500,-87
6.2383,20:23:00:00:01:12,5240,-87
6.2383,20:23:00:00:01:27,5500,-87
6.2383,20:23:00:00:01:05,5240,-88
6.2383,20:23:00:00:01:45,2462,-90
6.2383,20:23:00:00:01:29,5180,-90
6.2383,20:23:00:00:01:38,2437,-90
6.2383,20:23:00:00:01:23,5320,-91
10.1503,20:23:00:00:00:12,2417,-66
10.1503,20:23:00:00:00:92,2412,-73
10.1503,20:23:00:00:00:94,2457,-74
10.1503,20:23:00:00:00:88,2462,-76
10.1503,20:23:00:00:00:91,2462,-76
10.1503,20:23:00:00:01:01,2462,-77
10.1503,20:23:00:00:01:13,2462,-77
10.1503,20:23:00:00:00:95,2437,-78
10.1503,20:23:00:00:00:96,2437,-78
10.1503,20:23:00:00:01:03,5520,-79
10.1503,20:23:00:00:01:04,5520,-79
10.1503,20:23:00:00:00:93,2462,-79
10.1503,20:23:00:00:00:44,2462,-80
10.1503,20:23:00:00:00:15,2452,-81
10.1503,20:23:00:00:01:14,5680,-84
10.1503,20:23:00:00:01:17,5680,-85
10.1503,20:23:00:00:01:20,5500,-85
10.1503,20:23:00:00:01:21,5500,-85
10.1503,20:23:00:00:01:16,5500,-85
10.1503,20:23:00:00:01:27,5500,-85
10.1503,20:23:00:00:00:79,5220,-86
10.1503,20:23:00:00:01:15,5500,-86
10.1503,20:23:00:00:01:19,5500,-86
10.1503,20:23:00:00:01:11,5240,-86
10.1503,20:23:00:00:01:18,2462,-86
10.1503,20:23:00:00:00:01,2437,-86
10.1503,20:23:00:00:00:80,5220,-87
10.1503,20:23:00:00:01:12,5240,-87
10.1503,20:23:00:00:01:00,2472,-88
10.1503,20:23:00:00:01:52,2432,-90
10.1503,20:23:00:00:01:29,5180,-92
14.1566,20:23:00:00:00:91,2462,-72
14.1566,20:23:00:00:00:12,2417,-73
14.1566,20:23:00:00:00:88,2462,-73
14.1566,20:23:00:00:00:97,2437,-73
14.1566,20:23:00:00:00:95,2437,-74
14.1566,20:23:00:00:00:96,2437,-74
14.1566,20:23:00:00:00:92,2412,-75
14.1566,20:23:00:00:00:94,2457,-76
14.1566,20:23:00:00:00:99,2412,-76
14.1566,20:23:00:00:00:15,2452,-79
14.1566,20:23:00:00:01:03,5520,-79
14.1566,20:23:00:00:01:04,5520,-79
14.1566,20:23:00:00:01:08,2437,-80
14.1566,20:23:00:00:00:55,2427,-82
14.1566,20:23:00:00:01:28,2412,-82
14.1566,20:23:00:00:00:01,2437,-82
14.1566,20:23:00:00:00:69,2422,-83
14.1566,20:23:00:00:01:12,5240,-83
14.1566,20:23:00:00:01:11,5240,-83
14.1566,20:23:00:00:01:14,5680,-84
14.1566,20:23:00:00:01:02,5240,-84
14.1566,20:23:00:00:01:20,5500,-84
14.1566,20:23:00:00:01:17,5680,-85
14.1566,20:23:00:00:01:21,5500,-85
14.1566,20:23:00:00:01:00,2472,-85
14.1566,20:23:00:00:01:39,2412,-85
14.1566,20:23:00:00:01:05,5240,-86
14.1566,20:23:00:00:01:15,5500,-86
14.1566,20:23:00:00:01:19,5500,-86
14.1566,20:23:00:00:01:27,5500,-86
14.1566,20:23:00:00:01:46,2432,-86
14.1566,20:23:00:00:00:80,5220,-87
14.1566,20:23:00:00:00:79,5220,-87
14.1566,20:23:00:00:01:22,5320,-87
14.1566,20:23:00:00:01:16,5500,-88
14.1566,20:23:00:00:01:72,5260,-88
14.1566,20:23:00:00:01:52,2432,-89
