AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,PitchX,RollY,YawZ,Quat_w,Quat_x,Quat_y,Quat_z
0.0447,73772.653,-2.68151,8.11395,4.66151,-0.54428,-0.24068,-0.26145,-15.96,-30.96,8.94,55.472515,31.286764,-164.235794,0.24119171737412554,0.29787016,-0.4111996,-0.82705188
0.0517,73772.673,-2.9712,7.91044,5.25048,-0.43127,-0.24984,-0.24129,-15.66,-30.84,8.7,54.831676,30.93762,-164.132614,0.23971769403399656,0.29574412,-0.40683925,-0.83039308
0.0595,73772.693,-3.19626,7.93438,4.80995,-0.31521,-0.43433,-0.20892,-15.24,-30.96,8.4,54.329227,30.62999,-164.140121,0.23781882563997211,0.29349458,-0.403705,-0.83326191
0.0751,73772.7129,-3.1364,8.25281,4.32393,-0.33048,-0.55039,-0.20892,-15.06,-30.54,8.28,53.944527,30.169987,-164.206299,0.23514624502264891,0.28991076,-0.40191022,-0.83613765
0.1012,73772.734,-3.47878,8.60955,4.23295,-0.5058,-0.74281,-0.2303,-14.64,-30.12,8.04,53.500629,29.543322,-164.288773,0.23170036817946546,0.28502899,-0.40002424,-0.83967495
0.1126,73772.754,-2.95205,8.9208,5.0805,-0.70616,-0.73731,-0.32315,-14.94,-30.36,8.4,52.906841,28.691147,-164.25,0.22817486157169078,0.27886721,-0.39711666,-0.844078
0.1432,73772.7739,-2.52828,8.29591,4.91051,-1.01343,-0.29993,-0.39889,-15.18,-30.06,8.52,52.065605,27.950016,-164.198105,0.22484244051226945,0.27348089,-0.39202356,-0.84910047
0.1536,73772.794,-1.51553,8.01818,4.83868,-1.58764,0.39645,-0.38118,-15.6,-30.18,7.98,50.887199,27.5086,-163.856186,0.2242948459555187,0.27116698,-0.38302124,-0.85408139
0.1719,73772.814,-2.12605,7.85059,4.30956,-1.95782,0.44288,-0.51191,-15.6,-30.18,7.44,49.232624,27.574001,-163.080719,0.2280761108189507,0.27381018,-0.36826423,-0.85871458
0.1934,73772.8339,-2.63841,6.79953,6.55054,-1.80511,-0.69883,-0.42761,-15.12,-30.06,6.6,47.172329,27.129747,-162.214584,0.2304387570516493,0.27249643,-0.3510623,-0.86567831
0.2125,73772.854,-2.17394,4.90572,6.81629,-1.21379,-1.40255,-0.39584,-14.82,-30.0,5.7,45.312603,25.640574,-161.577942,0.22840823686030126,0.26225293,-0.33797851,-0.87454194
0.2306,73772.874,-2.43251,6.39731,4.67588,-1.40194,-1.41415,0.11851,-14.58,-29.52,5.4,44.079708,23.718424,-161.17952,0.22439836999782087,0.24797113,-0.33115441,-0.88232219
0.253,73772.8939,-3.25611,6.54335,7.99663,-2.39765,0.48808,0.832,-14.52,-29.4,4.98,42.570076,21.420792,-159.819321,0.2268253004056111,0.23298055,-0.32082796,-0.8895728
0.2759,73772.914,-1.93691,7.00065,9.97903,-2.51371,0.23274,1.237,-15.12,-28.68,4.5,40.312069,20.219467,-156.96814,0.24377167219745832,0.22919023,-0.29950136,-0.89350218
0.2904,73772.934,-1.41737,7.75243,14.83447,-0.59315,-0.39279,0.23702,-15.54,-27.6,3.78,38.287006,18.425816,-154.265015,0.2588528971217371,0.21953978,-0.28189307,-0.8974039
0.3101,73772.954,-4.15873,8.49702,11.96861,1.30908,-0.68356,-0.16371,-15.96,-27.0,2.46,38.161121,17.785582,-154.045837,0.2589159320195337,0.21488795,-0.28191227,-0.89850497
0.3317,73772.9739,-3.97677,7.57047,6.18183,1.55404,-0.67867,-0.2474,-16.92,-26.22,1.5,39.683163,17.574926,-154.892563,0.25266510971499245,0.21317366,-0.29618305,-0.89609873
0.3541,73772.9938,-6.12676,5.54976,6.39731,0.9444,-1.16248,-0.0452,-16.92,-26.22,1.44,41.025616,17.576099,-155.901337,0.24557911377853986,0.21223202,-0.30880216,-0.89403003
0.3701,73773.014,-8.39168,4.35505,8.36534,1.12277,-1.24922,0.75686,-16.98,-26.82,1.8,41.772072,17.033253,-156.404358,0.24060004044504987,0.20753017,-0.31684083,-0.89367485
0.3946,73773.034,-7.15627,6.44998,7.36456,1.45203,-1.21012,1.51922,-17.58,-27.06,2.4,43.047157,15.916556,-155.938263,0.24171593277771744,0.20170462,-0.32852349,-0.89048356
0.4105,73773.054,-3.97198,9.59596,7.27358,1.10567,-0.70921,1.20279,-17.64,-27.78,3.18,44.835873,14.24199,-154.598145,0.24779697075988738,0.19499235,-0.34396321,-0.88445687
0.4376,73773.074,-5.50666,9.02853,7.93438,0.64874,0.18998,0.7251,-18.24,-28.2,3.3,46.031708,13.697255,-153.819519,0.25238116197703236,0.19482294,-0.35325083,-0.87952352
0.4545,73773.095,-8.7125,8.3414,10.37408,0.95845,0.46487,0.8094,-19.2,-28.2,3.42,46.704166,14.425141,-153.492249,0.2572611266713491,0.20235386,-0.35634249,-0.87515122
0.4718,73773.115,-8.48266,6.91924,9.22007,1.24494,0.64691,1.00732,-19.44,-28.32,3.42,47.704746,15.462674,-153.236649,0.2626693590419816,0.21243569,-0.36135077,-0.86908084
0.4927,73773.135,-7.80749,6.28717,9.52174,1.11849,0.49786,1.24189,-19.5,-28.38,3.9,48.783051,16.454576,-152.72142,0.2699804752332517,0.22303207,-0.36646101,-0.86201715
0.5189,73773.155,-6.92164,5.60722,11.5209,1.52838,0.50396,1.18569,-20.34,-27.66,4.44,49.755096,16.906715,-151.898087,0.2778549213767311,0.23039852,-0.37128139,-0.85549009
0.5387,73773.175,-6.33266,2.75573,10.27112,1.94866,0.978,1.51067,-20.46,-27.78,5.16,51.023624,17.670502,-151.331711,0.2848785832306026,0.23966765,-0.37801886,-0.84764695
0.5555,73773.195,-5.53539,1.92973,8.87531,1.80083,1.45508,2.04212,-20.82,-28.38,6.48,52.496414,18.560377,-150.250168,0.29615571139791613,0.25183395,-0.38471621,-0.83717674
0.5718,73773.215,-3.69425,1.5682,8.58321,1.87047,1.81977,2.58885,-21.84,-28.56,7.2,53.864624,18.874514,-148.029648,0.3135926977782549,0.26357704,-0.38927323,-0.82501704
0.592,73773.235,-2.05901,1.41258,6.91445,1.9004,2.23516,3.07571,-22.44,-29.34,7.98,55.378464,18.57094,-144.669022,0.3366277763853039,0.27530053,-0.39360499,-0.80991757
0.6119,73773.255,-0.0838,0.93853,2.63841,2.00425,1.66644,3.63037,-23.28,-29.82,8.7,56.997387,17.514746,-140.100327,0.364643274201958,0.28667334,-0.39762476,-0.79167432
0.6388,73773.275,2.86347,1.68073,-0.15323,1.87963,0.48381,4.15205,-24.48,-28.86,9.3,59.136284,13.412183,-133.724213,0.3924224881710103,0.28597403,-0.41074991,-0.77169162
0.6599,73773.295,7.5154,2.81079,2.4373,0.98655,0.49236,3.88144,-25.74,-27.78,9.78,61.620735,6.055037,-124.887711,0.4207556682561206,0.27683687,-0.43247458,-0.74785811
0.6728,73773.316,8.53533,3.20584,4.85305,0.93768,1.0568,3.24736,-26.94,-26.64,10.02,61.724449,-4.083777,-113.40641,0.4556667753783466,0.25586829,-0.44528252,-0.72706443
0.6925,73773.336,7.78116,2.78446,3.24654,0.96211,1.58031,2.78493,-28.38,-25.14,10.32,61.219471,-12.415492,-103.268234,0.48788936973071784,0.24122034,-0.45465857,-0.70502645
0.7154,73773.356,6.95755,1.83875,0.40941,0.70799,1.21012,2.83319,-29.58,-24.18,10.26,60.331558,-19.847878,-93.800858,0.518664029805323,0.22941153,-0.46322975,-0.68101114
0.7378,73773.376,9.18176,2.11408,-0.97683,0.33842,0.67195,3.07387,-30.6,-23.4,10.32,58.756256,-27.908581,-84.323853,0.5474581577859217,0.21185538,-0.47533122,-0.65533739
0.7599,73773.396,12.16015,3.64637,-0.17238,-0.2926,0.27978,2.70002,-31.56,-22.5,10.38,56.247147,-35.484535,-76.023163,0.5733536871594849,0.18821941,-0.48822525,-0.63045627
0.7726,73773.416,11.27908,4.17788,1.38145,-0.89247,0.51924,2.05678,-32.16,-21.48,10.2,53.155914,-40.782246,-70.510048,0.5945523841912741,0.16259557,-0.49652779,-0.61117125
0.7948,73773.436,9.63427,2.25055,4.52025,-0.74281,0.1124,1.91201,-32.58,-20.28,10.14,49.755188,-43.502861,-67.638313,0.613276061635637,0.13750024,-0.49677858,-0.59849578
0.8133,73773.456,13.73314,4.37421,1.70946,-0.09652,-0.58154,1.72814,-33.18,-18.84,9.96,46.807194,-46.793419,-64.771469,0.6267839437012834,0.11265266,-0.50300062,-0.58433008
0.8362,73773.476,13.6254,5.64792,0.83797,-0.42883,-0.79229,0.9053,-33.6,-17.58,10.14,44.558479,-50.374626,-62.407669,0.6326334638447002,0.089416,-0.51457739,-0.57183021
0.8555,73773.496,11.37485,5.39892,1.10612,-0.79535,-0.67623,0.46914,-34.2,-16.5,10.26,42.790016,-52.948864,-61.54364,0.6329054159583769,0.06820561,-0.52370423,-0.56613833
0.8759,73773.516,10.31662,5.79157,2.16436,-1.28037,-0.29993,0.34514,-34.5,-15.66,10.5,41.166145,-54.466904,-61.737659,0.6319318037773096,0.04850979,-0.52810234,-0.56516981
0.9015,73773.536,11.61188,5.77242,1.90578,-1.40988,-0.22846,0.30727,-34.8,-15.06,10.62,39.448071,-55.187908,-62.580517,0.6317186265462454,0.02913585,-0.52795023,-0.5668785
0.9186,73773.556,12.20085,7.27837,1.30963,-1.7935,-0.56994,0.02077,-34.98,-14.46,10.92,37.872345,-55.755409,-63.736801,0.6299630710759084,0.01010369,-0.52706271,-0.57030636
0.9356,73773.576,11.92552,8.10916,3.553,-2.05556,-0.80512,-0.25229,-35.04,-14.46,11.16,36.455498,-56.170238,-65.706955,0.624066167498934,-0.01075479,-0.52534872,-0.5783031
0.9654,73773.596,10.50097,8.24802,5.57131,-2.10565,-1.05069,-0.33475,-35.52,-13.86,10.56,35.245773,-56.397797,-68.230156,0.6151712141610897,-0.03168425,-0.52250355,-0.58953416
0.9734,73773.616,10.08917,7.81467,7.98466,-1.90529,-1.16309,-0.14783,-35.58,-13.74,10.32,34.1091,-56.582184,-70.911354,0.6050936189020784,-0.05247562,-0.51889086,-0.60154825
0.9923,73773.636,12.33014,9.01896,7.97987,-1.61452,-1.34757,-0.34514,-35.64,-13.44,10.02,33.095436,-56.723961,-73.355629,0.595692111928587,-0.07099286,-0.51490891,-0.61235589
1.0223,73773.656,11.99734,8.99023,9.12909,-1.37261,-1.57664,-0.9444,-36.06,-13.08,10.02,32.577908,-57.162239,-75.72525,0.5830922629550352,-0.08739096,-0.51370376,-0.62327737
1.0333,73773.676,9.77074,8.23366,10.09395,-0.91324,-1.73791,-1.36773,-35.94,-13.68,10.5,32.827858,-57.81908,-78.145218,0.5658030259790334,-0.10025037,-0.51592582,-0.6353246
