AppTimestamp(s),Latitude_degrees,Longitude_degrees
61.2262,49.46122192,11.1115901
84.7648,49.46121939,11.11162833
96.2815,49.46132292,11.11156774
112.2018,49.46129399,11.11154806
131.0172,49.46129399,11.11154806
146.1814,49.46132292,11.11156774
157.6872,49.46121939,11.11162833
176.4239,49.46122192,11.1115901
211.5621,49.46122192,11.1115901
234.2536,49.46121939,11.11162833
245.9211,49.46132292,11.11156774
261.9104,49.46129399,11.11154806
291.4644,49.46129399,11.11154806
305.893,49.46132292,11.11156774
316.8804,49.46121939,11.11162833
335.6255,49.46122192,11.1115901
