AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0424,73772.6476,-15.96,-30.96,8.94
0.0495,73772.6676,-15.66,-30.84,8.7
0.0575,73772.6876,-15.24,-30.96,8.4
0.0732,73772.7076,-15.06,-30.54,8.28
0.0998,73772.7286,-14.64,-30.12,8.04
0.1114,73772.7486,-14.94,-30.36,8.4
0.1419,73772.7685,-15.18,-30.06,8.52
0.1522,73772.7886,-15.6,-30.18,7.98
0.1707,73772.8086,-15.6,-30.18,7.44
0.1921,73772.8285,-15.12,-30.06,6.6
0.2093,73772.8486,-14.82,-30,5.7
0.2293,73772.8686,-14.58,-29.52,5.4
0.2492,73772.8885,-14.52,-29.4,4.98
0.2729,73772.9086,-15.12,-28.68,4.5
0.2894,73772.9286,-15.54,-27.6,3.78
0.3091,73772.9486,-15.96,-27,2.46
0.3305,73772.9685,-16.92,-26.22,1.5
0.3532,73772.9884,-16.92,-26.22,1.44
0.3691,73773.0086,-16.98,-26.82,1.8
0.3929,73773.0286,-17.58,-27.06,2.4
0.4092,73773.0486,-17.64,-27.78,3.18
0.4364,73773.0686,-18.24,-28.2,3.3
0.4532,73773.0896,-19.2,-28.2,3.42
0.4706,73773.1096,-19.44,-28.32,3.42
0.4912,73773.1296,-19.5,-28.38,3.9
0.5167,73773.1496,-20.34,-27.66,4.44
0.5345,73773.1696,-20.46,-27.78,5.16
0.5521,73773.1896,-20.82,-28.38,6.48
0.5704,73773.2096,-21.84,-28.56,7.2
0.5903,73773.2296,-22.44,-29.34,7.98
0.6103,73773.2496,-23.28,-29.82,8.7
0.6369,73773.2696,-24.48,-28.86,9.3
0.6564,73773.2896,-25.74,-27.78,9.78
0.6713,73773.3106,-26.94,-26.64,10.02
0.6912,73773.3306,-28.38,-25.14,10.32
0.713,73773.3506,-29.58,-24.18,10.26
0.7361,73773.3706,-30.6,-23.4,10.32
0.7544,73773.3906,-31.56,-22.5,10.38
0.7715,73773.4106,-32.16,-21.48,10.2
0.7912,73773.4306,-32.58,-20.28,10.14
0.8121,73773.4506,-33.18,-18.84,9.96
0.8341,73773.4706,-33.6,-17.58,10.14
0.8537,73773.4906,-34.2,-16.5,10.26
0.8742,73773.5106,-34.5,-15.66,10.5
0.8995,73773.5306,-34.8,-15.06,10.62
0.9166,73773.5506,-34.98,-14.46,10.92
0.9317,73773.5706,-35.04,-14.46,11.16
0.9642,73773.5906,-35.52,-13.86,10.56
0.9724,73773.6106,-35.58,-13.74,10.32
0.9912,73773.6306,-35.64,-13.44,10.02
1.0178,73773.6506,-36.06,-13.08,10.02
1.0323,73773.6706,-35.94,-13.68,10.5
1.0519,73773.6906,-36.18,-13.8,11.4
1.0712,73773.7106,-36.54,-13.98,11.94
1.0913,73773.7306,-36.3,-14.7,12.48
1.1129,73773.7506,-36,-15.18,13.2
1.1314,73773.7706,-35.64,-16.14,13.5
1.1513,73773.7906,-35.04,-17.46,14.22
1.1741,73773.8116,-34.74,-18.3,14.82
1.1924,73773.8315,-34.8,-19.26,15.78
1.2145,73773.8516,-34.62,-20.34,16.38
1.2321,73773.8716,-34.44,-21.06,16.74
1.2535,73773.8926,-33.6,-22.02,17.04
1.2728,73773.9125,-32.82,-23.04,16.62
1.2929,73773.9326,-31.68,-24,16.14
1.3145,73773.9526,-30.6,-25.02,15.48
1.3356,73773.9726,-29.82,-26.04,14.88
1.353,73773.9926,-28.5,-27,14.58
1.3758,73774.0126,-27.24,-27.72,13.56
1.3944,73774.0336,-25.5,-28.86,12.84
1.4185,73774.0536,-23.7,-29.88,12
1.4343,73774.0736,-22.08,-30.6,10.92
1.455,73774.0936,-20.22,-31.2,10.62
1.4841,73774.1136,-18.6,-31.62,9.72
1.4954,73774.1336,-16.74,-31.56,8.82
1.5177,73774.1536,-15.6,-31.38,7.86
1.5347,73774.1736,-14.28,-30.84,7.02
1.5547,73774.1936,-13.62,-30.12,5.88
1.5756,73774.2136,-13.5,-29.4,4.98
1.5972,73774.2336,-13.14,-28.86,4.38
1.6162,73774.2536,-13.86,-27.96,3.72
1.6372,73774.2736,-14.64,-27.36,3.12
1.6586,73774.2936,-15.42,-26.76,2.58
1.6742,73774.3136,-16.08,-25.98,1.98
1.6943,73774.3336,-16.26,-25.98,1.2
1.7142,73774.3536,-16.5,-25.26,0.9
1.7355,73774.3736,-16.86,-24.84,0.48
1.7561,73774.3946,-17.76,-24.78,0.12
1.7896,73774.4146,-18.72,-24.48,0.66
1.8025,73774.4346,-19.38,-24.54,0.84
1.819,73774.4546,-20.28,-24.66,1.5
1.8381,73774.4746,-20.88,-24.78,1.92
1.8589,73774.4946,-21.84,-24.9,2.4
1.8781,73774.5146,-22.8,-25.02,2.94
1.8963,73774.5356,-23.88,-24.6,3.48
1.9225,73774.5556,-24.78,-23.94,3.96
1.9418,73774.5766,-25.62,-23.58,4.32
1.9649,73774.5966,-26.46,-22.68,4.5
1.9881,73774.6166,-27.36,-22.26,4.62
1.9977,73774.6366,-28.32,-21.66,4.8
2.0173,73774.6565,-29.58,-20.58,4.62
2.0372,73774.6766,-30.72,-19.8,4.68
2.0589,73774.6965,-31.32,-18.36,4.8
2.0772,73774.7166,-31.92,-16.92,4.44
2.1005,73774.7366,-32.04,-15.66,4.62
2.1184,73774.7566,-31.92,-14.4,4.74
2.1374,73774.7766,-32.82,-12.9,5.52
2.1578,73774.7966,-33.48,-11.34,6.42
2.2574,73774.8166,-34.5,-9.9,7.32
2.2591,73774.8376,-36.12,-8.76,8.76
2.2617,73774.8576,-36.66,-7.56,9.12
2.2632,73774.8776,-37.02,-6.6,10.2
2.2649,73774.8976,-37.68,-5.76,11.4
2.2947,73774.9176,-37.74,-4.62,12.36
2.3002,73774.9376,-38.1,-4.44,13.68
2.3184,73774.9576,-38.82,-4.44,14.7
2.3422,73774.9775,-39.06,-4.5,15.24
2.3585,73774.9976,-39.3,-4.98,15.84
2.3779,73775.0176,-39.78,-5.22,16.56
2.3987,73775.0375,-39.48,-5.88,17.7
2.4186,73775.0576,-39.54,-7.02,18.12
2.4421,73775.0776,-39.54,-7.92,18.36
2.4598,73775.0976,-39.3,-9.18,18.6
2.4787,73775.1176,-39.66,-10.8,18.24
2.4987,73775.1376,-39.06,-12.24,18.54
2.5186,73775.1576,-38.16,-14.4,18.66
2.5386,73775.1776,-37.44,-16.74,18.6
2.5601,73775.1976,-36.3,-18.84,18.72
2.5783,73775.2176,-34.86,-20.88,18.72
2.5983,73775.2376,-33.42,-23.28,18.6
2.6205,73775.2576,-31.02,-25.2,18.54
2.6387,73775.2776,-28.38,-27.18,18.72
2.6581,73775.2975,-25.62,-29.4,18.66
2.6866,73775.3175,-22.2,-30.78,18.72
2.7013,73775.3376,-19.02,-32.1,18.72
2.7191,73775.3576,-15.78,-33,18.54
2.7413,73775.3776,-13.08,-33.06,18.18
2.7591,73775.3976,-10.8,-32.94,17.52
2.7795,73775.4176,-8.94,-32.76,16.8
2.7988,73775.4376,-7.38,-32.46,15.54
2.8204,73775.4576,-6.12,-32.34,14.94
2.8448,73775.4775,-5.64,-32.04,14.04
2.8616,73775.4976,-4.86,-31.68,12.9
2.8789,73775.5176,-4.62,-31.68,12.54
2.901,73775.5376,-4.38,-31.56,11.7
2.9203,73775.5576,-4.62,-31.5,11.64
2.9418,73775.5776,-5.34,-31.56,11.34
2.96,73775.5976,-5.64,-31.26,11.04
2.9828,73775.6176,-6.42,-30.78,10.92
2.9984,73775.6376,-6.84,-30.78,10.26
3.022,73775.6576,-7.62,-30.42,10.14
3.0378,73775.6775,-8.88,-30.6,9.96
3.0594,73775.6975,-9.6,-30.96,9.72
3.0784,73775.7176,-10.5,-30.96,10.02
3.0985,73775.7376,-11.4,-31.08,10.14
3.1184,73775.7576,-12.42,-31.26,10.14
3.1438,73775.7776,-13.56,-31.2,10.08
3.1585,73775.7976,-14.88,-31.2,10.32
3.1787,73775.8176,-15.9,-31.38,10.2
3.204,73775.8376,-16.86,-30.84,10.62
3.2223,73775.8576,-18,-30.54,10.62
3.2384,73775.8776,-19.5,-30.18,9.9
3.2584,73775.8976,-20.82,-29.16,9.6
