AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,Quat_1,Quat_2,Quat_3,Quat_4,q_w,q_x,q_y,q_z,quat_angle_error_deg
0.0542,65093.5471,-1.0471019715176872,8.46254492300163,-3.7319347968282126,-0.7688944051843496,-0.5340230797506396,0.09333369490844272,-0.024457081094122327,-10.845020957663673,-45.31704407533803,0.8985339810865751,0.42904782,0.03004867,-0.08747417,0.9999703107955707,-0.005704208518172899,-0.005092705895656917,0.0009507256444821859,52.77113497916664
0.058,65093.5672,-0.9934573652215254,8.051007025883301,-3.343283472768882,-0.563726660099108,-0.3169117622205737,-0.04229029552930586,0.08131312066699463,-11.259283262489703,-45.53741108218095,0.9018255984996674,0.42204267,0.02582911,-0.08901366,0.9999239945948513,-0.00936237235699751,-0.008003745723212292,0.0005395106327472072,52.324002411302565
0.0606,65093.5871,-1.0106668307955788,7.667813571166193,-3.1466683958244483,-0.3828928355740871,-0.14345627387372323,-0.13440312265922488,0.05295301550529111,-11.506645283858528,-45.76808933544004,0.9037282752209168,0.41735595,0.0244292,-0.09215438,0.9998948464909216,-0.011221878408099585,-0.009150423270531642,-0.000796969171400554,51.99853934471745
0.064,65093.6071,-1.1178931934482994,7.378980394844391,-3.2268528577352122,-0.24641539659195805,-0.04801090745445032,-0.1624677408753931,-0.0008044769530506715,-11.613074864811246,-45.975984084557595,0.9048595563998992,0.41396657,0.0272883,-0.09547885,0.9998851030926132,-0.01172654117716563,-0.009296200888984599,-0.0024185728283513835,51.715813411541426
0.0883,65093.6272,-1.2456303906151276,7.238540992825288,-3.49568878406571,-0.17007833100811104,-0.03963799268125946,-0.14015824709941915,0.016385611470546707,-11.623628712019366,-46.137179452560304,0.9057620168087048,0.41142273,0.03093288,-0.09679702,0.9998834536625008,-0.01147306689678139,-0.009318536871555403,-0.0038226559491193633,51.41560816730338
0.1178,65093.6471,-1.3247034705494771,7.234475399983609,-3.7743056866413984,-0.1634106248002838,-0.09248360181430207,-0.10295361667133829,0.16008156053584077,-11.609948835453793,-46.253924250064195,0.9059826183798818,0.41094044,0.03146946,-0.09660809,0.999877466044271,-0.011151123594831865,-0.009853663415261843,-0.004859079826406297,51.30175324886137
0.1208,65093.6671,-1.3522275186410349,7.290161117357804,-3.8902667917024165,-0.2200381326616137,-0.15921122304763521,-0.08096155483314472,0.4305431506100841,-11.651441709673236,-46.35474985932543,0.9060099760818138,0.41108778,0.02887898,-0.09653375,0.9998578691346279,-0.011390489683773172,-0.011058479220578326,-0.0056752367045839296,51.30738789776837
0.1529,65093.6871,-1.3776325657015145,7.318489981736427,-3.764628800404189,-0.309368984548075,-0.20004841782291422,-0.07947077853938712,0.7842321937505988,-11.795192954578107,-46.4744066749231,0.9066449022016312,0.40973049,0.02482155,-0.09746711,0.9998203625960392,-0.012521490747421165,-0.01267241738467547,-0.006470289438298419,51.24369822879559
0.1589,65093.7081,-1.439651971250819,7.277914019610451,-3.450037686346104,-0.38399699838491175,-0.205302165260008,-0.08101539987104592,1.1634348711361797,-12.026955500402185,-46.63088596425446,0.9083309727245876,0.40545949,0.02134999,-0.10040729,0.9997672139337797,-0.014402498207911193,-0.014324842496488499,-0.0072721988359704115,50.96832696025168
0.1791,65093.728,-1.5222058747408909,7.185841020337509,-3.0912822445374277,-0.4026363334580011,-0.1947724833525231,-0.0640705243428257,1.5192720038743948,-12.276751115100655,-46.818512168143094,0.9107425563435708,0.3993285,0.02132215,-0.10310243,0.9997074566628016,-0.016474438591773805,-0.01584839471931083,-0.007900781651179719,50.521772746797176
0.1991,65093.7481,-1.5725888308075155,7.083455411492148,-2.8489794001863804,-0.35464141132511307,-0.19511415995463713,-0.02088837956849177,1.8177468827042826,-12.460045485145054,-47.015936919585194,0.9135783022758386,0.39238843,0.02295199,-0.10430346,0.9996532580965747,-0.0180643588828621,-0.017359666819831907,-0.00810459640935635,49.9152285489509
0.2195,65093.7681,-1.5516730488212662,6.998807636823879,-2.8222392585848692,-0.26760931162621465,-0.21726576714047086,0.03948657486599033,2.040401057051068,-12.530508950597387,-47.19924612660228,0.9155194713089264,0.38779417,0.02249395,-0.10456482,0.9996115485774006,-0.018771621985922127,-0.019098285924895726,-0.007722281621359325,49.46741287931985
0.2405,65093.7881,-1.4575166433181652,6.944928409191092,-2.989482217344841,-0.18722880038430362,-0.2536999589328112,0.10026172915477692,2.186966246571203,-12.503812707572745,-47.35334390712089,0.9158098645272648,0.38712758,0.0203142,-0.10493742,0.9995777307642786,-0.018655316117867467,-0.021230596574514385,-0.006752859377177454,49.408136770066776
0.2648,65093.8081,-1.3185961380824673,6.929245006329123,-3.2244199108493388,-0.1433867081348225,-0.29029054252645603,0.1467506801055576,2.2742123324331804,-12.432254328088746,-47.476739436166255,0.915698675583203,0.38761416,0.01662744,-0.10476033,0.9995396456926802,-0.018079938468783387,-0.02377317341691485,-0.005333735952009846,49.420730707590124
0.2982,65093.8281,-1.179763151644817,6.950078329441954,-3.3979947099916123,-0.13311813286548865,-0.31727444680777556,0.1717669604595638,2.330778741607026,-12.357937497376083,-47.582055812511555,0.9161025768482304,0.38690248,0.01280161,-0.10439664,0.9994874084741536,-0.017386486714551425,-0.026629887353623108,-0.0036714412535602905,49.27911286219493
0.3098,65093.8482,-1.0828560310133597,6.996005540321412,-3.4706269961481833,-0.1333290842749275,-0.33350830636683537,0.17627889356210452,2.3896081966106353,-12.290665229542356,-47.69254285472915,0.9173699684382304,0.38407657,0.00861223,-0.10413145,0.9994182271904439,-0.016687942149801623,-0.029679149660447775,-0.0019666778454476177,48.885269907221165
0.3207,65093.8681,-1.0451473086925847,7.061608616065959,-3.483491093057141,-0.12615856322068578,-0.34482945719016594,0.16513344544587408,2.478453720416333,-12.22095396706189,-47.82981686180868,0.9187652379453508,0.38082817,0.00530454,-0.10398175,0.9993333502760368,-0.015918329412031893,-0.03285300043154187,-0.0003770642482671109,48.44598776538018
0.3403,65093.8881,-1.053203454734245,7.154863069567301,-3.4758560000523047,-0.11178399841169534,-0.35716547534174836,0.1399211011633228,2.614846268160398,-12.140022399763417,-47.998666870437226,0.9195389432572036,0.37888369,0.00273677,-0.10434458,0.9992332282781349,-0.015012662052051913,-0.03614781540374806,0.0009544236502857227,48.16824492247809
0.36,65093.9082,-1.0872836949045661,7.271239425874136,-3.438299196661292,-0.10113280482184245,-0.36935590520672146,0.0965566464904598,2.8044702818201057,-12.0445385353274,-48.181298707842046,0.9198028734030688,0.37833965,-0.00070526,-0.10402541,0.9991174272604137,-0.014016651436293994,-0.03955359435380524,0.001847484976950571,48.00611945826659
0.3802,65093.9281,-1.1518650972906617,7.371431510023366,-3.3460756160432594,-0.10200237089314118,-0.37409449857683685,0.032746218170391125,3.041820170116086,-11.930525094179522,-48.343678647642236,0.920029505740914,0.3778061,-0.00551606,-0.10381634,0.9989882126607068,-0.013056382148791228,-0.04298440620935781,0.0021030152115594,47.81960497296375
