AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0527,65093.5402,-2.1,-34.14,-45.42
0.0563,65093.5602,-2.4,-34.08,-45.66
0.0596,65093.5802,-2.64,-34.26,-46.02
0.0627,65093.6002,-2.34,-34.56,-46.5
0.087,65093.6202,-2.4,-34.5,-46.56
0.1145,65093.6402,-2.28,-34.32,-46.56
0.1194,65093.6602,-2.04,-34.26,-46.26
0.1506,65093.6802,-1.98,-34.32,-46.5
0.1575,65093.7012,-1.74,-34.44,-46.86
0.1775,65093.7211,-1.44,-34.68,-47.16
0.1978,65093.7412,-0.9,-34.68,-47.76
0.2173,65093.7612,-0.96,-34.62,-47.76
0.2377,65093.7812,-1.2,-34.38,-47.88
0.2579,65093.8012,-1.32,-34.38,-48
0.2834,65093.8212,-1.92,-34.56,-48
0.3048,65093.8412,-2.16,-34.56,-48
0.3186,65093.8612,-2.22,-34.44,-48.06
0.3378,65093.8812,-2.58,-34.44,-48.36
0.3576,65093.9012,-2.58,-34.44,-48.42
0.378,65093.9212,-2.76,-34.56,-48.9
0.3976,65093.9412,-2.82,-34.56,-49.02
0.4268,65093.9612,-2.94,-34.44,-49.02
0.441,65093.9812,-3,-34.26,-48.84
0.4595,65094.0012,-2.52,-33.78,-48.66
0.4785,65094.0212,-2.16,-33.96,-48.72
0.5021,65094.0412,-1.74,-33.54,-48.78
0.5187,65094.0612,-1.5,-33.54,-49.2
0.5468,65094.0812,-2.04,-34.14,-49.38
0.5578,65094.1012,-2.52,-34.02,-49.32
0.5786,65094.1212,-2.7,-34.14,-49.26
0.5979,65094.1412,-2.94,-34.02,-49.26
0.6175,65094.1612,-2.76,-33.96,-49.92
0.6374,65094.1812,-2.64,-34.02,-50.22
0.6813,65094.2012,-3.18,-34.02,-50.7
0.6844,65094.2212,-3.54,-34.02,-50.64
0.6984,65094.2412,-3.54,-33.66,-50.28
0.7184,65094.2622,-3.72,-33.48,-49.74
0.7389,65094.2822,-3.54,-33.72,-49.44
0.76,65094.303,-3.42,-33.72,-50.04
0.7858,65094.3242,-3.42,-33.84,-50.16
0.8062,65094.3442,-3.42,-34.02,-50.52
0.8212,65094.3642,-3.36,-33.72,-50.4
0.8403,65094.3842,-3.12,-33.66,-49.68
0.8602,65094.4042,-3.18,-33.96,-49.2
0.8805,65094.4242,-3.36,-34.2,-49.02
0.9014,65094.4442,-3.54,-34.56,-49.02
0.9255,65094.4642,-3.84,-34.92,-49.02
0.9405,65094.4842,-4.5,-34.86,-48.78
0.9604,65094.5042,-4.5,-34.56,-48.6
0.9824,65094.5262,-4.8,-34.68,-47.88
1.0028,65094.5461,-4.98,-34.86,-47.4
1.0221,65094.5662,-4.92,-34.86,-47.1
1.0532,65094.5862,-5.04,-35.04,-46.5
1.0681,65094.6061,-5.7,-34.86,-46.02
1.0856,65094.6262,-6.18,-34.44,-45.84
1.1033,65094.6462,-6.48,-34.32,-45.36
1.1244,65094.6682,-6.66,-34.14,-44.58
1.145,65094.6882,-6.66,-33.96,-44.58
1.1648,65094.7082,-6.72,-34.44,-44.22
1.1845,65094.7282,-6.84,-34.68,-44.82
1.2046,65094.7482,-7.14,-34.68,-45.36
1.2302,65094.7681,-7.26,-34.98,-45.54
1.2509,65094.7892,-7.26,-34.62,-45.84
1.2657,65094.8092,-7.2,-34.56,-45.36
1.2902,65094.8292,-7.38,-34.68,-45.54
1.3089,65094.8502,-7.38,-34.44,-45.12
1.3291,65094.8702,-8.28,-34.26,-45
1.3468,65094.8902,-8.76,-34.44,-45.36
1.3673,65094.9112,-8.76,-33.96,-45.66
1.3874,65094.9312,-8.46,-34.38,-46.08
1.4095,65094.9512,-8.04,-34.8,-46.38
1.429,65094.9712,-8.34,-34.26,-46.26
1.4489,65094.9912,-8.88,-34.38,-46.38
1.4693,65095.0122,-9.9,-33.66,-46.74
1.4899,65095.0332,-9.9,-33.3,-46.98
1.5117,65095.0532,-10.26,-33.06,-47.7
1.5301,65095.0732,-10.44,-32.76,-48.06
1.5502,65095.0932,-10.5,-32.46,-48.54
1.573,65095.1132,-11.1,-31.98,-49.26
1.5911,65095.1342,-11.1,-31.98,-49.32
1.6107,65095.1542,-11.22,-31.5,-49.68
1.6306,65095.1742,-11.28,-31.56,-49.92
1.6512,65095.1942,-11.28,-31.62,-50.04
1.6728,65095.2152,-11.04,-31.68,-49.86
1.6953,65095.2352,-11.04,-32.16,-49.62
1.7137,65095.2552,-10.68,-32.28,-48.84
1.7335,65095.2752,-10.38,-32.46,-47.76
1.7528,65095.2952,-10.26,-33,-47.34
1.7731,65095.3152,-9.66,-32.82,-46.5
1.793,65095.3352,-9.12,-33.24,-45.96
1.8219,65095.3552,-8.58,-33.42,-45.24
1.8412,65095.375,-7.92,-32.88,-43.92
1.8603,65095.3952,-7.44,-33.36,-42.72
1.8714,65095.4152,-6.96,-33.06,-41.28
1.9177,65095.4352,-6.36,-32.94,-40.38
1.9231,65095.445,-5.94,-33.12,-39.36
1.9282,65095.455,-5.94,-33.12,-39.36
1.9352,65095.4752,-5.4,-32.88,-38.04
1.9525,65095.4952,-4.56,-33.24,-37.32
1.971,65095.5152,-3.48,-32.94,-36.36
1.9915,65095.5352,-2.46,-32.64,-36.18
2.0122,65095.5552,-1.44,-32.52,-35.88
2.0312,65095.5752,-0.66,-31.86,-35.7
2.062,65095.5952,0.36,-32.16,-36.06
2.0777,65095.6152,1.74,-31.74,-35.94
2.0976,65095.6362,2.7,-31.74,-36.78
2.1122,65095.6562,4.02,-31.98,-37.44
2.1324,65095.6762,4.38,-31.32,-37.68
2.1526,65095.6962,4.5,-31.56,-38.34
2.1722,65095.7162,5.04,-31.56,-39
2.1932,65095.7362,4.68,-31.08,-39.6
2.2134,65095.7562,5.16,-31.5,-40.44
2.2344,65095.7762,5.34,-31.98,-40.86
2.2524,65095.7962,4.92,-31.98,-41.16
2.2737,65095.8162,5.16,-32.46,-41.7
2.2951,65095.8372,4.92,-32.52,-42.48
2.3161,65095.8572,4.86,-32.28,-43.68
2.3354,65095.8772,5.04,-32.46,-45.18
2.3581,65095.8972,4.56,-32.52,-46.2
2.3786,65095.9172,4.32,-32.94,-46.38
2.3948,65095.9382,3.9,-33.24,-46.68
2.4171,65095.9582,3.42,-33.48,-46.44
2.436,65095.9782,3.3,-33.66,-46.44
2.4562,65095.9982,3.12,-33.78,-47.28
2.4758,65096.0181,2.94,-33.54,-47.58
2.4959,65096.0382,3,-33.72,-48.42
2.5178,65096.0592,2.7,-34.14,-49.2
2.5422,65096.0802,2.52,-34.2,-49.56
2.5626,65096.1002,1.86,-35.22,-49.86
2.5778,65096.1212,1.08,-35.52,-50.22
2.6015,65096.1412,0.24,-35.76,-50.22
2.6175,65096.1611,-0.54,-35.82,-49.98
2.6398,65096.1812,-1.08,-35.58,-49.62
2.658,65096.2011,-1.5,-35.58,-49.14
2.6779,65096.2212,-1.44,-35.4,-49.14
2.6992,65096.2412,-1.5,-35.34,-49.68
2.7198,65096.2612,-1.8,-34.86,-51.06
2.74,65096.2822,-2.22,-34.32,-52.62
