AppTimestamp(s),Latitude_degrees,Longitude_degrees
61.4235,49.46131643,11.11096444
68.0502,49.4612756,11.11098835
76.4798,49.46123591,11.11104875
93.2222,49.46118962,11.1108611
103.2217,49.46120027,11.11096477
116.9825,49.4610948,11.11102745
122.906,49.46105277,11.11105204
165.5593,49.46105277,11.11105204
171.9631,49.4610948,11.11102745
185.8601,49.46120027,11.11096477
194.9916,49.46118962,11.1108611
211.2702,49.46123591,11.11104875
219.3489,49.4612756,11.11098835
225.4815,49.46131643,11.11096444
