AppTimestamp(s),MAC,RSSI
2.8313,BE:AC:20:23:00:01,-90
6.7274,BE:AC:20:23:00:01,-96
8.1836,BE:AC:20:23:00:01,-97
12.1975,BE:AC:20:23:00:05,-94
12.6718,BE:AC:20:23:00:01,-95
20.1803,BE:AC:20:23:00:05,-97
20.9296,BE:AC:20:23:00:01,-97
21.4134,BE:AC:20:23:00:05,-95
23.6636,BE:AC:20:23:00:05,-97
26.9794,BE:AC:20:23:00:05,-92
29.6883,BE:AC:20:23:00:01,-90
30.723,BE:AC:20:23:00:01,-97
31.8691,BE:AC:20:23:00:05,-95
32.2599,BE:AC:20:23:00:05,-95
32.9387,BE:AC:20:23:00:05,-95
33.3177,BE:AC:20:23:00:05,-92
33.5145,BE:AC:20:23:00:05,-95
36.3785,BE:AC:20:23:00:05,-99
39.3147,BE:AC:20:23:00:01,-98
44.58,BE:AC:20:23:00:05,-97
44.7782,BE:AC:20:23:00:05,-96
46.6433,BE:AC:20:23:00:05,-98
46.9203,BE:AC:20:23:00:01,-94
47.9335,BE:AC:20:23:00:01,-93
52.0509,BE:AC:20:23:00:01,-97
52.2432,BE:AC:20:23:00:01,-96
53.6188,BE:AC:20:23:00:05,-94
55.6499,BE:AC:20:23:00:05,-96
55.9217,BE:AC:20:23:00:01,-94
56.1414,BE:AC:20:23:00:01,-95
57.1567,BE:AC:20:23:00:01,-93
62.2669,BE:AC:20:23:00:01,-95
63.2645,BE:AC:20:23:00:01,-92
63.894,BE:AC:20:23:00:05,-97
64.2895,BE:AC:20:23:00:05,-94
64.3088,BE:AC:20:23:00:01,-94
64.7175,BE:AC:20:23:00:01,-90
64.9277,BE:AC:20:23:00:01,-90
65.7616,BE:AC:20:23:00:01,-87
65.9428,BE:AC:20:23:00:01,-93
66.1306,BE:AC:20:23:00:05,-90
66.7273,BE:AC:20:23:00:05,-93
66.7755,BE:AC:20:23:00:01,-99
67.3407,BE:AC:20:23:00:05,-95
67.5906,BE:AC:20:23:00:05,-92
67.9858,BE:AC:20:23:00:01,-86
68.1968,BE:AC:20:23:00:01,-86
68.374,BE:AC:20:23:00:05,-92
68.4167,BE:AC:20:23:00:01,-95
68.5826,BE:AC:20:23:00:05,-86
68.6267,BE:AC:20:23:00:01,-86
68.8292,BE:AC:20:23:00:01,-93
68.9791,BE:AC:20:23:00:05,-92
69.0007,BE:AC:20:23:00:01,-86
69.3977,BE:AC:20:23:00:05,-93
69.5891,BE:AC:20:23:00:05,-89
69.7994,BE:AC:20:23:00:05,-84
70.2473,BE:AC:20:23:00:01,-82
70.4676,BE:AC:20:23:00:05,-88
70.8943,BE:AC:20:23:00:01,-89
71.0322,BE:AC:20:23:00:05,-92
71.0619,BE:AC:20:23:00:01,-85
71.238,BE:AC:20:23:00:05,-89
71.4957,BE:AC:20:23:00:01,-85
71.6368,BE:AC:20:23:00:05,-87
71.8696,BE:AC:20:23:00:05,-92
72.0528,BE:AC:20:23:00:05,-86
72.1113,BE:AC:20:23:00:01,-85
72.4985,BE:AC:20:23:00:01,-88
72.7279,BE:AC:20:23:00:01,-91
72.9037,BE:AC:20:23:00:05,-83
73.079,BE:AC:20:23:00:05,-90
73.1375,BE:AC:20:23:00:01,-86
73.268,BE:AC:20:23:00:05,-83
73.332,BE:AC:20:23:00:01,-95
73.8813,BE:AC:20:23:00:05,-92
74.581,BE:AC:20:23:00:01,-85
74.7277,BE:AC:20:23:00:05,-92
74.7631,BE:AC:20:23:00:01,-87
74.9223,BE:AC:20:23:00:05,-83
74.9672,BE:AC:20:23:00:01,-84
75.5166,BE:AC:20:23:00:05,-92
75.575,BE:AC:20:23:00:01,-80
75.7392,BE:AC:20:23:00:05,-87
75.7827,BE:AC:20:23:00:01,-83
75.9263,BE:AC:20:23:00:05,-89
76.1311,BE:AC:20:23:00:05,-87
76.1962,BE:AC:20:23:00:01,-87
76.3897,BE:AC:20:23:00:01,-79
76.5471,BE:AC:20:23:00:05,-94
76.6082,BE:AC:20:23:00:01,-93
76.8791,BE:AC:20:23:00:01,-86
77.1588,BE:AC:20:23:00:05,-92
77.5676,BE:AC:20:23:00:05,-97
77.8221,BE:AC:20:23:00:01,-86
78.8108,BE:AC:20:23:00:05,-92
78.8271,BE:AC:20:23:00:01,-77
79.211,BE:AC:20:23:00:05,-87
79.4292,BE:AC:20:23:00:05,-92
79.4576,BE:AC:20:23:00:01,-87
79.6206,BE:AC:20:23:00:05,-89
79.6591,BE:AC:20:23:00:01,-88
80.0459,BE:AC:20:23:00:05,-90
80.2286,BE:AC:20:23:00:05,-92
81.1119,BE:AC:20:23:00:01,-93
81.298,BE:AC:20:23:00:01,-85
81.7164,BE:AC:20:23:00:05,-87
81.8912,BE:AC:20:23:00:05,-84
82.1413,BE:AC:20:23:00:01,-89
82.5072,BE:AC:20:23:00:05,-91
82.7004,BE:AC:20:23:00:05,-93
84.123,BE:AC:20:23:00:05,-93
84.1666,BE:AC:20:23:00:01,-84
84.5966,BE:AC:20:23:00:01,-89
84.7475,BE:AC:20:23:00:05,-78
84.7996,BE:AC:20:23:00:01,-87
85.1522,BE:AC:20:23:00:05,-93
