AppTimestamp(s),SensorTimestamp(s),gyro_x,gyro_y,gyro_z
0.0536,65093.5461,-0.78496,-0.53878,0.09835
0.0553,65093.5561,-0.70433,-0.48197,-0.01649
0.0573,65093.5661,-0.53939,-0.3543,-0.18265
0.0591,65093.576,-0.41905,-0.20892,-0.31154
0.0601,65093.5861,-0.35491,0.02016,-0.42699
0.0619,65093.5961,-0.34697,0.18754,-0.44104
0.0634,65093.6061,-0.31398,0.26939,-0.33475
0.0661,65093.6161,-0.23946,0.24068,-0.20831
0.0877,65093.6261,-0.1014,0.13806,-0.05253
0.0898,65093.6361,-0.00672,-0.03787,0.04765
0.117,65093.646,0.03543,-0.19792,0.10873
0.1189,65093.6561,0.00977,-0.27428,0.12584
0.1202,65093.6661,-0.08125,-0.37568,0.11179
0.1289,65093.6761,-0.2022,-0.47037,0.04948
0.1518,65093.6861,-0.35003,-0.50274,-0.0617
0.1564,65093.6971,-0.47892,-0.41966,-0.16432
0.1583,65093.7071,-0.60903,-0.24984,-0.22419
0.1689,65093.7171,-0.69822,-0.11545,-0.23274
0.1785,65093.727,-0.75503,0.00794,-0.18937
0.1863,65093.7371,-0.74526,0.02077,-0.11057
0.1986,65093.7471,-0.56566,-0.07208,-0.00672
0.2073,65093.7571,-0.34697,-0.15027,0.03971
0.2188,65093.7671,-0.08919,-0.20586,0.05803
0.2263,65093.7771,0.05925,-0.26512,0.08552
0.2393,65093.787,0.11179,-0.31948,0.14539
0.2467,65093.7971,0.09468,-0.35247,0.19792
0.2615,65093.8071,0.01527,-0.35064,0.19792
0.2817,65093.8171,-0.09529,-0.3543,0.18876
0.2959,65093.8271,-0.2303,-0.40073,0.1967
0.3039,65093.8369,-0.30543,-0.41966,0.20281
0.3088,65093.8471,-0.33109,-0.36163,0.17776
0.3111,65093.857,-0.29627,-0.29749,0.12401
0.3198,65093.8671,-0.21502,-0.27306,0.07208
0.3265,65093.8771,-0.14233,-0.27245,0.07636
0.3393,65093.8871,-0.0507,-0.28039,0.13439
0.3476,65093.8971,-0.00794,-0.35064,0.19975
0.3587,65093.9071,-0.01161,-0.42883,0.22846
0.3664,65093.917,-0.04337,-0.45998,0.18204
0.3794,65093.9271,-0.10201,-0.45387,0.08491
0.3864,65093.9371,-0.1405,-0.44166,-0.00122
0.3986,65093.9471,-0.18082,-0.40134,-0.08552
0.41,65093.9571,-0.17287,-0.34453,-0.12828
0.429,65093.9671,-0.14355,-0.32559,-0.15333
0.4319,65093.977,-0.11057,-0.34636,-0.16554
0.4434,65093.9871,-0.11179,-0.35064,-0.1857
0.4482,65093.9971,-0.15394,-0.31154,-0.22052
0.4621,65094.0071,-0.25045,-0.2474,-0.22663
0.4705,65094.0171,-0.30849,-0.19548,-0.2022
0.4802,65094.0271,-0.35064,-0.20342,-0.16554
0.492,65094.037,-0.33231,-0.26267,-0.16066
0.5035,65094.0471,-0.25595,-0.31398,-0.17104
0.5092,65094.0571,-0.18021,-0.34941,-0.19487
0.5229,65094.0671,-0.11118,-0.36957,-0.24068
0.5349,65094.0771,-0.07697,-0.33353,-0.23946
0.5478,65094.0871,-0.06292,-0.30543,-0.18265
0.5569,65094.0971,-0.06231,-0.31704,-0.07819
0.5587,65094.107,-0.0898,-0.33537,0.05498
0.5664,65094.1171,-0.1179,-0.3317,0.15516
0.5795,65094.1271,-0.135,-0.29444,0.2584
0.5866,65094.1371,-0.13867,-0.21991,0.28039
0.6004,65094.1471,-0.13073,-0.10934,0.2248
0.6071,65094.1571,-0.10324,0.00367,0.14722
0.6185,65094.167,-0.0788,0.12645,0.11484
0.6267,65094.1771,-0.06781,0.20525,0.15149
0.6431,65094.1871,-0.06048,0.17837,0.23824
0.6463,65094.1971,-0.03054,0.10812,0.29993
0.682,65094.2071,0.02688,0.0336,0.31582
0.6838,65094.2171,0.06964,-0.00244,0.27184
0.685,65094.227,0.1014,-0.03299,0.21441
0.6874,65094.2371,0.11545,-0.0226,0.18998
0.6991,65094.2471,0.1179,-0.01405,0.16066
0.7069,65094.2571,0.13011,-0.02321,0.13378
0.7193,65094.2681,0.15638,-0.02138,0.11484
0.7273,65094.2781,0.16188,-0.01222,0.1014
0.7398,65094.2881,0.13134,0.02077,0.10568
0.7473,65094.2981,0.0843,0.09529,0.11973
0.7613,65094.3089,0.04093,0.16677,0.13867
0.7797,65094.3191,0.04459,0.18937,0.14539
0.7906,65094.3301,0.11301,0.18204,0.14783
0.7969,65094.3401,0.18204,0.14539,0.17898
0.8072,65094.3501,0.21625,0.03543,0.22419
