AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:03:25
0.651,-60.0,-72.0,-63.0,,,-65.0,-66.0,-63.0,,-65.0,,,-71.0,-70.0,-64.0,,,2437.0,5200.0,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,,
4.9166,-64.0,,-62.0,,,-63.0,-63.0,-65.0,,-68.0,,-75.0,-72.0,-72.0,-64.0,,,2437.0,,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
8.8927,-62.0,,-60.0,-71.0,,-66.0,-66.0,-66.0,,-69.0,,,-72.0,-72.0,-65.0,,,2437.0,,2452.0,2462.0,,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,,
12.8931,-56.0,,-67.0,,,-74.0,-66.0,-62.0,,-65.0,,-77.0,-76.0,-75.0,-69.0,,,2437.0,,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
16.9371,-63.0,-68.0,-61.0,,,-62.0,-65.0,-66.0,,-64.0,,,-72.0,-73.0,-68.0,,,2437.0,5200.0,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,,
20.9467,-60.0,,-63.0,,-72.0,-66.0,-66.0,-67.0,,-66.0,,,-68.0,-69.0,-65.0,,,2437.0,,2452.0,,2412.0,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,,
24.9173,-64.0,,-56.0,,-72.0,-67.0,-61.0,-71.0,,-66.0,,,-71.0,-71.0,-61.0,,,2437.0,,2452.0,,2412.0,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,,
28.9398,-67.0,-65.0,-64.0,,,-70.0,-66.0,-64.0,,-66.0,,,-72.0,-72.0,-66.0,,,2437.0,5200.0,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,,
32.94,-60.0,-70.0,-61.0,-73.0,,-70.0,-66.0,-64.0,,-70.0,,,-72.0,-71.0,,,,2437.0,5200.0,2452.0,2462.0,,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,,,
36.9543,-59.0,-70.0,-66.0,,,-66.0,-68.0,-66.0,,-72.0,,,-72.0,-72.0,-68.0,,,2437.0,5200.0,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,,
40.9448,-58.0,-73.0,-71.0,,,-64.0,-68.0,-68.0,,-68.0,,,-72.0,-72.0,-68.0,,,2437.0,5200.0,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,,
44.8972,-53.0,-71.0,-66.0,,,-64.0,-62.0,-70.0,,-72.0,,,-69.0,-69.0,-68.0,,,2437.0,5200.0,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,,
48.9168,-53.0,-70.0,-62.0,,,-63.0,-67.0,-71.0,,-66.0,,,-72.0,-71.0,-61.0,,,2437.0,5200.0,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,,
52.9019,-58.0,-70.0,-63.0,,,-63.0,-66.0,-68.0,,-66.0,,,-71.0,-71.0,-65.0,,,2437.0,5200.0,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,,
56.949,-58.0,-72.0,-69.0,,-67.0,-63.0,-66.0,-69.0,,-65.0,,,-75.0,,-65.0,,,2437.0,5200.0,2452.0,,2412.0,2457.0,2462.0,2412.0,,2427.0,,,5200.0,,2462.0,,
60.9104,-54.0,-68.0,-64.0,,,-61.0,-70.0,-69.0,,-66.0,,,-72.0,-71.0,-69.0,,,2437.0,5200.0,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,,
64.8729,-55.0,-67.0,-58.0,,-71.0,-58.0,-72.0,,,-68.0,,,-72.0,-71.0,-73.0,,,2437.0,5200.0,2452.0,,2412.0,2457.0,2462.0,,,2427.0,,,5200.0,5200.0,2462.0,,
68.9159,-52.0,,-62.0,,,-66.0,-67.0,-60.0,,-61.0,,-74.0,-68.0,-67.0,-68.0,,,2437.0,,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
72.956,-47.0,-67.0,-62.0,,,,-58.0,-61.0,,-63.0,,,-68.0,-68.0,-57.0,-71.0,,2437.0,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,2462.0,
76.9279,-55.0,,-57.0,,,,-59.0,-62.0,,-62.0,,-76.0,-64.0,-64.0,-60.0,-76.0,,2437.0,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,2462.0,
80.9018,-49.0,-51.0,-59.0,,,,-64.0,-62.0,,-66.0,,-70.0,-65.0,-65.0,-64.0,,,2437.0,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
84.9102,-49.0,-58.0,-65.0,,,,-60.0,-56.0,,-63.0,,-74.0,-67.0,-67.0,-60.0,,,2437.0,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
88.9172,-49.0,-54.0,,,,,-60.0,-60.0,,-59.0,,-68.0,-68.0,-69.0,-62.0,-68.0,,2437.0,5200.0,,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,2462.0,
92.8955,-48.0,-42.0,-61.0,,,,-65.0,-60.0,-72.0,-59.0,,,-66.0,-66.0,-67.0,,,2437.0,5200.0,2452.0,,,,2462.0,2412.0,2462.0,2427.0,,,5200.0,5200.0,2462.0,,
96.9266,-64.0,-49.0,-62.0,,,,-62.0,-60.0,,-69.0,,-72.0,-66.0,-66.0,-64.0,,,2437.0,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
100.9009,-48.0,-54.0,-56.0,,,,-63.0,-57.0,,-57.0,,-67.0,-63.0,-62.0,-60.0,,,2437.0,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
104.9286,-47.0,-64.0,-56.0,,,,-51.0,-59.0,,-53.0,,-67.0,-61.0,-61.0,-52.0,,,2437.0,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
108.914,-55.0,-62.0,-48.0,,,,-52.0,-62.0,,-54.0,,-66.0,-56.0,-56.0,-52.0,,,2437.0,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
112.9407,-58.0,,-45.0,,,,-52.0,-54.0,,-46.0,,-61.0,-56.0,-56.0,-47.0,-61.0,,2437.0,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,2462.0,
116.9117,-59.0,,-46.0,,,,-48.0,-51.0,,-45.0,,-58.0,-53.0,-53.0,-46.0,-61.0,,2437.0,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,2462.0,
120.9197,-62.0,,-50.0,,,,-56.0,-60.0,,-53.0,,-59.0,-61.0,-61.0,-57.0,-59.0,,2437.0,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,2462.0,
124.9475,-65.0,,-56.0,,,,-63.0,-61.0,,-57.0,,,-67.0,-66.0,-61.0,-55.0,-60.0,2437.0,,2452.0,,,,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,2462.0,2437.0
128.8928,-61.0,,-52.0,,,,-57.0,-57.0,,-58.0,,,-60.0,-60.0,-55.0,-51.0,-56.0,2437.0,,2452.0,,,,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,2462.0,2437.0
