AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
2.8313,-90.0,,,,,
6.7274,-96.0,,,,,
8.1836,-97.0,,,,,
12.1975,,,,,-94.0,
12.6718,-95.0,,,,,
20.1803,,,,,-97.0,
20.9296,-97.0,,,,,
21.4134,,,,,-95.0,
23.6636,,,,,-97.0,
26.9794,,,,,-92.0,
29.6883,-90.0,,,,,
30.723,-97.0,,,,,
31.8691,,,,,-95.0,
32.2599,,,,,-95.0,
32.9387,,,,,-95.0,
33.3177,,,,,-92.0,
33.5145,,,,,-95.0,
36.3785,,,,,-99.0,
39.3147,-98.0,,,,,
44.58,,,,,-97.0,
44.7782,,,,,-96.0,
46.6433,,,,,-98.0,
46.9203,-94.0,,,,,
47.9335,-93.0,,,,,
52.0509,-97.0,,,,,
52.2432,-96.0,,,,,
53.6188,,,,,-94.0,
55.6499,,,,,-96.0,
55.9217,-94.0,,,,,
56.1414,-95.0,,,,,
57.1567,-93.0,,,,,
62.2669,-95.0,,,,,
63.2645,-92.0,,,,,
63.894,,,,,-97.0,
64.2895,,,,,-94.0,
64.3088,-94.0,,,,,
64.7175,-90.0,,,,,
64.9277,-90.0,,,,,
65.7616,-87.0,,,,,
65.9428,-93.0,,,,,
66.1306,,,,,-90.0,
66.7273,,,,,-93.0,
66.7755,-99.0,,,,,
67.3407,,,,,-95.0,
67.5906,,,,,-92.0,
67.9858,-86.0,,,,,
68.1968,-86.0,,,,,
68.374,,,,,-92.0,
68.4167,-95.0,,,,,
68.5826,,,,,-86.0,
68.6267,-86.0,,,,,
68.8292,-93.0,,,,,
68.9791,,,,,-92.0,
69.0007,-86.0,,,,,
69.3977,,,,,-93.0,
69.5891,,,,,-89.0,
69.7994,,,,,-84.0,
70.2473,-82.0,,,,,
70.4676,,,,,-88.0,
70.8943,-89.0,,,,,
71.0322,,,,,-92.0,
71.0619,-85.0,,,,,
71.238,,,,,-89.0,
71.4957,-85.0,,,,,
71.6368,,,,,-87.0,
71.8696,,,,,-92.0,
72.0528,,,,,-86.0,
72.1113,-85.0,,,,,
72.4985,-88.0,,,,,
72.7279,-91.0,,,,,
72.9037,,,,,-83.0,
73.079,,,,,-90.0,
73.1375,-86.0,,,,,
73.268,,,,,-83.0,
73.332,-95.0,,,,,
73.8813,,,,,-92.0,
74.581,-85.0,,,,,
74.7277,,,,,-92.0,
74.7631,-87.0,,,,,
74.9223,,,,,-83.0,
74.9672,-84.0,,,,,
75.5166,,,,,-92.0,
75.575,-80.0,,,,,
75.7392,,,,,-87.0,
75.7827,-83.0,,,,,
75.9263,,,,,-89.0,
76.1311,,,,,-87.0,
76.1962,-87.0,,,,,
76.3897,-79.0,,,,,
76.5471,,,,,-94.0,
76.6082,-93.0,,,,,
76.8791,-86.0,,,,,
77.1588,,,,,-92.0,
77.5676,,,,,-97.0,
77.8221,-86.0,,,,,
78.8108,,,,,-92.0,
78.8271,-77.0,,,,,
79.211,,,,,-87.0,
79.4292,,,,,-92.0,
79.4576,-87.0,,,,,
79.6206,,,,,-89.0,
79.6591,-88.0,,,,,
80.0459,,,,,-90.0,
80.2286,,,,,-92.0,
81.1119,-93.0,,,,,
81.298,-85.0,,,,,
81.7164,,,,,-87.0,
81.8912,,,,,-84.0,
82.1413,-89.0,,,,,
82.5072,,,,,-91.0,
82.7004,,,,,-93.0,
84.123,,,,,-93.0,
84.1666,-84.0,,,,,
84.5966,-89.0,,,,,
84.7475,,,,,-78.0,
84.7996,-87.0,,,,,
85.1522,,,,,-93.0,
85.1958,-88.0,,,,,
85.5721,,,,,-91.0,
87.4519,-92.0,,,,,
87.6178,,,,,-89.0,
87.8361,,,,,-87.0,
87.8899,-94.0,,,,,
88.0935,-90.0,,,,,
88.2899,-91.0,,,,,
88.6545,,,,,-81.0,
88.6817,-93.0,,,,,
90.7333,-92.0,,,,,
90.9212,,,,,-91.0,
90.9325,-93.0,,,,,
91.1488,-92.0,,,,,
91.3415,-92.0,,,,,
91.4956,,,,,-88.0,
91.5489,-92.0,,,,,
91.9128,,,,,-86.0,
92.711,,,,,-95.0,
92.7682,-96.0,,,,,
92.925,,,,,-92.0,
93.1128,,,,,-89.0,
93.3185,,,,,-81.0,
94.5629,,,,,-83.0,
94.8476,-90.0,,,,,
94.9576,,,,,-89.0,
95.1665,,,,,-95.0,
95.7964,,,,,-87.0,
95.853,-88.0,,,,,
96.1173,-86.0,,,,,
96.4067,,,,,-83.0,
96.6479,,,,,-85.0,
96.6586,,,-94.0,,,
96.8157,,,,,-89.0,
96.9253,-85.0,,,,,
97.0745,-83.0,,,,,
97.6346,,,,,-85.0,
98.6698,,,,,-90.0,
98.7438,-84.0,,,,,
98.8812,,,,,-92.0,
99.7261,-82.0,,,,,
99.8865,,,,,-89.0,
100.5109,,,,,-82.0,
100.5409,-90.0,,,,,
100.7358,,,,,-87.0,
100.7964,-86.0,,,,,
100.9477,,,,,-85.0,
101.1569,-83.0,,,,,
101.3226,,,,,-80.0,
101.3655,-84.0,,,,,
102.4253,-90.0,,,,,
102.5644,,,,,-83.0,
103.1702,,,,,-83.0,
103.5649,,,-97.0,,,
103.5944,,,,,-78.0,
103.7675,,,-92.0,,,
103.8105,,,,,-84.0,
103.8249,-98.0,,,,,
103.9985,,,,,-90.0,
104.001,-94.0,,,,,
104.2148,-89.0,,,,,
104.5974,,,-91.0,,,
104.6416,-95.0,,,,,
104.8273,-95.0,,,,,
105.2287,-87.0,,,,,
105.6511,,,,,-84.0,
106.473,,,,,-85.0,
106.4802,-90.0,,,,,
106.5126,,,,,,-95.0
106.6404,,,-94.0,,,
106.6554,,,,,-94.0,
106.8784,,,-96.0,,,
106.9035,,,,,-89.0,
106.9535,-92.0,,,,,
107.0778,-90.0,,,,,
107.2743,,,-95.0,,,
107.4654,,,-84.0,,,
107.669,,,,,-87.0,
107.9142,,,,,,-93.0
108.1629,,,,-95.0,,
108.2803,,,,,-87.0,
108.3358,,,,,,-94.0
108.4837,,,-86.0,,,
108.7105,,,,,-94.0,
108.7158,,,-97.0,,,
108.7555,-95.0,,,,,
108.9118,,,,,-92.0,
108.957,,-90.0,,,,
109.1577,,,,,,-94.0
109.3182,,,-91.0,,,
109.9484,,,-89.0,,,
110.5494,-95.0,,,,,
110.7863,,,,-96.0,,
110.9799,,,,,-93.0,
110.9892,,,,-97.0,,
111.1805,,,-91.0,,,
111.3747,,,,,-93.0,
111.6042,,,-95.0,,,
111.7497,,-92.0,,,,
112.0139,,,,,,-96.0
112.1395,,-93.0,,,,
112.1801,,,,,-89.0,
112.3413,,-93.0,,,,
112.5602,,-93.0,,,,
112.8009,,,-93.0,,,
112.849,,,,,,-93.0
112.9975,,-92.0,,,,
113.1556,,-88.0,,,,
