AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z
0.0516,68347.4405,-1.95846,7.69496,5.05895
0.0593,68347.4604,-2.1476,7.64947,5.60483
0.0719,68347.4804,-2.27928,7.5968,7.9703
0.0816,68347.5005,-2.33914,7.11317,7.64229
0.0919,68347.5205,-2.20027,7.86974,5.66708
0.1003,68347.5415,-1.64242,8.05888,4.2521
0.119,68347.5614,-1.17555,8.03015,3.52905
0.1351,68347.5815,-1.95846,7.59441,4.72615
0.1619,68347.6015,-2.20267,7.4316,7.28795
0.1724,68347.6214,-1.89142,7.42442,6.87854
0.1958,68347.6415,-1.97282,8.09001,5.04698
0.2387,68347.6615,-2.33435,9.18416,3.71341
0.2429,68347.6814,-2.03028,9.09557,4.51068
0.2589,68347.7015,-1.04866,7.29753,4.49392
0.2733,68347.7215,-0.98641,5.91607,5.93044
0.2962,68347.7414,-3.1364,4.10366,7.39569
0.3136,68347.7615,-4.21858,3.21062,7.21134
0.3359,68347.7815,-2.53546,3.53145,9.33499
0.3755,68347.8015,-0.48842,4.30956,11.6837
0.3809,68347.8215,-0.77093,5.43723,11.10191
0.3918,68347.8415,-0.77572,5.68623,9.56484
0.4132,68347.8615,-0.36871,5.00149,8.80348
0.4334,68347.8814,-0.44772,5.82509,10.20888
0.4526,68347.9015,-1.28808,5.39174,7.38611
0.4781,68347.9215,-1.4054,3.53624,5.18824
0.4984,68347.9414,-0.54588,2.70066,6.02142
0.5183,68347.9615,-2.09014,2.61207,8.56645
0.5324,68347.9815,-2.6001,4.9536,10.44351
0.5507,68348.0014,-0.86431,3.33752,10.18493
0.5735,68348.0215,-1.20668,3.44047,12.68927
0.5908,68348.0415,-1.46525,3.03824,14.07551
0.6143,68348.0614,-0.39983,2.50673,9.57441
0.631,68348.0814,-0.16281,3.50751,5.23373
0.6506,68348.1025,-0.7446,6.06451,5.87777
0.6715,68348.1225,-1.16598,5.26006,13.21839
0.6916,68348.1423,-1.82199,0.54588,15.43302
0.7115,68348.1625,-3.13401,-0.21548,11.87045
0.7366,68348.1825,-0.40462,2.92093,7.02698
0.7554,68348.2025,0.34955,4.65433,6.83545
0.7758,68348.2225,0.06225,7.8458,4.05578
0.7993,68348.2425,0.19872,8.40365,5.10204
0.8119,68348.2625,-1.82199,5.04937,7.21852
0.8335,68348.2824,-2.87544,3.68707,7.36456
0.8506,68348.3025,-1.92973,4.69264,7.46273
0.8703,68348.3225,-0.27054,6.23929,6.68461
0.8909,68348.3424,-0.21069,6.38773,7.32626
0.9135,68348.3624,-0.76854,6.1938,7.28316
0.9306,68348.3825,-1.15161,5.83467,7.90087
0.9518,68348.4024,-1.34794,5.47075,9.92636
0.9714,68348.4225,0.44053,5.85622,8.7556
0.9945,68348.4425,1.27132,6.90488,6.55293
1.0109,68348.4624,0.72544,7.61117,5.56412
1.0347,68348.4825,0.26576,7.32386,7.19697
1.0546,68348.5025,0.05507,6.61757,6.57448
1.0738,68348.5224,-0.33519,6.20817,5.90889
1.091,68348.5425,-0.01676,6.83545,6.76601
1.1115,68348.5625,0.77333,7.71651,6.65109
1.1304,68348.5824,0.81403,7.73088,6.77799
1.1506,68348.6024,0.87388,7.37893,6.92403
1.1759,68348.6225,0.58419,7.19218,6.99107
1.1901,68348.6424,0.20111,7.13233,7.11557
1.2114,68348.6624,0.19872,6.77559,7.65187
1.2567,68348.6825,0.70868,7.44118,6.1507
1.2608,68348.7025,0.577,7.8865,5.9065
1.2907,68348.7224,0.02634,7.06529,6.28239
1.2947,68348.7425,-0.79487,6.16028,6.74447
1.311,68348.7625,-0.53391,6.43083,6.73968
1.3317,68348.7825,0.26097,7.34541,7.29753
1.3502,68348.8025,0.76854,7.66623,5.54737
1.3713,68348.8225,0.37828,7.56807,5.80354
1.394,68348.8424,0.249,7.34302,6.67982
1.4193,68348.8625,0.05028,7.19936,7.29753
1.4337,68348.8825,-0.03352,6.82347,7.13712
1.4516,68348.9024,0.38068,7.24485,6.3997
1.4721,68348.9225,1.05105,8.01818,5.25527
1.4932,68348.9425,0.79727,8.20972,6.18422
1.5166,68348.9624,0.47405,7.78116,7.05571
