AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05
0.2683,-83.0,,,
0.5846,-78.0,,,
0.9806,-81.0,,,
1.187,-81.0,,,
1.3291,,,,-94.0
1.4123,-85.0,,,
1.5421,,,,-93.0
1.5996,-85.0,,,
1.8407,-75.0,,,
2.8339,-74.0,,,
3.4643,-81.0,,,
3.7031,-80.0,,,
3.8486,-91.0,,,
4.0727,-88.0,,,
4.472,-74.0,,,
4.6223,,,,-93.0
4.6622,-80.0,,,
4.8643,-82.0,,,
5.1039,-76.0,,,
5.2863,-75.0,,,
5.4911,-85.0,,,
6.918,-77.0,,,
7.1232,-79.0,,,
7.3597,-84.0,,,
7.5296,-80.0,,,
7.7003,,,,-92.0
7.7918,-83.0,,,
7.9456,-72.0,,,
8.9811,-79.0,,,
9.1928,-78.0,,,
9.3969,-83.0,,,
10.0058,-77.0,,,
10.6217,-77.0,,,
11.3541,,,,-94.0
11.4507,-83.0,,,
11.5515,,,,-95.0
11.6283,-81.0,,,
11.8182,,,-93.0,
11.8334,-80.0,,,
11.9659,,,,-96.0
12.1813,,,,-95.0
12.4494,-85.0,,,
12.6482,-80.0,,,
12.8612,-79.0,,,
13.1067,-79.0,,,
13.4364,,,,-93.0
13.4776,-79.0,,,
14.55,-84.0,,,
14.6768,,,,-93.0
14.8614,,,,-93.0
14.9273,-84.0,,,
15.1032,,,,-94.0
15.34,-81.0,,,
15.5508,-77.0,,,
15.7755,-77.0,,,
15.9598,-75.0,,,
16.176,-85.0,,,
16.3583,-82.0,,,
16.5558,-81.0,,,
16.8038,,,,-93.0
16.8188,-85.0,,,
16.9175,,,,-93.0
16.9704,-93.0,,,
17.1712,-81.0,,,
17.5834,-80.0,,,
17.7338,,,,-87.0
17.9963,-89.0,,,
18.6343,-79.0,,,
18.8058,-81.0,,,
19.0289,-89.0,,,
19.232,-81.0,,,
19.3629,,,,-94.0
19.4279,-78.0,,,
20.1786,,,,-96.0
20.4476,-82.0,,,
20.6592,-83.0,,,
20.8953,-84.0,,,
21.1116,-78.0,,,
21.6798,-81.0,,,
23.0724,,,,-98.0
23.1035,-88.0,,,
23.7218,-79.0,,,
23.9236,-78.0,,,
24.338,-78.0,,,
24.5396,-83.0,,,
24.7343,-77.0,,,
24.9029,,,,-98.0
24.9414,-87.0,,,
25.406,-79.0,,,
26.776,-83.0,,,
27.1704,,,,-93.0
27.1975,-75.0,,,
27.3673,,,,-99.0
27.4193,-78.0,,,
27.6011,-81.0,,,
27.7942,-78.0,,,
27.9879,,,,-94.0
28.0029,-76.0,,,
28.2103,-77.0,,,
28.4358,-79.0,,,
28.6418,,,,-91.0
28.8257,-81.0,,,
29.4374,-75.0,,,
29.6388,-76.0,,,
30.2864,-79.0,,,
31.2836,-75.0,,,
31.4912,-75.0,,,
31.7298,-76.0,,,
31.9282,-74.0,,,
32.1076,,,,-91.0
32.1147,-77.0,,,
32.3089,,,,-91.0
32.3297,-77.0,,,
32.521,-74.0,,,
32.6992,,,,-96.0
32.7618,-74.0,,,
32.9439,-75.0,,,
33.3306,,,,-93.0
33.3544,-78.0,,,
34.5589,,,,-93.0
34.5835,-87.0,,,
34.7692,,,,-93.0
34.788,-77.0,,,
34.9903,,,,-92.0
35.2026,-78.0,,,
35.4137,-74.0,,,
35.6185,-72.0,,,
35.8149,-81.0,,,
36.0279,-79.0,,,
36.2045,,,,-97.0
36.2289,-82.0,,,
36.4058,,,,-95.0
36.4446,-82.0,,,
36.8419,-74.0,,,
37.0099,,,,-94.0
37.0893,-81.0,,,
37.2245,,,,-92.0
38.5085,-86.0,,,
38.676,,,,-91.0
38.7101,-90.0,,,
38.9333,-88.0,,,
39.1214,-86.0,,,
39.317,-77.0,,,
39.6866,,,,-92.0
39.7349,-82.0,,,
