AppTimestamp(s),Latitude_degrees,Longitude_degrees
61.1498,49.46123591,11.11104875
67.654,49.46123038,11.1111258
74.4746,49.46125066,11.11120704
81.1108,49.46130192,11.1111769
87.1067,49.46131291,11.11122416
94.2908,49.46125688,11.1112567
101.4131,49.46130941,11.11130895
104.5271,49.46131622,11.1113369
138.6254,49.46131622,11.1113369
141.5451,49.46130941,11.11130895
149.1044,49.46125688,11.1112567
156.0769,49.46131291,11.11122416
161.4316,49.46130192,11.1111769
168.42,49.46125066,11.11120704
175.3902,49.46123038,11.1111258
181.226,49.46123591,11.11104875
