AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,yaw_deg_ori,yaw_deg_ori_cal,yaw_deg,yaw_error,Quat_w,Quat_x,Quat_y,Quat_z,q_w,q_x,q_y,q_z,quat_angle_error_deg
0.0455,613.6659,-0.61606704733261,-0.10560602798236274,0.12867736805772267,0.14806988107759617,-0.010369863860856102,-0.41918734726604157,0.5479476313116791,25.271647899382412,-45.31117746950814,112.494949,129.33239856686066,0.0,112.49494900000002,0.4690489213636075,0.11697225,0.38132703,0.78797227,1.0,0.0,0.0,0.0,124.05484468172031
0.0499,613.6859,-0.21414359106996628,-0.17132854010821919,0.2091943728593968,0.09536171573002612,0.00011891776815774191,-0.32087159820566336,0.49635997304259405,25.345804747390282,-45.44725054959072,112.167877,128.88332989701468,0.0,112.16787699999998,0.4720625159170728,0.11894153,0.37983233,0.78659856,1.0,0.0,0.0,0.0,123.66347518980336
0.0553,613.7059,0.03671693715962476,-0.23164089067596838,0.239151555804634,0.05782805783058649,0.02066762072135983,-0.23858295892496822,0.4551257586847157,25.363769218054287,-45.526383766912545,111.875572,128.4889009784541,0.0,111.87557200000003,0.4746064049622177,0.11982039,0.37849933,0.78557628,1.0,0.0,0.0,0.0,123.33254762004907
0.0707,613.7258,0.08019049396244426,-0.27213128494325667,0.19170590666779574,0.04817359284978476,0.05484978653558676,-0.18840036410005107,0.34039338322341806,25.276354940519894,-45.5253232300289,111.712547,128.3015194330682,0.0,111.71254699999997,0.475767450416179,0.11945933,0.37798509,0.78517646,1.0,0.0,0.0,0.0,123.18133917066622
0.0929,613.7459,-0.029434120139366193,-0.2960024965121224,0.07894864679579783,0.07312994233540018,0.09754864609934824,-0.17778023260988382,0.12390559440836313,25.10253018049481,-45.43355963569588,111.659866,128.31201916394994,0.0,111.65986599999997,0.4757619625406297,0.1191132,0.37846082,0.78500319,1.0,0.0,0.0,0.0,123.18205413634486
0.1253,613.7659,-0.20308831212723621,-0.33058914083347646,-0.05400423126065945,0.13011745408037034,0.13755949372278128,-0.19842901243966804,-0.07739674049690137,24.97951012246542,-45.2250877724108,111.618073,128.283315745269,0.0,111.61807299999998,0.4761244176034711,0.12054929,0.37865132,0.78447217,1.0,0.0,0.0,0.0,123.13482795841023
0.1297,613.7859,-0.4041085739392054,-0.3710328450038556,-0.15626316150960307,0.20853376737749368,0.16239599098732801,-0.23259136803680808,-0.13599222194187277,24.949609893701158,-44.96205137646856,111.496613,128.06415812814316,0.0,111.49661300000002,0.4777112303706095,0.1234602,0.37784216,0.78344423,1.0,0.0,0.0,0.0,122.9279494870767
0.1457,613.8059,-0.6292391834370648,-0.3803034475771636,-0.1953867000731364,0.2928588595830224,0.16308632606591683,-0.26654006954207043,-0.14400765784186476,24.96816688432931,-44.751247206798816,111.431427,127.85559750420042,0.0,111.43142699999999,0.4791677958124835,0.12669203,0.37675536,0.78256166,1.0,0.0,0.0,0.0,122.7378729100677
0.1662,613.8259,-0.8676516076501439,-0.3412642903016201,-0.17029226752297788,0.367608723475794,0.1358983872961531,-0.2970334194783904,-0.1795113037410374,25.090957121929215,-44.607215048529966,111.500557,127.7009968031544,0.0,111.50055700000001,0.4802182404883596,0.13095464,0.37527847,0.78192544,1.0,0.0,0.0,0.0,122.60068677454939
0.1871,613.8459,-1.1262367678851062,-0.26251315054100544,-0.11848958201087889,0.42356608389873,0.08152343593333779,-0.3298881056750113,-0.09767935914155146,25.356072452483943,-44.51168133005035,111.583763,127.37555349233787,0.0,111.58376299999998,0.4820781818332048,0.13563849,0.37221372,0.78144723,1.0,0.0,0.0,0.0,122.35756093784681
0.2065,613.8659,-1.384575711668456,-0.1745101229324897,-0.09209357013437725,0.461568214941416,0.0018430070531685605,-0.3778621240834625,0.08118333694950408,25.689753958854922,-44.47714177394553,111.750557,126.98746613198442,0.0,111.75055700000001,0.4839373807754583,0.13893257,0.36774179,0.78183651,1.0,0.0,0.0,0.0,122.11424815293444
0.2342,613.8859,-1.521803798132189,-0.08653246510574819,-0.098246140902706,0.4898472760182375,-0.10984410319675003,-0.45288686553697677,0.04013809347082997,25.893399554646564,-44.57403347981003,111.99469,126.83935703666806,0.0,111.99468999999999,0.4844565216413848,0.14178512,0.3648304,0.78236669,1.0,0.0,0.0,0.0,122.04625735508641
0.2554,613.9058,-1.4492037910868953,-0.018133787700663984,-0.105536331777623,0.5168946340027436,-0.26543617884566095,-0.5484291298288796,-0.06418558120727269,26.03880366993627,-44.70703634393533,112.031441,126.50180159693365,0.0,112.03144099999997,0.4862999638453424,0.14612409,0.36206391,0.78170955,1.0,0.0,0.0,0.0,121.80464468315719
0.2706,613.9259,-1.1344649815279402,0.03232704308818635,-0.09590786040836718,0.5473350822762164,-0.4607541024506212,-0.642165050618956,-0.07000524961394561,26.195076710575066,-44.77237905285659,111.886536,125.80845691603518,0.0,111.88653599999998,0.4900862046691675,0.15096092,0.35753566,0.78050917,1.0,0.0,0.0,0.0,121.30750457072531
