AppTimestamp(s),MAC,RSSI
0.1421,BE:AC:20:23:00:06,-86
0.3248,BE:AC:20:23:00:06,-84
0.7067,BE:AC:20:23:00:04,-98
0.7468,BE:AC:20:23:00:06,-81
0.9685,BE:AC:20:23:00:06,-80
1.1445,BE:AC:20:23:00:06,-80
1.3361,BE:AC:20:23:00:02,-92
1.3911,BE:AC:20:23:00:06,-85
2.8066,BE:AC:20:23:00:06,-94
2.9565,BE:AC:20:23:00:04,-89
2.9748,BE:AC:20:23:00:02,-92
3.016,BE:AC:20:23:00:06,-81
3.1757,BE:AC:20:23:00:04,-93
3.217,BE:AC:20:23:00:06,-87
3.6045,BE:AC:20:23:00:02,-92
3.6326,BE:AC:20:23:00:06,-85
4.0246,BE:AC:20:23:00:02,-96
4.0446,BE:AC:20:23:00:06,-81
4.1632,BE:AC:20:23:00:04,-94
4.1912,BE:AC:20:23:00:02,-91
4.2566,BE:AC:20:23:00:06,-85
4.4687,BE:AC:20:23:00:06,-91
4.6203,BE:AC:20:23:00:02,-91
4.6718,BE:AC:20:23:00:06,-87
4.8708,BE:AC:20:23:00:06,-88
5.1023,BE:AC:20:23:00:06,-84
5.1348,BE:AC:20:23:00:05,-94
5.1841,BE:AC:20:23:00:04,-92
5.2835,BE:AC:20:23:00:06,-83
5.484,BE:AC:20:23:00:06,-85
5.5202,BE:AC:20:23:00:05,-98
5.7058,BE:AC:20:23:00:06,-83
6.0054,BE:AC:20:23:00:04,-94
7.1505,BE:AC:20:23:00:06,-84
7.2494,BE:AC:20:23:00:02,-91
7.3298,BE:AC:20:23:00:06,-92
7.8811,BE:AC:20:23:00:02,-98
7.9699,BE:AC:20:23:00:06,-85
7.995,BE:AC:20:23:00:05,-95
8.279,BE:AC:20:23:00:02,-95
8.3814,BE:AC:20:23:00:06,-92
8.4968,BE:AC:20:23:00:02,-97
8.5589,BE:AC:20:23:00:06,-79
8.9114,BE:AC:20:23:00:02,-93
8.9792,BE:AC:20:23:00:06,-81
9.1686,BE:AC:20:23:00:06,-95
9.3725,BE:AC:20:23:00:06,-82
9.5308,BE:AC:20:23:00:02,-89
9.7711,BE:AC:20:23:00:06,-90
10.1413,BE:AC:20:23:00:02,-87
10.232,BE:AC:20:23:00:06,-81
10.8049,BE:AC:20:23:00:06,-90
11.0255,BE:AC:20:23:00:06,-90
11.5636,BE:AC:20:23:00:02,-89
11.9626,BE:AC:20:23:00:02,-92
12.0488,BE:AC:20:23:00:06,-87
12.1667,BE:AC:20:23:00:02,-92
12.282,BE:AC:20:23:00:06,-83
12.365,BE:AC:20:23:00:04,-95
12.4531,BE:AC:20:23:00:06,-82
12.7815,BE:AC:20:23:00:02,-89
12.8663,BE:AC:20:23:00:06,-90
12.985,BE:AC:20:23:00:02,-85
13.0809,BE:AC:20:23:00:06,-85
13.1688,BE:AC:20:23:00:04,-93
13.4648,BE:AC:20:23:00:06,-83
13.7109,BE:AC:20:23:00:06,-83
13.7848,BE:AC:20:23:00:04,-91
13.8143,BE:AC:20:23:00:02,-92
14.4469,BE:AC:20:23:00:02,-95
14.5054,BE:AC:20:23:00:06,-82
14.6483,BE:AC:20:23:00:02,-93
14.7033,BE:AC:20:23:00:06,-81
15.1129,BE:AC:20:23:00:06,-85
15.8671,BE:AC:20:23:00:02,-93
15.9625,BE:AC:20:23:00:05,-96
16.0741,BE:AC:20:23:00:02,-89
16.1337,BE:AC:20:23:00:06,-83
16.2328,BE:AC:20:23:00:04,-95
16.347,BE:AC:20:23:00:06,-87
16.5603,BE:AC:20:23:00:06,-84
16.5821,BE:AC:20:23:00:05,-93
16.7557,BE:AC:20:23:00:06,-81
16.9016,BE:AC:20:23:00:02,-97
16.9704,BE:AC:20:23:00:06,-91
17.0165,BE:AC:20:23:00:05,-100
17.0977,BE:AC:20:23:00:02,-92
17.151,BE:AC:20:23:00:06,-84
17.2964,BE:AC:20:23:00:02,-95
17.3579,BE:AC:20:23:00:06,-91
18.1862,BE:AC:20:23:00:06,-79
18.3266,BE:AC:20:23:00:02,-94
18.3712,BE:AC:20:23:00:06,-78
19.1879,BE:AC:20:23:00:06,-81
19.29,BE:AC:20:23:00:04,-96
19.3891,BE:AC:20:23:00:06,-86
19.6164,BE:AC:20:23:00:06,-85
19.8538,BE:AC:20:23:00:06,-79
20.2353,BE:AC:20:23:00:06,-87
20.4334,BE:AC:20:23:00:06,-97
21.0427,BE:AC:20:23:00:06,-78
21.4688,BE:AC:20:23:00:06,-81
21.6461,BE:AC:20:23:00:06,-88
21.8477,BE:AC:20:23:00:06,-88
22.2471,BE:AC:20:23:00:06,-87
