AppTimestamp(s),ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
0.1421,,,,-86.0
0.3248,,,,-84.0
0.7067,,-98.0,,
0.7468,,,,-81.0
0.9685,,,,-80.0
1.1445,,,,-80.0
1.3361,-92.0,,,
1.3911,,,,-85.0
2.8066,,,,-94.0
2.9565,,-89.0,,
2.9748,-92.0,,,
3.016,,,,-81.0
3.1757,,-93.0,,
3.217,,,,-87.0
3.6045,-92.0,,,
3.6326,,,,-85.0
4.0246,-96.0,,,
4.0446,,,,-81.0
4.1632,,-94.0,,
4.1912,-91.0,,,
4.2566,,,,-85.0
4.4687,,,,-91.0
4.6203,-91.0,,,
4.6718,,,,-87.0
4.8708,,,,-88.0
5.1023,,,,-84.0
5.1348,,,-94.0,
5.1841,,-92.0,,
5.2835,,,,-83.0
5.484,,,,-85.0
5.5202,,,-98.0,
5.7058,,,,-83.0
6.0054,,-94.0,,
7.1505,,,,-84.0
7.2494,-91.0,,,
7.3298,,,,-92.0
7.8811,-98.0,,,
7.9699,,,,-85.0
7.995,,,-95.0,
8.279,-95.0,,,
8.3814,,,,-92.0
8.4968,-97.0,,,
8.5589,,,,-79.0
8.9114,-93.0,,,
8.9792,,,,-81.0
9.1686,,,,-95.0
9.3725,,,,-82.0
9.5308,-89.0,,,
9.7711,,,,-90.0
10.1413,-87.0,,,
10.232,,,,-81.0
10.8049,,,,-90.0
11.0255,,,,-90.0
11.5636,-89.0,,,
11.9626,-92.0,,,
12.0488,,,,-87.0
12.1667,-92.0,,,
12.282,,,,-83.0
12.365,,-95.0,,
12.4531,,,,-82.0
12.7815,-89.0,,,
12.8663,,,,-90.0
12.985,-85.0,,,
13.0809,,,,-85.0
13.1688,,-93.0,,
13.4648,,,,-83.0
13.7109,,,,-83.0
13.7848,,-91.0,,
13.8143,-92.0,,,
14.4469,-95.0,,,
14.5054,,,,-82.0
14.6483,-93.0,,,
14.7033,,,,-81.0
15.1129,,,,-85.0
15.8671,-93.0,,,
15.9625,,,-96.0,
16.0741,-89.0,,,
16.1337,,,,-83.0
16.2328,,-95.0,,
16.347,,,,-87.0
16.5603,,,,-84.0
16.5821,,,-93.0,
16.7557,,,,-81.0
16.9016,-97.0,,,
16.9704,,,,-91.0
17.0165,,,-100.0,
17.0977,-92.0,,,
17.151,,,,-84.0
17.2964,-95.0,,,
17.3579,,,,-91.0
18.1862,,,,-79.0
18.3266,-94.0,,,
18.3712,,,,-78.0
19.1879,,,,-81.0
19.29,,-96.0,,
19.3891,,,,-86.0
19.6164,,,,-85.0
19.8538,,,,-79.0
20.2353,,,,-87.0
20.4334,,,,-97.0
21.0427,,,,-78.0
21.4688,,,,-81.0
21.6461,,,,-88.0
21.8477,,,,-88.0
22.2471,,,,-87.0
22.4624,,,,-84.0
23.2706,,,,-81.0
23.475,,,,-87.0
23.6958,,,,-83.0
23.7984,,-95.0,,
23.8428,-93.0,,,
24.0921,,,,-85.0
24.311,,,,-89.0
24.5168,,,,-84.0
24.7252,,,,-81.0
24.9512,,,,-81.0
25.3444,,,,-89.0
25.6924,-93.0,,,
25.9096,-91.0,,,
26.1415,,,,-78.0
26.4906,-88.0,,,
26.9671,,,,-83.0
27.0781,,-93.0,,
27.1723,,,,-87.0
27.8009,,,,-78.0
28.2045,,,,-88.0
28.3146,,-93.0,,
28.4173,,,,-92.0
28.5355,-87.0,,,
28.6067,,,,-86.0
28.9419,-95.0,,,
29.0326,,,,-80.0
29.3349,,-93.0,,
29.4412,,,,-84.0
31.1055,,,,-83.0
31.2824,,,,-84.0
31.4835,,,,-78.0
31.5951,-92.0,,,
31.7122,,,,-79.0
31.8087,,-94.0,,
31.9017,,,,-88.0
32.0035,,-95.0,,
32.1289,,,,-85.0
32.1952,-90.0,,,
32.2874,,,,-85.0
32.6934,,,,-78.0
32.9119,,,,-86.0
33.1129,,,,-86.0
33.3264,,,,-79.0
33.5198,,,,-79.0
33.6647,-93.0,,,
33.7276,,,,-78.0
34.144,,,,-86.0
34.7542,,,,-80.0
35.1929,,,,-78.0
35.3778,,,,-80.0
36.204,,,,-83.0
36.3164,-93.0,,,
36.8137,,,,-85.0
37.0096,,,,-90.0
37.4469,,,,-93.0
37.5295,-92.0,,,
37.6318,,,,-83.0
37.742,-93.0,,,
