AppTimestamp(s),MAC,Frequency,RSSI
1.4379,20:23:00:00:00:90,2437,-50
1.4379,20:23:00:00:00:73,2437,-59
1.4379,20:23:00:00:00:09,5200,-63
1.4379,20:23:00:00:00:01,2437,-66
1.4379,20:23:00:00:00:55,2427,-74
1.4379,20:23:00:00:00:12,2417,-74
5.0389,20:23:00:00:00:90,2437,-50
5.0389,20:23:00:00:00:73,2437,-56
5.0389,20:23:00:00:00:01,2437,-65
5.0389,20:23:00:00:00:09,5200,-67
5.0389,20:23:00:00:00:12,2417,-67
5.0389,20:23:00:00:00:55,2427,-74
9.3776,20:23:00:00:00:90,2437,-53
9.3776,20:23:00:00:00:73,2437,-56
9.3776,20:23:00:00:00:01,2437,-58
9.3776,20:23:00:00:00:12,2417,-67
9.3776,20:23:00:00:00:09,5200,-70
9.3776,20:23:00:00:00:55,2427,-71
13.3602,20:23:00:00:00:01,2437,-50
13.3602,20:23:00:00:00:90,2437,-55
13.3602,20:23:00:00:00:73,2437,-57
13.3602,20:23:00:00:00:12,2417,-64
13.3602,20:23:00:00:00:09,5200,-66
13.3602,20:23:00:00:00:55,2427,-69
17.4072,20:23:00:00:00:90,2437,-50
17.4072,20:23:00:00:00:01,2437,-56
17.4072,20:23:00:00:00:73,2437,-58
17.4072,20:23:00:00:00:12,2417,-65
17.4072,20:23:00:00:00:09,5200,-67
17.4072,20:23:00:00:00:55,2427,-67
21.055,20:23:00:00:00:01,2437,-52
21.055,20:23:00:00:00:90,2437,-54
21.055,20:23:00:00:00:73,2437,-55
21.055,20:23:00:00:00:09,5200,-64
21.055,20:23:00:00:00:12,2417,-64
21.055,20:23:00:00:00:55,2427,-70
25.3896,20:23:00:00:00:90,2437,-50
25.3896,20:23:00:00:00:73,2437,-55
25.3896,20:23:00:00:00:01,2437,-59
25.3896,20:23:00:00:00:09,5200,-65
25.3896,20:23:00:00:00:12,2417,-67
25.3896,20:23:00:00:00:82,2462,-73
29.3977,20:23:00:00:00:90,2437,-50
29.3977,20:23:00:00:00:73,2437,-55
29.3977,20:23:00:00:00:01,2437,-59
29.3977,20:23:00:00:00:12,2417,-67
29.3977,20:23:00:00:00:09,5200,-68
29.3977,20:23:00:00:00:82,2462,-70
33.4162,20:23:00:00:00:90,2437,-49
33.4162,20:23:00:00:00:01,2437,-54
33.4162,20:23:00:00:00:73,2437,-56
33.4162,20:23:00:00:00:09,5200,-64
33.4162,20:23:00:00:00:12,2417,-67
33.4162,20:23:00:00:00:55,2427,-70
37.4154,20:23:00:00:00:90,2437,-49
37.4154,20:23:00:00:00:01,2437,-58
37.4154,20:23:00:00:00:73,2437,-60
37.4154,20:23:00:00:00:12,2417,-68
37.4154,20:23:00:00:00:09,5200,-69
37.4154,20:23:00:00:00:82,2462,-72
41.3856,20:23:00:00:00:90,2437,-50
41.3856,20:23:00:00:00:01,2437,-54
41.3856,20:23:00:00:00:73,2437,-58
41.3856,20:23:00:00:00:09,5200,-68
41.3856,20:23:00:00:00:44,2462,-68
41.3856,20:23:00:00:00:82,2462,-69
45.3925,20:23:00:00:00:90,2437,-51
45.3925,20:23:00:00:00:01,2437,-53
45.3925,20:23:00:00:00:73,2437,-60
45.3925,20:23:00:00:00:09,5200,-68
45.3925,20:23:00:00:00:55,2427,-70
45.3925,20:23:00:00:00:12,2417,-70
49.3874,20:23:00:00:00:90,2437,-51
49.3874,20:23:00:00:00:01,2437,-52
49.3874,20:23:00:00:00:73,2437,-57
49.3874,20:23:00:00:00:09,5200,-68
49.3874,20:23:00:00:00:82,2462,-70
49.3874,20:23:00:00:00:44,2462,-70
53.4087,20:23:00:00:00:90,2437,-51
53.4087,20:23:00:00:00:01,2437,-56
53.4087,20:23:00:00:00:73,2437,-64
53.4087,20:23:00:00:00:09,5200,-66
53.4087,20:23:00:00:00:12,2417,-69
53.4087,20:23:00:00:00:82,2462,-73
57.3968,20:23:00:00:00:90,2437,-47
57.3968,20:23:00:00:00:01,2437,-54
57.3968,20:23:00:00:00:73,2437,-60
57.3968,20:23:00:00:00:09,5200,-66
57.3968,20:23:00:00:00:55,2427,-69
57.3968,20:23:00:00:00:12,2417,-70
61.3911,20:23:00:00:00:90,2437,-51
61.3911,20:23:00:00:00:01,2437,-52
61.3911,20:23:00:00:00:73,2437,-58
61.3911,20:23:00:00:00:09,5200,-65
61.3911,20:23:00:00:00:12,2417,-66
61.3911,20:23:00:00:00:55,2427,-72
65.3973,20:23:00:00:00:90,2437,-47
65.3973,20:23:00:00:00:01,2437,-52
65.3973,20:23:00:00:00:73,2437,-55
65.3973,20:23:00:00:00:12,2417,-66
65.3973,20:23:00:00:00:09,5200,-69
65.3973,20:23:00:00:00:44,2462,-70
69.3724,20:23:00:00:00:90,2437,-48
69.3724,20:23:00:00:00:01,2437,-51
69.3724,20:23:00:00:00:73,2437,-59
69.3724,20:23:00:00:00:12,2417,-71
69.3724,20:23:00:00:00:44,2462,-71
69.3724,20:23:00:00:00:09,5200,-73
73.3649,20:23:00:00:00:90,2437,-44
73.3649,20:23:00:00:00:73,2437,-63
73.3649,20:23:00:00:00:01,2437,-67
73.3649,20:23:00:00:00:09,5200,-73
73.3649,20:23:00:00:00:44,2462,-73
73.3649,20:23:00:00:00:82,2462,-74
77.3817,20:23:00:00:00:90,2437,-49
77.3817,20:23:00:00:00:01,2437,-59
77.3817,20:23:00:00:00:73,2437,-59
77.3817,20:23:00:00:00:44,2462,-74
77.3817,20:23:00:00:00:09,5200,-75
77.3817,20:23:00:00:00:82,2462,-76
81.3886,20:23:00:00:00:90,2437,-47
81.3886,20:23:00:00:00:01,2437,-64
81.3886,20:23:00:00:00:73,2437,-65
81.3886,20:23:00:00:00:12,2417,-66
81.3886,20:23:00:00:00:89,2452,-70
81.3886,20:23:00:00:00:55,2427,-77
85.3779,20:23:00:00:00:90,2437,-54
85.3779,20:23:00:00:00:01,2437,-64
85.3779,20:23:00:00:00:73,2437,-65
85.3779,20:23:00:00:00:12,2417,-71
85.3779,20:23:00:00:00:44,2462,-76
85.3779,20:23:00:00:00:55,2427,-76
89.3903,20:23:00:00:00:90,2437,-58
89.3903,20:23:00:00:00:01,2437,-72
89.3903,20:23:00:00:00:73,2437,-72
89.3903,20:23:00:00:01:82,2462,-77
89.3903,20:23:00:00:01:71,2462,-78
89.3903,20:23:00:00:01:81,2462,-81
93.4078,20:23:00:00:00:90,2437,-59
93.4078,20:23:00:00:01:82,2462,-76
93.4078,20:23:00:00:01:71,2462,-77
93.4078,20:23:00:00:01:81,2462,-78
93.4078,20:23:00:00:00:73,2437,-84
93.4078,20:23:00:00:00:55,2427,-85
97.3713,20:23:00:00:00:73,2437,-82
97.3713,20:23:00:00:01:81,2462,-83
97.3713,20:23:00:00:01:82,2462,-83
97.3713,20:23:00:00:01:71,2462,-83
97.3713,20:23:00:00:01:94,5500,-85
97.3713,20:23:00:00:01:74,5500,-87
101.4062,20:23:00:00:00:90,2437,-67
101.4062,20:23:00:00:00:01,2437,-75
101.4062,20:23:00:00:00:73,2437,-78
101.4062,20:23:00:00:01:81,2462,-79
101.4062,20:23:00:00:01:82,2462,-79
101.4062,20:23:00:00:01:71,2462,-79
105.3773,20:23:00:00:00:90,2437,-62
105.3773,20:23:00:00:01:81,2462,-76
105.3773,20:23:00:00:01:82,2462,-76
105.3773,20:23:00:00:01:71,2462,-76
105.3773,20:23:00:00:00:73,2437,-78
105.3773,20:23:00:00:00:01,2437,-79
109.4267,20:23:00:00:00:90,2437,-62
109.4267,20:23:00:00:00:73,2437,-78
109.4267,20:23:00:00:01:62,2437,-78
109.4267,20:23:00:00:01:81,2462,-80
109.4267,20:23:00:00:01:71,2462,-80
109.4267,20:23:00:00:01:94,5500,-83
113.3752,20:23:00:00:00:90,2437,-60
113.3752,20:23:00:00:01:62,2437,-74
113.3752,20:23:00:00:00:73,2437,-75
113.3752,20:23:00:00:01:71,2462,-82
113.3752,20:23:00:00:01:81,2462,-84
113.3752,20:23:00:00:01:82,2462,-84
117.429,20:23:00:00:00:90,2437,-60
117.429,20:23:00:00:00:01,2437,-74
117.429,20:23:00:00:01:62,2437,-76
117.429,20:23:00:00:01:84,2412,-84
117.429,20:23:00:00:00:12,2417,-85
117.429,20:23:00:00:01:94,5500,-86
121.357,20:23:00:00:00:90,2437,-60
121.357,20:23:00:00:01:62,2437,-76
121.357,20:23:00:00:00:73,2437,-77
121.357,20:23:00:00:01:71,2462,-83
121.357,20:23:00:00:01:81,2462,-84
121.357,20:23:00:00:01:94,5500,-84
125.3749,20:23:00:00:00:90,2437,-60
125.3749,20:23:00:00:00:01,2437,-75
125.3749,20:23:00:00:00:73,2437,-77
125.3749,20:23:00:00:01:62,2437,-77
125.3749,20:23:00:00:01:71,2462,-85
125.3749,20:23:00:00:01:82,2462,-87
129.3836,20:23:00:00:00:90,2437,-61
129.3836,20:23:00:00:01:62,2437,-77
129.3836,20:23:00:00:00:01,2437,-77
129.3836,20:23:00:00:01:74,5500,-85
129.3836,20:23:00:00:00:44,2462,-90
129.3836,20:23:00:00:00:82,2462,-92
133.4188,20:23:00:00:00:90,2437,-57
133.4188,20:23:00:00:00:01,2437,-70
133.4188,20:23:00:00:01:81,2462,-76
133.4188,20:23:00:00:00:73,2437,-78
133.4188,20:23:00:00:01:62,2437,-81
133.4188,20:23:00:00:01:82,2462,-82
137.3851,20:23:00:00:00:90,2437,-53
137.3851,20:23:00:00:00:01,2437,-68
137.3851,20:23:00:00:00:73,2437,-74
137.3851,20:23:00:00:01:81,2462,-79
137.3851,20:23:00:00:01:71,2462,-80
137.3851,20:23:00:00:01:62,2437,-81
141.3985,20:23:00:00:00:90,2437,-52
141.3985,20:23:00:00:00:01,2437,-64
141.3985,20:23:00:00:00:73,2437,-66
141.3985,20:23:00:00:00:15,2452,-77
141.3985,20:23:00:00:00:44,2462,-79
141.3985,20:23:00:00:00:12,2417,-79
145.3857,20:23:00:00:00:90,2437,-48
145.3857,20:23:00:00:00:01,2437,-59
145.3857,20:23:00:00:00:73,2437,-61
145.3857,20:23:00:00:00:44,2462,-73
145.3857,20:23:00:00:00:12,2417,-74
145.3857,20:23:00:00:00:55,2427,-76
149.4028,20:23:00:00:00:90,2437,-48
149.4028,20:23:00:00:00:01,2437,-58
149.4028,20:23:00:00:00:73,2437,-59
149.4028,20:23:00:00:00:12,2417,-65
149.4028,20:23:00:00:00:55,2427,-70
149.4028,20:23:00:00:00:09,5200,-73
153.3926,20:23:00:00:00:90,2437,-47
153.3926,20:23:00:00:00:01,2437,-54
153.3926,20:23:00:00:00:73,2437,-57
153.3926,20:23:00:00:00:12,2417,-61
153.3926,20:23:00:00:00:55,2427,-73
153.3926,20:23:00:00:00:44,2462,-74
157.3879,20:23:00:00:00:90,2437,-49
157.3879,20:23:00:00:00:01,2437,-53
157.3879,20:23:00:00:00:73,2437,-60
157.3879,20:23:00:00:00:09,5200,-67
157.3879,20:23:00:00:00:15,2452,-71
157.3879,20:23:00:00:00:44,2462,-75
161.3648,20:23:00:00:00:90,2437,-49
161.3648,20:23:00:00:00:73,2437,-55
161.3648,20:23:00:00:00:01,2437,-58
161.3648,20:23:00:00:00:12,2417,-63
161.3648,20:23:00:00:00:09,5200,-65
161.3648,20:23:00:00:00:44,2462,-70
