AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z
0.0962,48.1208,-1.66642,6.1485,7.43183
0.0991,48.1408,-1.73585,6.32328,7.64492
0.1016,48.1609,-1.56586,6.4406,7.67604
0.1053,48.181,-1.35277,6.59623,7.52281
0.1064,48.201,-1.31925,6.70636,7.97054
0.1088,48.221,-1.41023,6.4837,8.05195
0.1103,48.2411,-1.5491,6.2323,7.69999
0.136,48.2611,-1.48206,6.26821,7.43901
0.1526,48.2811,-1.45811,6.40708,7.41507
0.166,48.3011,-1.35037,6.42623,7.5276
0.214,48.3212,-1.35277,6.31131,7.61379
0.2172,48.3412,-1.73345,6.43581,7.36958
0.2259,48.3612,-2.14766,6.38314,7.27381
0.2587,48.3812,-2.174,6.13174,7.9059
0.274,48.4013,-2.26977,6.01681,8.01843
0.2905,48.4213,-2.40625,6.26821,7.54436
0.3114,48.4413,-2.49244,6.54595,7.41986
0.3265,48.4613,-3.02876,6.98649,7.779
0.3518,48.4813,-3.60817,7.1086,8.40869
0.3728,48.5013,-3.7231,6.82608,9.1605
0.3937,48.5213,-3.44536,6.5651,9.51964
0.4056,48.5413,-3.3855,6.69439,9.14134
0.4257,48.5613,-3.46691,7.20677,8.43503
0.457,48.5813,-3.34241,7.49887,8.00646
0.4759,48.6013,-3.40466,7.69759,8.43024
0.4899,48.6213,-3.60578,7.25944,9.25387
0.5066,48.6413,-3.84281,6.42863,9.68484
0.5256,48.6613,-4.11097,5.55232,9.6609
0.5548,48.6813,-3.96492,4.58982,9.26824
0.5688,48.7013,-3.15087,3.61775,8.5739
0.586,48.7213,-2.02556,2.78694,7.78858
0.6058,48.7413,-0.56026,2.18597,6.87636
0.6265,48.7613,1.0032,1.75261,5.97132
0.6547,48.7813,2.43019,1.72627,5.18121
0.6692,48.8012,3.72789,2.0495,4.95136
0.6898,48.8212,4.84122,2.37751,5.18361
0.7084,48.8412,5.39191,2.50441,5.50204
0.7257,48.8612,5.79175,2.59061,5.85879
0.7537,48.8812,6.20596,2.96411,6.11977
0.7673,48.9013,6.40708,3.5148,6.22033
0.7878,48.9213,6.36877,4.28815,6.32567
0.8131,48.9413,6.40708,5.59542,6.61538
0.8272,48.9613,7.24029,7.37197,6.97692
0.8527,48.9814,8.28658,8.83727,7.84843
0.8683,49.0014,7.84843,9.77343,9.77104
0.8903,49.0214,6.0647,10.29299,12.07672
0.9074,49.0415,4.34082,10.19243,13.50132
0.9289,49.0615,3.2634,9.75667,13.8006
0.9476,49.0815,2.88271,9.38077,13.49174
0.9746,49.1015,3.00242,9.00966,12.71599
0.9893,49.1216,2.96172,8.40151,11.64575
1.0101,49.1416,2.62413,7.49408,10.46298
1.0262,49.1616,2.26259,6.31131,9.41189
1.0495,49.1817,2.02795,5.04234,8.87558
