AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.097,48.1208,-33.2,49.3,35.5
0.0997,48.1408,-33.2,49.3,35.7
0.1021,48.1609,-33.1,49.2,36.1
0.1042,48.181,-33.1,49.2,36.2
0.107,48.201,-33.1,49.2,36.5
0.1094,48.221,-33.1,49.2,36.8
0.1106,48.2411,-33.1,49.2,37
0.1363,48.2611,-33.1,49.2,37.1
0.1529,48.2811,-33.1,49.2,37.3
0.1665,48.3011,-33.2,49.2,37.3
0.2147,48.3212,-33.2,49.3,37.2
0.218,48.3412,-33.3,49.4,37
0.227,48.3612,-33.3,49.4,36.8
0.2539,48.3812,-33.5,49.5,36.6
0.2746,48.4013,-33.5,49.6,36.5
0.2894,48.4213,-33.6,49.7,36.4
0.312,48.4413,-33.8,49.7,36.2
0.3272,48.4613,-33.9,49.8,36.1
0.3509,48.4813,-34.1,49.8,36
0.3735,48.5013,-34.3,49.8,35.8
0.3945,48.5213,-34.7,49.8,35.6
0.4064,48.5413,-34.9,49.7,35.5
0.4265,48.5613,-35.2,49.5,35.5
0.4576,48.5813,-35.5,49.4,35.5
0.475,48.6013,-35.7,49.2,35.7
0.4906,48.6213,-35.9,49,35.8
0.5074,48.6413,-36.1,48.7,36
0.529,48.6613,-36.2,48.5,36.2
0.5533,48.6813,-36.3,48.2,36.5
0.5696,48.7013,-36.5,47.8,37
0.5864,48.7213,-36.7,47.4,37.3
0.6065,48.7413,-36.9,46.9,38
0.6272,48.7613,-37.2,45.4,39.9
0.6554,48.7813,-37.2,44.2,41.5
0.67,48.8012,-37.6,43,42.8
0.6907,48.8212,-38.9,42.8,42.7
0.7092,48.8412,-39,42.6,42.1
0.7266,48.8612,-38.9,42.4,42.4
0.7518,48.8812,-39,42.2,41.5
0.768,48.9013,-38.8,42.3,42.6
0.7901,48.9213,-39.4,42.1,42.3
0.8137,48.9413,-39.5,42,41.9
0.828,48.9613,-39.2,42.1,42.7
0.8534,48.9814,-39.5,41.8,42.9
0.8688,49.0014,-39.8,41.7,42.8
0.8907,49.0214,-40.1,41.5,42.5
0.908,49.0415,-40.7,41.7,40.8
0.93,49.0615,-40.9,42.1,40.6
0.9487,49.0815,-41.3,41.7,40.5
0.9752,49.1015,-41.2,41.8,40.5
0.9919,49.1216,-41.5,41.9,40.1
1.0087,49.1416,-41.7,41.9,39.9
1.027,49.1616,-41.9,42,39.6
1.0532,49.1817,-42.1,42,39.5
1.074,49.2017,-42.3,42,39.3
1.0866,49.2217,-42.3,42,39.4
1.1093,49.2417,-42.2,42,39.6
1.1273,49.2618,-41.9,42,39.9
1.1493,49.2818,-40,42.3,41.7
1.1694,49.3018,-38.3,43.1,42.2
1.1871,49.3219,-36.8,44.4,42.5
1.2075,49.3419,-35,45.6,40.9
1.2314,49.3619,-34,47.3,39.8
1.2526,49.3819,-32.8,49.2,39.2
1.2716,49.402,-32.3,50.7,37.3
1.2887,49.422,-31.6,52.9,36.9
1.3122,49.442,-31.3,53.5,35.1
1.3282,49.4621,-30.2,55.5,34.9
1.3495,49.4821,-30.5,55.9,35.4
1.3726,49.5021,-30.2,55.4,35.1
1.3941,49.5221,-30.3,56.5,35.8
1.4097,49.5421,-30.3,55.7,35.8
1.4272,49.5621,-30.1,55,36.1
1.4483,49.5821,-29.6,54.7,36.1
1.4696,49.6021,-30.1,54,36.6
1.4885,49.622,-29.8,53.8,36.9
1.524,49.642,-30,54.3,36.1
1.5366,49.662,-30,54.7,36
1.5561,49.682,-30,54.6,35.9
1.5704,49.702,-30.1,54.4,35.9
1.594,49.722,-31.1,51.1,36.9
1.6083,49.742,-32.2,48.9,39.9
1.628,49.762,-33.9,46.1,39.2
1.6514,49.782,-34.1,45.3,41.4
1.6671,49.802,-36.4,44.3,42.4
1.6873,49.822,-36.9,43.4,41.7
1.708,49.842,-37.8,42.4,42
1.7298,49.862,-39.3,40.9,41.4
1.7488,49.882,-40.2,40.9,40.4
1.7715,49.902,-41.4,40.9,42.7
1.7878,49.922,-41.1,40.4,42.5
1.8069,49.942,-40.7,40.3,41.1
1.8315,49.962,-42.6,40.9,42.5
1.8485,49.982,-43.2,39.9,40.4
1.8711,50.002,-42.3,39.9,42
1.8949,50.0219,-43,39.9,40.3
1.9069,50.0419,-41.9,40.3,40.2
1.9272,50.0619,-42,40.4,40.6
1.9508,50.0819,-42.1,40.3,39.9
1.9695,50.1019,-42.5,40,40.5
1.9879,50.1219,-42.9,40,40.3
2.0088,50.1419,-43.2,40,39.9
2.0274,50.1619,-43.4,40,39.5
2.0535,50.1819,-43.6,40.1,39.2
2.0737,50.2019,-43.7,40.2,38.8
2.0936,50.2219,-43.6,40.3,38.5
2.1074,50.2419,-43.6,40.5,38.3
2.1307,50.2619,-43.3,40.6,38
2.1639,50.2819,-42.9,40.8,37.8
2.1673,50.3019,-42.5,41.1,37.6
2.1911,50.3219,-41.9,41.3,37.6
2.2071,50.3419,-41.2,41.5,37.8
2.2279,50.3619,-39.8,42,38.2
2.2489,50.3819,-38.3,42.6,39.1
2.2671,50.4019,-36.6,43.2,39.5
2.2882,50.4219,-35.6,43.7,40.8
2.3083,50.4418,-34.2,45.2,40.6
2.3268,50.4618,-33.8,45.4,40.7
2.3498,50.4818,-33,45.6,40.7
2.3687,50.5018,-32,46.3,40.4
2.3872,50.5218,-30.8,47.3,39.4
2.4072,50.5418,-31.2,47.9,38.7
2.4284,50.5618,-27,48.5,39.6
2.4513,50.5818,-26.8,49.9,38.1
2.4672,50.6018,-29.8,52.5,34.6
2.4891,50.6218,-25.1,53.7,36
2.5087,50.6418,-29.1,56,33.4
2.527,50.6618,-25.3,55.9,35.3
2.5487,50.6818,-24.2,56.6,33.8
2.5671,50.7018,-23.7,58,34.5
2.5868,50.7218,-23.9,57.6,35.4
2.6132,50.7418,-25.4,58,35.1
2.6266,50.7618,-24.5,57.2,35.2
2.6492,50.7818,-24.7,56.8,35.6
2.6671,50.8018,-26.1,56.9,35.3
2.6872,50.8218,-26.1,56.2,35.1
2.706,50.8417,-25.5,56,35.3
2.7281,50.8617,-25.5,56.4,35
2.7526,50.8817,-25.9,56.3,35.4
2.772,50.9017,-26.2,55.5,36.3
2.7873,50.9217,-27.2,53.8,37.4
2.8073,50.9417,-28.5,52.5,37.4
2.8273,50.9617,-29.8,50.3,39.1
2.8484,50.9817,-31.7,48.4,40.5
2.8685,51.0017,-33.4,46.8,41.3
2.8896,51.0217,-35.3,45,41.3
2.9099,51.0417,-37,43.2,40.5
2.9269,51.0617,-39.1,42,40
2.9583,51.0817,-40.6,41.8,41.7
2.9722,51.1017,-41.9,40.9,41.7
2.9866,51.1217,-42.4,41.6,41.2
3.0073,51.1417,-43.6,41,38.8
3.0286,51.1617,-44.8,41.2,37.7
3.056,51.1817,-41.7,39.5,38.4
3.0727,51.2017,-42.4,40.1,38.1
3.0919,51.2217,-46.6,41.3,36.3
3.1095,51.2416,-42.1,41.7,38.7
3.1374,51.2616,-43.4,42.7,34.7
3.1518,51.2816,-43.5,41.2,35.2
3.1683,51.3016,-43.4,41.4,36.3
3.1865,51.3216,-43.5,41.2,35.4
3.2076,51.3416,-43.4,41.3,36.5
3.2268,51.3616,-44.5,41.5,36.3
3.2487,51.3816,-44.5,41.3,35.3
3.268,51.4016,-44.7,41.4,35.1
3.3188,51.4216,-45,41.5,34.7
3.3231,51.4416,-45.1,41.8,34.2
3.345,51.4616,-45.1,42,34
3.3693,51.4816,-45.3,42.1,33.9
3.3737,51.5016,-45.3,42.4,33.7
3.3931,51.5216,-45.2,42.5,33.7
3.4072,51.5416,-45,42.6,33.7
3.4273,51.5616,-44.8,42.7,33.9
3.4485,51.5816,-44.6,42.8,34
3.4676,51.6016,-44.3,42.8,34.2
3.4872,51.6216,-42.5,42.8,35.5
3.5873,51.6415,-40.5,43.3,36.8
3.5916,51.6615,-39.8,43.3,36.9
3.5955,51.6815,-39.1,43.2,36.5
3.5987,51.7015,-38.5,44.2,35
3.6027,51.7215,-37.6,45.3,37.6
3.6409,51.7415,-37.1,46.1,36
3.6512,51.7615,-35.3,48.1,35.9
3.6547,51.7815,-34.2,49.9,33.4
3.673,51.8015,-28.4,52.3,33.4
3.7153,51.8215,-27.1,55.3,32.4
3.7161,51.8415,-29.9,57.2,32.4
3.7313,51.8615,-27.4,57.6,32.3
3.7485,51.8815,-30.7,59,28.8
3.7671,51.9015,-26.9,59.6,29.9
3.7869,51.9215,-25.5,60,30.7
