AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
63.1909,49.461131579896,11.111006458661,-2
72.0336,49.461105259398,11.110903023275,-2
77.8806,49.461087810283,11.110832476574,-2
84.2649,49.461135070853,11.110804437657,-2
91.669,49.461196451273,11.110792521485,-2
102.5771,49.461116504062,11.110727099759,-2
108.6837,49.461073718862,11.110774331714,-2
113.4888,49.461041148253,11.110807768022,-2
120.6638,49.460980054096,11.110779270931,-2
126.0134,49.460994109806,11.110835815249,-2
129.2258,49.461004789908,11.110879157598,-2
134.6926,49.461052298408,11.110852868292,-2
139.4452,49.461087810283,11.110832476574,-2
178.211,49.461087810283,11.110832476574,-2
183.3698,49.461052298408,11.110852868292,-2
188.3664,49.461004789908,11.110879157598,-2
192.1765,49.460994109806,11.110835815249,-2
196.6457,49.460980054096,11.110779270931,-2
204.1508,49.461041148253,11.110807768022,-2
209.1058,49.461073718862,11.110774331714,-2
214.52,49.461116504062,11.110727099759,-2
224.8774,49.461196451273,11.110792521485,-2
232.6219,49.461135070853,11.110804437657,-2
237.8234,49.461087810283,11.110832476574,-2
243.8484,49.461105259398,11.110903023275,-2
251.7958,49.461131579896,11.111006458661,-2
