AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0366,21772.902,-2.9,-30.2,-21.6
0.038,21772.922,-2.7,-30.3,-21.4
0.0546,21772.942,-2.4,-30.3,-21.4
0.0824,21772.962,-2.1,-30.3,-21.3
0.0838,21772.982,-1.8,-30.3,-21.3
0.1023,21773.002,-1.6,-30.2,-21.3
0.1253,21773.022,-1.3,-30.1,-21.4
0.1442,21773.042,-1.1,-30.1,-21.4
0.1633,21773.062,-0.9,-30,-21.5
0.185,21773.082,-0.6,-29.8,-21.5
0.2041,21773.102,-0.3,-29.7,-21.5
0.2237,21773.122,-0.1,-29.5,-21.6
0.2459,21773.142,0.2,-29.2,-21.9
0.2663,21773.162,0.5,-28.9,-22.2
0.2843,21773.1819,0.9,-28.6,-22.6
0.3063,21773.2019,1.4,-28,-23.1
0.3333,21773.2219,2.1,-27.2,-23.4
0.3454,21773.2419,3.4,-25.9,-23.9
0.3655,21773.2619,4.1,-25.1,-24.9
0.384,21773.2819,5,-24,-25.5
0.4033,21773.3019,5.6,-23.4,-26.6
0.4253,21773.3219,5.8,-22.5,-26.3
0.4454,21773.3419,6.6,-21.8,-26.7
0.4628,21773.3619,7.3,-21.6,-26.7
0.4848,21773.3819,6.5,-21.7,-26.8
0.5045,21773.4019,6.5,-21.8,-26.3
0.5244,21773.4219,6.3,-22.1,-26.3
0.5532,21773.4419,6.5,-21.9,-26.5
0.5778,21773.4619,6.6,-21.7,-26.6
0.5843,21773.4819,6.6,-21.5,-26.6
0.6044,21773.5019,6.4,-21.5,-26.6
0.6245,21773.5219,6.3,-21.7,-26.5
0.6503,21773.5419,5.8,-22.2,-26
0.6671,21773.5619,5,-23.5,-25
0.6853,21773.5818,4.4,-24.2,-24.7
0.7069,21773.6018,3.8,-25.2,-22.7
0.7281,21773.6218,3.4,-25.7,-22.1
0.7435,21773.6418,3.1,-26.5,-22.2
0.766,21773.6618,2.6,-26.9,-23.4
0.7925,21773.6818,3.7,-26.3,-21.6
0.8156,21773.7018,1.8,-26.9,-23.3
0.8284,21773.7218,1.7,-27.1,-21.8
0.8513,21773.7418,1.7,-27.2,-22.3
0.8641,21773.7618,1.7,-27.4,-22
0.8849,21773.7818,1.4,-27.8,-21.7
0.9077,21773.8018,1,-28.1,-21.6
0.9261,21773.8218,0.7,-28.4,-21.5
0.943,21773.8418,0.3,-28.6,-21.3
0.9671,21773.8618,0,-28.8,-21.4
0.9834,21773.8818,-0.3,-28.9,-21.4
1.0036,21773.9018,-0.7,-29,-21.7
1.0316,21773.9218,-1,-29,-22
1.0471,21773.9418,-1.4,-28.9,-22.2
1.0688,21773.9618,-1.7,-28.8,-22.5
1.0854,21773.9818,-2.1,-28.7,-23
1.1044,21774.0017,-2.4,-28.5,-23.3
1.1234,21774.0217,-2.8,-28.3,-23.7
1.1507,21774.0417,-3.1,-28.1,-24.1
1.1697,21774.0617,-3.3,-27.9,-24.6
1.1845,21774.0817,-3.6,-27.7,-24.9
1.2069,21774.1017,-3.7,-27.5,-25
1.2253,21774.1217,-3.9,-27.3,-25.2
1.2456,21774.1417,-4,-27.2,-25.4
1.2694,21774.1617,-4.1,-27.1,-25.4
1.3057,21774.1817,-4.1,-27,-25.4
1.3335,21774.2017,-4.1,-27,-25.3
1.3443,21774.2217,-4,-27.1,-25.1
1.3465,21774.2417,-3.8,-27.2,-25
1.3672,21774.2618,-3.6,-27.4,-24.7
1.3842,21774.2818,-2.9,-27.5,-23.9
1.4083,21774.3018,-2.2,-27.8,-23.8
1.4238,21774.3218,-1.5,-27.8,-23.6
1.4453,21774.3419,-0.9,-28.1,-22.6
1.4634,21774.3619,-0.4,-28.1,-22.2
1.4837,21774.3819,0.3,-27.9,-22.2
1.5068,21774.402,0.9,-28,-22.4
1.5235,21774.422,1,-27.9,-22.1
1.549,21774.442,2,-27.6,-22
1.5656,21774.462,3.1,-26.4,-22.6
1.5858,21774.4821,4.5,-24.5,-23.8
1.6062,21774.5021,5.7,-22.5,-24.6
1.6252,21774.5221,6.5,-20.4,-26.7
1.6435,21774.5421,7.4,-18.6,-26.8
1.663,21774.5622,7.7,-17.9,-27.3
1.6891,21774.5822,8.4,-17,-27
1.7034,21774.6022,9.5,-17.1,-27.4
1.7246,21774.6223,9.3,-16.9,-27.5
1.7485,21774.6424,9.6,-17.5,-26.8
1.7655,21774.6624,9.3,-18.2,-27.8
1.7867,21774.6825,9.5,-18.5,-25.8
1.8109,21774.7025,9.3,-19,-26.5
1.8365,21774.7226,9.5,-18.9,-26.3
1.8537,21774.7427,9.1,-18.2,-27
1.8719,21774.7627,9.3,-18.7,-26.1
1.8845,21774.7828,9.1,-20.9,-24.4
1.9046,21774.8029,7.8,-23.4,-23
1.9574,21774.8229,7.7,-25.5,-20.6
1.9586,21774.8429,5.5,-26.7,-20.7
1.9631,21774.863,4.5,-28.3,-19.6
1.9852,21774.883,2.2,-30,-18.5
2.004,21774.903,0.2,-31.2,-19.4
2.024,21774.9231,-1.1,-30.6,-16.8
2.0555,21774.9431,-2.6,-31,-18.6
2.064,21774.9631,-3.7,-31.2,-20.7
2.083,21774.9831,-3.3,-30.9,-20.9
2.1092,21775.0032,-3.5,-29.8,-22
2.1297,21775.0232,-2.7,-29.7,-22.9
2.144,21775.0432,-2.5,-29,-23.7
2.166,21775.0633,-2.6,-29.4,-22.4
2.1852,21775.0833,-3.3,-29.3,-23.9
2.2054,21775.1033,-2.6,-29.2,-23
2.2281,21775.1233,-2.6,-28.8,-23.4
2.2447,21775.1434,-3.3,-28.8,-23.6
2.2663,21775.1634,-3.6,-29,-23.8
2.2955,21775.1834,-3.7,-29,-23.7
2.3125,21775.2035,-3.7,-28.9,-23.7
2.3262,21775.2235,-3.7,-29,-23.9
2.3578,21775.2435,-3.8,-28.8,-24.4
2.3738,21775.2635,-3.6,-28.5,-24.8
2.3911,21775.2836,-3.4,-28.3,-25
2.4067,21775.3036,-3.2,-28.2,-25
2.4266,21775.3236,-3,-28.1,-24.9
