AppTimestamp(s),Latitude_degrees,Longitude_degrees
62.1297,49.46113359,11.11131091
68.9943,49.46111334,11.11122953
77.1649,49.46117634,11.11119305
91.18,49.46113158,11.11100646
97.1855,49.46117818,11.11097833
101.5367,49.46121844,11.11095482
105.5312,49.46124352,11.11091715
112.4442,49.46121216,11.1108519
142.8922,49.46121216,11.1108519
148.9341,49.46124352,11.11091715
153.2977,49.46121844,11.11095482
158.1279,49.46117818,11.11097833
163.3744,49.46113158,11.11100646
176.8067,49.46117634,11.11119305
184.1893,49.46111334,11.11122953
190.5205,49.46113359,11.11131091
