AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:35,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:54,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:01:66,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:76,wifi_rssi_20:23:00:00:01:77,wifi_rssi_20:23:00:00:01:85,wifi_rssi_20:23:00:00:02:09,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:37,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:35,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:54,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:01:66,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:76,wifi_freq_20:23:00:00:01:77,wifi_freq_20:23:00:00:01:85,wifi_freq_20:23:00:00:02:09,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:37
1.9135,-86.0,,,-82.0,,,-82.0,,,-83.0,-60.0,-53.0,-73.0,-89.0,-88.0,-82.0,-85.0,-84.0,,-94.0,-91.0,,,,,-87.0,,-88.0,,,,,-90.0,,,,,,,,,,,-88.0,,2437.0,,,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,5240.0,5240.0,,,,,5500.0,,5500.0,,,,,2462.0,,,,,,,,,,,2462.0,
3.9161,-78.0,,,-80.0,,,-80.0,-87.0,,,-56.0,-54.0,-73.0,-89.0,-86.0,-83.0,-87.0,-77.0,,,,-86.0,-87.0,,-87.0,-86.0,-88.0,-85.0,,,,,,,,,-92.0,,-95.0,,,,,-89.0,,2437.0,,,2452.0,,,2462.0,2412.0,,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5240.0,,2442.0,,,,,2462.0,
6.0769,-79.0,,-72.0,-88.0,,,-84.0,,,-81.0,-60.0,-51.0,-70.0,-88.0,-83.0,-85.0,-80.0,-76.0,-87.0,-92.0,-93.0,-83.0,-82.0,,-83.0,-83.0,-82.0,-82.0,,,,,-87.0,,,,-90.0,-91.0,,,,,-88.0,-86.0,,2437.0,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,2462.0,,,,5240.0,5500.0,,,,,5500.0,2462.0,
7.9189,-85.0,,-63.0,-79.0,,,-79.0,-88.0,,-84.0,-58.0,-49.0,-69.0,-85.0,-89.0,-84.0,-86.0,-69.0,,-90.0,-91.0,-87.0,,,-86.0,-85.0,,,,,,-95.0,,,,,-89.0,,,-94.0,,,,-86.0,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,5240.0,5240.0,5500.0,,,5500.0,5500.0,,,,,,2462.0,,,,,5240.0,,,5180.0,,,,2462.0,
10.0473,-82.0,,-67.0,-81.0,,,-82.0,-83.0,,-87.0,-56.0,-48.0,-73.0,-90.0,-92.0,-84.0,-82.0,-84.0,-91.0,,,-82.0,-85.0,-94.0,-84.0,-83.0,-84.0,-84.0,,,-94.0,,,,,,-91.0,-92.0,,,,,,-91.0,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,,,5500.0,5500.0,2462.0,5500.0,5500.0,5500.0,5500.0,,,2462.0,,,,,,5240.0,5500.0,,,,,,2462.0,
12.1046,-84.0,,-65.0,-83.0,,,-78.0,-90.0,,-82.0,-65.0,-48.0,-72.0,-92.0,-89.0,-82.0,-86.0,-82.0,-91.0,,,-84.0,-83.0,,-84.0,-83.0,-83.0,-84.0,,,,,-87.0,,,,-91.0,,,,,,,-90.0,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,2462.0,,,,5240.0,,,,,,,2462.0,
15.9855,,,-69.0,-76.0,,,-84.0,-85.0,,-83.0,-61.0,-58.0,-71.0,-88.0,-90.0,,-88.0,-75.0,,-92.0,-90.0,-83.0,-84.0,,-84.0,-84.0,-84.0,-85.0,,,,,,,,,-89.0,,,,,,,-88.0,,,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5240.0,,,,,,,2462.0,
17.9078,,,-69.0,-80.0,,,-81.0,,,-84.0,-55.0,-48.0,-76.0,-87.0,-90.0,-81.0,-84.0,-84.0,,-90.0,-90.0,-85.0,-83.0,,-86.0,-85.0,-84.0,-81.0,,,,,-87.0,,,,,,,,,,,-83.0,,,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,2462.0,,,,,,,,,,,2462.0,
19.8853,,,-73.0,-82.0,,,-86.0,,,-79.0,-56.0,-49.0,-67.0,,-92.0,,-84.0,-84.0,-89.0,,,-81.0,-82.0,,-80.0,-83.0,-80.0,-84.0,,,,,-87.0,,,,-91.0,,,,,,,,,,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,5200.0,,2462.0,2437.0,2462.0,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,2462.0,,,,5240.0,,,,,,,,
21.9213,,-91.0,-71.0,-80.0,,,,-83.0,,-77.0,-57.0,-50.0,-69.0,-91.0,,-84.0,-87.0,-73.0,,-88.0,-88.0,-86.0,-84.0,,-84.0,-86.0,-84.0,-85.0,,,,,,,,,-89.0,,,,,,,-87.0,,,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,,2462.0,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5240.0,,,,,,,2462.0,
