AppTimestamp(s),SensorTimestamp(s),PitchX,RollY,YawZ,Quat_x,Quat_y,Quat_z
0.0373,21772.902,38.187248,7.320159,-155.254379,0.12887201,-0.30593801,-0.91667902
0.039,21772.922,37.814487,6.744297,-157.730713,0.117068,-0.30664101,-0.92294699
0.0555,21772.942,37.230049,6.095736,-160.146255,0.104585,-0.305298,-0.92924899
0.0831,21772.962,36.543217,5.197293,-162.643433,0.089818,-0.30311799,-0.93559802
0.0843,21772.982,35.858894,3.921552,-165.307953,0.071625,-0.300978,-0.94172698
0.1018,21773.002,35.193932,2.460623,-168.177811,0.051485,-0.29853499,-0.94725102
0.1249,21773.022,34.413425,1.165908,-171.290405,0.032152,-0.294213,-0.95220703
0.1447,21773.042,33.518669,0.62175,-174.523376,0.018965,-0.28777099,-0.95634103
0.1621,21773.062,32.693909,0.877183,-177.725449,0.01293,-0.28124401,-0.95931399
0.1837,21773.082,32.058334,1.207124,179.235886,-0.008283,0.276173,0.96106499
0.2022,21773.102,31.516451,1.259974,176.328018,-0.001876,0.27176201,0.961959
0.2222,21773.122,30.952654,1.093894,173.336533,0.006323,0.26691201,0.96221501
0.2446,21773.142,30.372862,0.836311,170.192001,0.015376,0.26159701,0.96168298
0.262,21773.162,29.814783,0.38556,166.860611,0.026203,0.25593901,0.96008998
0.283,21773.1819,29.337524,-0.039934,163.49147,0.036689,0.250559,0.957371
0.3049,21773.2019,28.786366,0.386832,159.880508,0.0402,0.245323,0.95386201
0.3359,21773.2219,28.098003,0.684345,156.383636,0.044004,0.238796,0.949839
0.3466,21773.2419,27.299936,0.699414,152.930679,0.049462,0.23082,0.94508702
0.3665,21773.2619,26.70792,0.622479,149.559402,0.055535,0.22424901,0.93914902
0.385,21773.2819,26.284222,0.887289,146.318146,0.058653,0.21979401,0.93252701
0.4042,21773.3019,25.855131,1.261652,143.199585,0.060431,0.215656,0.92554498
0.4239,21773.3219,25.502525,1.271247,140.143936,0.065053,0.211178,0.91771299
0.4473,21773.3419,25.580204,1.525366,137.405121,0.068306,0.210958,0.90957898
0.4617,21773.3619,26.290915,2.143207,135.182907,0.069844,0.21715701,0.90172702
0.487,21773.3819,27.5756,1.828603,133.163986,0.080487,0.22482701,0.89258599
0.5073,21773.4019,29.487732,1.157215,131.118469,0.096403,0.23572201,0.88143098
0.5388,21773.4219,31.770138,0.523815,129.202026,0.113426,0.249136,0.86937398
0.556,21773.4419,34.301464,-0.59913,127.553642,0.134781,0.262326,0.85649502
0.5799,21773.4619,36.973965,-2.404969,125.875175,0.161955,0.27325499,0.84134299
0.5831,21773.4819,39.500103,-4.661936,124.067902,0.19214401,0.28026,0.82413697
0.6071,21773.5019,41.68335,-4.364155,122.426727,0.202391,0.29445699,0.81195498
0.6285,21773.5219,43.337257,-2.613621,121.577065,0.198653,0.31185299,0.80682498
0.6538,21773.5419,44.118965,-0.941319,121.290512,0.19073901,0.32360399,0.80625498
0.6702,21773.5619,44.458904,1.007538,121.458565,0.177866,0.33397999,0.80908
0.6882,21773.5818,44.706356,3.003032,122.244156,0.162387,0.34461299,0.81438601
0.7038,21773.6018,44.871677,4.709455,123.412247,0.14730699,0.35376999,0.82062298
0.7255,21773.6218,44.857384,6.224965,125.285828,0.130493,0.36142701,0.829283
