AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
1.3224,,,,-75.0,,
1.504,,,-97.0,,,
1.6196,,-94.0,,,,
1.7147,,,,-76.0,,
1.8283,,-94.0,,,,
3.3845,,,,-73.0,,
3.4646,,-96.0,,,,
3.5789,,,-86.0,,,
3.588,,,,-74.0,,
3.6716,,-98.0,,,,
3.7622,,,-93.0,,,
3.7752,,,,-76.0,,
5.3201,,-95.0,,,,
5.3865,,,,-75.0,,
5.3998,,,-98.0,,,
5.5197,,-95.0,,,,
5.5977,,,,-72.0,,
5.8144,,,,-82.0,,
7.4755,,,,-78.0,,
7.6601,,,-96.0,,,
7.859,,,-94.0,,,
7.865,,,,-74.0,,
9.3022,,,,-78.0,,
9.4167,,-92.0,,,,
9.4881,,,-88.0,,,
9.5049,,,,-78.0,,
9.6515,,-92.0,,,,
9.6932,,,-99.0,,,
9.8282,,-100.0,,,,
11.3405,,,-90.0,,,
11.3714,,,,-77.0,,
11.4656,,-89.0,,,,
11.593,,,-88.0,,,
11.6144,,,,-78.0,,
11.6782,,-94.0,,,,
11.7682,,,-96.0,,,
11.7797,,,,-84.0,,
11.8788,,-93.0,,,,
12.1799,,,,-79.0,,
12.3734,,,-87.0,,,
12.5713,,,-92.0,,,
12.6034,,,,-77.0,,
12.7006,,-100.0,,,,
12.7729,,,-88.0,,,
12.8006,,,,-78.0,,
13.0088,,,,-78.0,,
13.1134,,-96.0,,,,
13.2019,,,,-78.0,,
13.3309,,-93.0,,,,
13.3909,,,-96.0,,,
13.4128,,,,-80.0,,
13.5302,,-94.0,,,,
13.6261,,,,-82.0,,
13.8076,,,-86.0,,,
13.8323,,,,-92.0,,
14.069,,,,-78.0,,
14.1474,,-98.0,,,,
14.4174,,,-94.0,,,
15.3895,,-95.0,,,,
15.4576,,,,-72.0,,
15.5747,,-94.0,,,,
15.6685,,,-94.0,,,
15.8809,,,,-79.0,,
17.2131,,-96.0,,,,
17.32,,,-99.0,,,
17.3544,,,,-74.0,,
17.4924,,,-102.0,,,
17.5134,,,,-74.0,,
17.7115,,,,-76.0,,
19.2935,,-96.0,,,,
19.3619,,,,-75.0,,
19.3738,,,-95.0,,,
19.4524,,-102.0,,,,
19.5526,,,,-71.0,,
19.76,,,,-83.0,,
20.1635,,,,-79.0,,
21.3761,,,,-80.0,,
21.4063,,,-100.0,,,
21.512,,-97.0,,,,
21.5809,,,,-87.0,,
21.6125,,,-98.0,,,
21.7847,,,,-77.0,,
21.8116,,,-92.0,,,
23.2144,,,,-82.0,,
23.2556,,,-99.0,,,
23.3657,,-99.0,,,,
23.4354,,,,-82.0,,
23.4606,,,-88.0,,,
23.6382,,,,-80.0,,
23.6634,,,-91.0,,,
23.754,,-96.0,,,,
23.8431,,,,-74.0,,
25.394,,-92.0,,,,
25.4712,,,,-86.0,,
25.623,,-96.0,,,,
25.6722,,,,-82.0,,
25.7131,,,-93.0,,,
25.8153,,-94.0,,,,
25.8935,,,,-80.0,,
26.4266,,-101.0,,,,
27.2465,,-92.0,,,,
27.3156,,,,-79.0,,
27.5161,,,,-69.0,,
27.5561,,,-96.0,,,
27.7265,,,,-88.0,,
27.8437,,-100.0,,,,
29.1677,,,,-77.0,,
29.309,,-97.0,,,,
29.3743,,,,-75.0,,
29.4091,,,-93.0,,,
29.5724,,,,-75.0,,
29.6273,,,-94.0,,,
29.7265,,-98.0,,,,
29.7697,,,,-76.0,,
30.6023,,,,-74.0,,
31.4117,,,,-76.0,,
31.4684,,,-92.0,,,
31.6135,,,,-72.0,,
31.7563,,-98.0,,,,
31.8072,,,,-73.0,,
33.2455,,,,-80.0,,
33.4542,,,,-79.0,,
33.6332,,-98.0,,,,
33.6694,,,,-93.0,,
33.739,,,-95.0,,,
33.9129,,,,-67.0,,
35.269,,-98.0,,,,
35.3135,,,,-78.0,,
35.4659,,-99.0,,,,
35.5118,,,,-80.0,,
35.5783,,,-94.0,,,
35.7014,,-99.0,,,,
35.7241,,,,-90.0,,
35.7675,,,-96.0,,,
37.3239,,-92.0,,,,
37.393,,,,-71.0,,
37.4201,,,-92.0,,,
37.5583,,,,-82.0,,
37.6182,,,-93.0,,,
37.7121,,-94.0,,,,
37.7608,,,,-77.0,,
37.8084,,,-89.0,,,
38.2177,,,-97.0,,,
38.3274,,-95.0,,,,
38.372,,,,-75.0,,
38.4338,,,-90.0,,,
38.5392,,-89.0,,,,
38.5731,,,,-86.0,,
38.623,,,-97.0,,,
38.7761,,,,-79.0,,
38.827,,,-87.0,,,
38.9961,,,,-81.0,,
39.1669,,-97.0,,,,
39.1866,,,,-79.0,,
39.2441,,,-88.0,,,
39.3932,,,,-84.0,,
39.4332,,,-92.0,,,
39.6091,,,,-77.0,,
39.6376,,,-88.0,,,
40.0007,,,,-79.0,,
40.0425,,,-92.0,,,
41.275,,,-91.0,,,
41.4341,,,,-74.0,,
41.63,,,,-76.0,,
41.6895,,,-86.0,,,
43.1445,,,-88.0,,,
43.2929,,,,-82.0,,
43.4602,,-94.0,,,,
43.4773,,,,-74.0,,
43.5404,,,-86.0,,,
43.6972,,,,-82.0,,
43.7287,,,-91.0,,,
43.8888,,,,-74.0,,
45.3025,,,,-72.0,,
45.373,,,-96.0,,,
45.5229,,,,-79.0,,
45.5685,,,-90.0,,,
45.7142,,,,-78.0,,
45.7723,,,-97.0,,,
47.3667,,,,-84.0,,
47.4086,,,-88.0,,,
47.6411,,,-94.0,,,
47.767,,-95.0,,,,
47.7956,,,,-75.0,,
47.8301,,,-87.0,,,
48.1628,,,,-76.0,,
49.2501,,,-90.0,,,
49.434,,,,-78.0,,
49.46,,,-95.0,,,
49.628,,-95.0,,,,
49.6547,,,,-73.0,,
49.8428,,,,-84.0,,
49.8754,,,-92.0,,,
50.2247,,-91.0,,,,
51.2774,,,,-78.0,,
51.3254,,,-91.0,,,
51.4919,,,,-79.0,,
51.5253,,,-106.0,,,
51.6942,,-91.0,,,,
51.6991,,,,-80.0,,
51.7175,,,-91.0,,,
51.8794,,,,-79.0,,
51.9201,,,-97.0,,,
52.3362,,,-97.0,,,
52.4915,,-94.0,,,,
52.695,,-91.0,,,,
52.7375,,,-90.0,,,
52.9101,,,,-80.0,,
52.9439,,,-102.0,,,
53.1115,,,,-80.0,,
53.1497,,,-94.0,,,
53.3382,,,,-80.0,,
53.5539,,,-96.0,,,
53.7597,,,,-80.0,,
53.9412,,,,-82.0,,
55.3723,,-95.0,,,,
55.3921,,,,-77.0,,
55.5953,,-96.0,,,,
55.6224,,,,-86.0,,
55.6399,,,-98.0,,,
55.7666,,-96.0,,,,
55.7926,,,,-85.0,,
55.8382,,,-94.0,,,
56.4008,,,,-77.0,,
57.229,,,,-77.0,,
57.4026,,-94.0,,,,
57.4256,,,,-73.0,,
57.6324,,,,-81.0,,
57.6797,,,-91.0,,,
57.818,,-91.0,,,,
57.8472,,,,-75.0,,
59.2422,,-96.0,,,,
59.283,,,,-74.0,,
59.459,,-91.0,,,,
59.4772,,,,-84.0,,
59.51,,,-93.0,,,
59.648,,-96.0,,,,
59.6921,,,,-75.0,,
59.8838,,-91.0,,,,
61.2744,,-94.0,,,,
61.3221,,,,-85.0,,
61.3757,,,-92.0,,,
61.5468,,,,-83.0,,
61.5811,,,-95.0,,,
61.6782,,-94.0,,,,
61.7434,,,,-92.0,,
61.7698,,,-91.0,,,
61.9036,,-93.0,,,,
63.372,,,,-85.0,,
63.433,,,-95.0,,,
63.5777,,,,-80.0,,
63.6252,,,-95.0,,,
63.8024,,,,-74.0,,
63.836,,,-93.0,,,
64.2476,,,-96.0,,,
65.2455,,,,-91.0,,
65.2769,,,-94.0,,,
65.3786,,-90.0,,,,
65.4666,,,-86.0,,,
65.5836,,-91.0,,,,
65.6403,,,,-73.0,,
65.6746,,,-88.0,,,
65.7899,,-93.0,,,,
65.8433,,,,-79.0,,
65.8813,,,-91.0,,,
67.4892,,,,-78.0,,
67.5171,,,-93.0,,,
67.6799,,,,-85.0,,
67.7226,,,-95.0,,,
67.8319,,-89.0,,,,
67.8859,,,,-91.0,,
67.9346,,,-95.0,,,
68.2822,,,,-79.0,,
68.3495,,,-94.0,,,
68.4476,,-101.0,,,,
68.5408,,,-92.0,,,
68.7382,,,,-85.0,,
68.7827,,,-96.0,,,
68.8543,,-97.0,,,,
68.8958,,,,-76.0,,
69.1038,,,,-80.0,,
69.1632,,,-93.0,,,
69.5517,,,,-83.0,,
69.7014,,-90.0,,,,
69.8911,,-95.0,,,,
69.9309,,,,-82.0,,
70.1106,,-93.0,,,,
70.1492,,,,-86.0,,
71.3749,,,,-74.0,,
71.5766,,,,-74.0,,
71.6459,,,-97.0,,,
71.7332,,-99.0,,,,
71.7817,,,,-80.0,,
71.8912,,,-92.0,,,
71.949,,-97.0,,,,
73.3193,-100.0,,,,,
73.3906,,-93.0,,,,
73.615,,,,-97.0,,
73.6266,,-93.0,,,,
73.8214,,,,-81.0,,
75.4927,,-84.0,,,,
75.6816,,,,-86.0,,
75.6927,,-87.0,,,,
77.2996,,,,-92.0,,
77.3264,,-95.0,,,,
77.5001,,,,-99.0,,
77.5238,,-97.0,,,,
77.7,,,,-89.0,,
79.1223,,,,-94.0,,
79.3145,,,,-93.0,,
79.5799,,,,,-100.0,
79.7178,,,,-88.0,,
79.7728,,-88.0,,,,
81.4134,,-90.0,,,,
81.6188,,-93.0,,,,
81.7777,,,,-93.0,,
81.8338,,-89.0,,,,
82.5934,,,,-89.0,,
83.4552,,-90.0,,,,
83.6411,,,,-95.0,,
83.6765,,-91.0,,,,
83.7969,,,,,,-99.0
85.2459,,,,-90.0,,
85.4932,,-91.0,,,,
85.7113,,-92.0,,,,
85.7262,,,,,-100.0,
85.8373,,,,,,-96.0
85.853,,,,-90.0,,
86.9634,,,,,-92.0,
87.3064,,,,-95.0,,
87.3517,,-90.0,,,,
87.4987,,,,-92.0,,
87.5737,,,,,-98.0,
87.7162,,,,-92.0,,
87.756,,-92.0,,,,
89.2404,,,,,-80.0,
89.3906,,-93.0,,,,
89.4288,,,,,-86.0,
89.5631,,,,-100.0,,
89.6446,,,,,-84.0,
89.808,,-96.0,,,,
89.8352,,,,,-87.0,
91.2341,,-100.0,,,,
91.2732,,,,,-84.0,
91.4722,,,,,-85.0,
91.6792,,,,,-83.0,
91.8014,,,,-101.0,,
92.4054,,,,-93.0,,
93.3471,,,,,-84.0,
93.438,,,,-88.0,,
93.5022,,-90.0,,,,
93.532,,,,,-81.0,
93.6453,,,,-94.0,,
93.743,,,,,-86.0,
93.8627,,,,-93.0,,
95.3542,,-89.0,,,,
95.4672,,,,,,-98.0
95.5457,,-91.0,,,,
95.5785,,,,,-82.0,
95.6794,,,,-97.0,,
