AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
50.0035,82765.4305,0.03992024977238047,0.29552247888304223,0.08466906685560538,-0.00305,0.04459,-0.01466,-6.6,-36.96,-11.34
50.0163,82765.4505,0.20689967912086846,0.22094533738629216,0.1838448170236351,0.01649,0.0226,-0.01283,-6.6,-36.54,-11.22
50.0453,82765.4705,0.3468512064644071,0.1380849158501646,0.25504858391838603,0.0391,-0.01405,-0.01466,-6.6,-36.3,-11.58
50.0576,82765.4905,0.43861552077721266,0.06434134011322305,0.27644526813566905,0.04154,-0.00183,-0.04765,-6.66,-36.48,-10.8
50.0759,82765.5105,0.4813655083540954,-0.005174544142752968,0.23862517914279202,0.03971,0.06048,-0.12217,-7.02,-36.6,-10.86
50.0938,82765.5305,0.4680510206496118,-0.06541337296892366,0.1472379533166137,0.02443,0.05986,-0.17104,-6.96,-37.02,-11.16
50.1165,82765.5505,0.412365486736412,-0.11788574742286867,0.019904150644183716,0.01588,0.05498,-0.18265,-6.54,-36.84,-11.1
50.1365,82765.5705,0.3149221802896261,-0.15791238832645252,-0.11744884277763745,0.04093,0.01772,-0.16677,-6.42,-36.42,-11.58
50.1546,82765.5904,0.198925407303994,-0.1806710180280516,-0.23831306583681666,0.09102,0.03299,-0.15088,-6.12,-36.18,-11.46
50.1743,82765.6105,0.0899258667822857,-0.18498591127982345,-0.3199425831951892,0.02566,0.04398,-0.13011,-6.06,-35.88,-11.16
50.1981,82765.6305,0.0045814450166135985,-0.17354720748416066,-0.34732310010490686,-0.04093,0.02077,-0.1295,-6.24,-36.18,-10.68
50.2279,82765.6515,-0.051695439209446435,-0.15585405435891997,-0.3158837883999226,-0.0672,-0.0055,-0.12095,-6.0,-36.36,-10.38
50.2393,82765.6725,-0.0980995101413517,-0.14894829751600905,-0.2318401430022181,-0.00855,0.00061,-0.08002,-6.06,-36.6,-10.38
50.2618,82765.6935,-0.11846629470182651,-0.14665720242696764,-0.10927420965014889,0.01955,-0.00672,-0.01527,-5.64,-36.72,-10.14
