AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0502,82715.4225,4.32,-36.78,-11.16
0.0585,82715.4425,3.78,-37.2,-11.22
0.0659,82715.4625,3.66,-36.9,-11.4
0.0721,82715.4825,3.78,-36.72,-11.16
0.0772,82715.5025,3.78,-36.54,-11.7
0.1014,82715.5225,4.08,-36.12,-12.18
0.1103,82715.5426,3.66,-36.3,-11.94
0.1367,82715.5625,3.48,-36.6,-11.94
0.1524,82715.5825,3.42,-36.78,-11.46
0.1703,82715.6026,2.94,-37.08,-10.92
0.1902,82715.6225,3.06,-36.9,-11.1
0.2103,82715.6425,2.76,-36.78,-10.98
0.2302,82715.6626,1.74,-36.72,-11.34
0.2511,82715.6825,1.32,-36.9,-12.06
0.2744,82715.7025,0.48,-37.14,-11.76
0.2907,82715.7225,-0.3,-36.78,-12.42
0.3149,82715.7425,-0.54,-36.66,-12.54
0.3332,82715.7625,-0.36,-36.84,-12.78
0.3509,82715.7825,-0.48,-36.42,-13.74
0.3817,82715.8025,-0.78,-36.3,-13.92
0.3911,82715.8225,-1.08,-36.3,-13.98
0.4257,82715.8425,-1.26,-36.24,-13.26
0.4317,82715.8625,-1.56,-36.9,-11.46
0.4507,82715.8825,-1.56,-37.98,-9.48
0.4758,82715.9025,-1.26,-38.88,-7.5
0.5026,82715.9235,-1.62,-38.94,-5.7
0.5192,82715.9435,-1.74,-39.18,-5.16
0.5323,82715.9635,-2.46,-39,-5.1
0.5511,82715.9835,-3.24,-38.82,-5.88
0.5711,82716.0035,-3.6,-39.24,-7.5
0.5911,82716.0235,-4.26,-38.64,-8.82
0.6111,82716.0435,-4.8,-38.34,-10.14
0.6323,82716.0636,-5.4,-38.1,-11.34
0.6513,82716.0835,-6.48,-37.44,-11.64
0.6857,82716.1035,-7.62,-37.32,-12.66
0.6978,82716.1245,-8.34,-37.14,-13.44
0.7163,82716.1445,-9.06,-36.24,-14.88
0.7434,82716.1645,-9.72,-35.64,-16.68
0.756,82716.1845,-9.9,-35.1,-18.18
0.7764,82716.2045,-9.9,-34.68,-19.5
0.7971,82716.2245,-9.78,-34.68,-20.28
0.813,82716.2445,-9.72,-34.14,-20.7
0.8323,82716.2645,-10.2,-33,-20.76
0.8536,82716.2845,-10.74,-32.34,-20.88
0.8747,82716.3045,-10.86,-31.92,-19.98
0.8945,82716.3245,-10.92,-32.1,-19.32
0.9133,82716.3445,-10.26,-33.12,-18.3
0.9353,82716.3645,-9.42,-33.36,-17.22
0.9643,82716.3845,-9.12,-34.08,-16.2
0.9742,82716.4046,-8.82,-34.86,-14.64
1.0006,82716.4245,-8.7,-35.04,-12.66
1.0252,82716.4445,-8.52,-36.06,-10.38
1.0463,82716.4646,-7.62,-36.42,-8.16
1.0591,82716.4845,-6.6,-36.72,-6.06
1.0739,82716.5045,-5.46,-37.2,-4.32
1.0983,82716.5246,-4.02,-37.32,-3.18
1.1188,82716.5445,-2.64,-37.86,-2.16
1.1334,82716.5645,-1.14,-37.74,-1.86
1.1529,82716.5845,0.6,-37.92,-1.44
