AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,yaw_deg_ori,yaw_deg_ori_cal,yaw_deg,yaw_error,Quat_w,Quat_x,Quat_y,Quat_z,q_w,q_x,q_y,q_z,quat_angle_error_deg
0.0534,82715.4278,2.202644932357657,-1.943058848759744,-0.9641984288128445,0.2528114267158475,0.4192572924879133,-0.43502446680652984,-0.0524096327349266,12.713065989687287,-36.52918615186547,-178.48587,-179.00040103632588,0.0,178.48587,0.0983155552674859,0.18044634,-0.43372902,-0.8772983,1.0,0.0,0.0,0.0,168.71563820007876
0.0614,82715.4479,1.076940684077817,-0.726042679127664,0.02291800778626296,0.28833262948369803,0.44988662903273463,-0.5328870953059816,0.016001992164972667,12.818203390630389,-36.495786462061965,-178.448471,-178.9762003367752,0.0,178.448471,0.0953990774275664,0.17488416,-0.43261629,-0.87929386,1.0,0.0,0.0,0.0,169.05142082245104
0.0683,82715.4679,0.34214473214302843,0.2662216344102859,0.7656503652611537,0.2705650461340058,0.4508489928860861,-0.5878823186916375,-0.23493998715151554,13.093283369456724,-36.374932992385084,-178.055893,-178.71280431725756,0.0,178.055893,0.091388516483654,0.16391976,-0.42892963,-0.88362765,1.0,0.0,0.0,0.0,169.51301508673583
0.0743,82715.4878,0.03754422771376284,0.8868008841927741,1.1310814025883467,0.18635900763545968,0.43190746567039606,-0.5898277357221333,-0.327901083301268,13.304856472166778,-36.24769108885681,-178.30452,-178.87502359201002,0.0,178.30452,0.083862143961705,0.15311326,-0.42599908,-0.88772082,1.0,0.0,0.0,0.0,170.3788062098227
0.0788,82715.5079,0.07055662505965551,0.9972726125471159,1.142470284807498,0.04604113841332116,0.4467424749906762,-0.5780049754570796,-0.28215674878496755,13.44779349592022,-36.14054484264732,-178.660522,-179.1072846380286,0.0,178.660522,0.0784503032357727,0.14761606,-0.423372,-0.89039946,1.0,0.0,0.0,0.0,171.00101066055382
0.1029,82715.5279,0.22112416233803373,0.7123507079436155,0.9390778304222636,-0.1156961887183159,0.5303263719345126,-0.607681108015724,-0.15640399029786833,13.439105144244792,-36.11088386047358,-178.725967,-179.1480677852139,0.0,178.725967,0.0785701858884485,0.14902391,-0.42248127,-0.89057744,1.0,0.0,0.0,0.0,170.987230585613
0.1116,82715.5479,0.422026261051856,0.2687620651444025,0.6292903281785946,-0.24841445039803872,0.6732876043545528,-0.6877840237826472,-0.18289688834790307,13.358708559950289,-36.14115001467623,-178.765793,-179.18063782251056,0.0,178.765793,0.0767213786543304,0.14506651,-0.42432833,-0.8905139,1.0,0.0,0.0,0.0,171.19972985317384
0.1375,82715.5679,0.520535191315871,-0.1378184987303408,0.2567841298692777,-0.305185639164336,0.8297340508938176,-0.7764362448847558,-0.4261852034103205,13.278941078228323,-36.196288485093945,-178.659531,-179.12418697186985,0.0,178.659531,0.0727027303877194,0.13426261,-0.42806628,-0.89075649,1.0,0.0,0.0,0.0,171.66152398594056
0.154,82715.5879,0.4621914506514694,-0.39952850979489796,-0.11199821527925735,-0.2567940488356193,0.9458659194725794,-0.8295128930470658,-0.7518483795690812,13.172787618942143,-36.264450784710476,-178.380112,-178.96291778729184,0.0,178.380112,0.0684608023846281,0.12069046,-0.43308413,-0.89060938,1.0,0.0,0.0,0.0,172.14882884058264
0.1714,82715.6079,0.35148365706093754,-0.4863784113137486,-0.3565001417505158,-0.10272750888251214,0.9961147694091703,-0.8238350110009008,-1.028577944461416,13.082389650257438,-36.31462342497419,-178.040314,-178.76958915698805,0.0,178.040314,0.064076539056521,0.1065325,-0.43786561,-0.89040369,1.0,0.0,0.0,0.0,172.6523356207635
