AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,PitchX,RollY,YawZ,Quat_w,Quat_x,Quat_y,Quat_z
0.0534,82715.4278,-3.41653,8.24802,2.63123,-0.26634,-0.6017,-0.0452,4.32,-36.78,-11.16,52.797283,22.493883,-178.48587,0.09831555526748594,0.18044634,-0.43372902,-0.8772983
0.0614,82715.4479,-2.9329,8.66222,4.01986,-0.62308,-1.12949,0.03421,3.78,-37.2,-11.22,52.576145,21.731277,-178.448471,0.0953990774275664,0.17488416,-0.43261629,-0.87929386
0.0683,82715.4679,-1.87705,10.62307,7.9679,-0.48258,-1.36773,-0.21014,3.66,-36.9,-11.4,51.997971,20.070454,-178.055893,0.09138851648365406,0.16391976,-0.42892963,-0.88362765
0.0743,82715.4878,-1.83635,7.15148,9.72046,-0.20281,-0.93646,-0.35247,3.78,-36.72,-11.16,51.44566,18.755224,-178.30452,0.08386214396170508,0.15311326,-0.42599908,-0.88772082
0.0788,82715.5079,-1.87466,5.04698,8.4659,-0.10934,0.11973,-0.08308,3.78,-36.54,-11.7,50.995964,18.187622,-178.660522,0.07845030323577278,0.14761606,-0.423372,-0.89039946
0.1029,82715.5279,-3.05261,8.837,4.99191,0.12156,-0.25595,0.0898,4.08,-36.12,-12.18,50.888721,18.392859,-178.725967,0.07857018588844854,0.14902391,-0.42248127,-0.89057744
0.1116,82715.5479,-3.82354,8.54012,5.07092,0.25229,-1.11483,0.20831,3.66,-36.3,-11.94,51.077831,17.914923,-178.765793,0.0767213786543304,0.14506651,-0.42432833,-0.8905139
0.1375,82715.5679,-3.06697,8.78672,6.12676,0.37629,-1.45814,0.35552,3.48,-36.6,-11.94,51.455883,16.497244,-178.659531,0.07270273038771949,0.13426261,-0.42806628,-0.89075649
0.154,82715.5879,-1.59933,7.88889,5.68623,0.40256,-1.51983,0.37813,3.42,-36.78,-11.46,51.993679,14.644795,-178.380112,0.06846080238462815,0.12069046,-0.43308413,-0.89060938
0.1714,82715.6079,-0.92416,6.99586,5.16429,0.20281,-1.26693,0.35858,2.94,-37.08,-10.92,52.505039,12.678871,-178.040314,0.06407653905652108,0.1065325,-0.43786561,-0.89040369
0.1914,82715.6278,-0.78051,7.57047,3.89297,-0.24923,-1.0122,0.2474,3.06,-36.9,-11.1,52.760319,11.012774,-177.657639,0.06085258338913683,0.0949862,-0.44042516,-0.89067405
0.2128,82715.6478,-1.42694,8.4635,4.98712,-0.69272,-1.10078,0.22052,2.76,-36.78,-10.98,52.475056,9.586213,-177.364487,0.057485746976201006,0.08506037,-0.43870732,-0.89274633
0.2314,82715.6679,-1.14443,8.22408,6.49547,-0.76969,-1.23517,0.19487,1.74,-36.72,-11.34,51.743164,7.96189,-176.998993,0.05378657011387637,0.07384393,-0.43351766,-0.89650238
0.2629,82715.6879,-2.19788,7.24007,9.92636,-0.56627,-0.36652,0.21564,1.32,-36.9,-12.06,50.878128,6.371832,-176.730942,0.04958176507675426,0.06240076,-0.42728096,-0.90059912
0.2756,82715.7079,-2.39181,7.11557,6.29436,-0.45021,-0.17959,0.28283,0.48,-37.14,-11.76,50.306755,5.982851,-176.509735,0.049699179848433334,0.06014238,-0.42282826,-0.90284503
0.2966,82715.7279,-4.57771,9.50019,7.38372,-0.81551,-0.05437,0.31643,-0.3,-36.78,-12.42,49.697235,5.998298,-176.423035,0.05025780854279914,0.06055126,-0.41796046,-0.90505069
0.3161,82715.7479,-6.03099,9.44752,10.45069,-0.85704,0.3653,0.55894,-0.54,-36.66,-12.54,48.677456,6.188414,-176.192383,0.05245753542150551,0.06282505,-0.40966842,-0.90855545
0.3355,82715.7679,-5.77481,9.32542,10.45787,-0.50519,1.46241,0.90164,-0.36,-36.84,-12.78,47.69664,6.864321,-175.583267,0.059367453370435516,0.07026641,-0.40118191,-0.91136777
0.3536,82715.7879,-3.77326,11.20008,9.40442,0.27672,1.0006,0.92363,-0.48,-36.42,-13.74,47.346809,8.0504,-174.380951,0.07293020052045875,0.08384331,-0.39689964,-0.9111104
0.3853,82715.8079,-2.99993,10.60631,11.315,1.51128,-0.59865,0.3036,-0.78,-36.3,-13.92,47.965912,8.268991,-173.360748,0.08202423821962072,0.08923845,-0.40091228,-0.9080627
0.3934,82715.8279,-3.1388,8.30549,13.31176,2.97186,-1.12766,-0.05986,-1.08,-36.3,-13.98,50.064079,7.473808,-173.469467,0.07903095023698135,0.08300684,-0.41817629,-0.9011063
0.4274,82715.8479,-3.44047,5.96874,10.30225,3.50392,-0.08063,0.08002,-1.26,-36.24,-13.26,53.143356,7.638072,-174.620361,0.07163914633222382,0.08045014,-0.44303635,-0.89000809
0.4329,82715.8679,-2.43969,5.21457,5.49469,2.78371,0.79168,0.42333,-1.56,-36.9,-11.46,56.323982,8.961752,-175.578522,0.07074964845762678,0.08697673,-0.46751624,-0.87684554
0.453,82715.8879,-1.39582,4.3359,3.63679,1.57664,1.45508,0.66157,-1.56,-37.98,-9.48,58.438885,10.515067,-175.736008,0.07703189264690194,0.09800144,-0.48279053,-0.86681896
0.4773,82715.9079,-0.38547,3.5506,2.02549,0.72876,1.81122,0.86743,-1.26,-38.88,-7.5,59.449055,11.889355,-174.975266,0.08916479283939284,0.11147204,-0.48874739,-0.86066812
0.5057,82715.9289,0.36392,2.81558,1.12767,-0.40134,2.50394,1.24555,-1.62,-38.94,-5.7,59.627884,12.698908,-173.166763,0.1062784368252551,0.12523264,-0.48753855,-0.85751259
0.5207,82715.9488,2.49715,4.11324,1.97761,-1.35001,3.63526,1.28465,-1.74,-39.18,-5.16,58.861534,12.782268,-169.445969,0.13406996124664883,0.14145024,-0.47733146,-0.85683823
0.5335,82715.9689,2.92093,3.61046,1.98719,-1.7935,3.59983,0.83994,-2.46,-39.0,-5.1,57.421692,13.485003,-165.514023,0.1657630099001554,0.16229852,-0.46027765,-0.85692841
0.5523,82715.9889,1.2809,2.18112,3.24893,-1.62734,1.94072,0.65851,-3.24,-38.82,-5.88,55.612633,14.840737,-162.830597,0.19049932928120825,0.18200506,-0.44034275,-0.85830206
0.5722,82716.0088,-0.34237,0.4956,8.65265,-1.18935,1.20218,1.27732,-3.6,-39.24,-7.5,53.5145,13.93703,-159.936646,0.2081779118428152,0.1845208,-0.42118275,-0.86326075
0.5924,82716.0289,2.44687,1.07021,7.10599,-0.77763,1.94744,2.10321,-4.26,-38.64,-8.82,51.665756,11.618001,-155.638718,0.23204473699755468,0.18051566,-0.40452924,-0.86598235
0.6134,82716.0489,4.52265,2.37505,6.33506,-0.54978,2.31151,2.39642,-4.8,-38.34,-10.14,50.356667,8.905872,-150.138748,0.2643813176955643,0.17717397,-0.39172941,-0.86328441
0.6336,82716.0689,5.76045,4.0462,4.94881,-0.45571,2.12215,2.29685,-5.4,-38.1,-11.34,49.44458,6.152733,-144.420044,0.2984970900315304,0.17401136,-0.3827545,-0.85680717
0.6528,82716.0889,6.86178,5.85861,3.94804,-0.6524,1.77701,1.99814,-6.48,-37.44,-11.64,48.771626,3.210558,-138.913696,0.33031148431049007,0.1687196,-0.377518,-0.84847403
0.688,82716.1089,7.18261,6.7301,4.06296,-1.00548,1.53938,1.51495,-7.62,-37.32,-12.66,47.902832,0.414831,-134.15036,0.3573323106736046,0.16117744,-0.37260655,-0.84113008
0.7024,82716.1299,6.79235,6.90967,5.284,-1.25655,1.38727,0.9389,-8.34,-37.14,-13.44,46.656364,-1.755828,-130.503204,0.3788563727956279,0.15298142,-0.36547449,-0.83635694
0.7191,82716.1499,6.63673,8.02536,6.09803,-1.32191,1.29015,0.51496,-9.06,-36.24,-14.88,45.18166,-3.104529,-128.018982,0.3950960706852907,0.14579935,-0.35613078,-0.83415377
0.7456,82716.1699,6.60081,8.6718,5.782,-1.40682,0.99449,0.06414,-9.72,-35.64,-16.68,43.842281,-3.910409,-126.504829,0.4059033105933664,0.13965884,-0.34743395,-0.83368313
0.7661,82716.1899,5.31752,9.38048,6.47632,-1.5235,0.55528,-0.24496,-9.9,-35.1,-18.18,42.51078,-4.412976,-125.895668,0.41111828557441943,0.1327989,-0.3389425,-0.8357417
0.7779,82716.2099,3.82354,10.67814,8.08761,-1.32741,-0.29627,-0.25351,-9.9,-34.68,-19.5,41.196938,-4.873978,-125.933029,0.4117438954176586,0.12430645,-0.33118463,-0.83984023
0.7995,82716.2299,4.14197,12.48097,11.50414,-0.60415,-1.43187,0.00611,-9.78,-34.68,-20.28,40.212605,-6.249557,-126.065781,0.408507935633897,0.11003479,-0.32914194,-0.84420329
0.8141,82716.2499,6.11719,13.86961,12.58871,0.19853,-2.02624,-0.09957,-9.72,-34.14,-20.7,39.743225,-8.06286,-126.480049,0.4010586074347296,0.09363233,-0.33252776,-0.84841633
