AppTimestamp(s),SensorTimestamp(s),gyro_x,gyro_y,gyro_z
0.0517,82715.4268,-0.26634,-0.6017,-0.0452
0.057,82715.4369,-0.47464,-0.84055,0.03054
0.0599,82715.4469,-0.62308,-1.12949,0.03421
0.0646,82715.4569,-0.6408,-1.31519,-0.01649
0.0671,82715.4669,-0.48258,-1.36773,-0.21014
0.0708,82715.4769,-0.32132,-1.26999,-0.35797
0.0734,82715.4868,-0.20281,-0.93646,-0.35247
0.0763,82715.4968,-0.16554,-0.47586,-0.17715
0.078,82715.5069,-0.10934,0.11973,-0.08308
0.0806,82715.5169,-0.00305,0.1576,0.01955
0.1021,82715.5269,0.12156,-0.25595,0.0898
0.1058,82715.5369,0.18815,-0.69089,0.12095
0.1112,82715.5469,0.25229,-1.11483,0.20831
0.1356,82715.5568,0.30971,-1.35918,0.29077
0.1371,82715.5669,0.37629,-1.45814,0.35552
0.1395,82715.5769,0.41111,-1.48929,0.36896
0.1531,82715.5869,0.40256,-1.51983,0.37813
0.1592,82715.5969,0.34636,-1.44897,0.37874
0.171,82715.6069,0.20281,-1.26693,0.35858
0.1791,82715.6168,0.03787,-1.10567,0.31521
0.191,82715.6268,-0.24923,-1.0122,0.2474
0.1991,82715.6368,-0.49786,-1.03358,0.22663
0.2121,82715.6468,-0.69272,-1.10078,0.22052
0.2192,82715.6569,-0.78007,-1.15698,0.21869
0.231,82715.6669,-0.76969,-1.23517,0.19487
0.2398,82715.6768,-0.697,-1.23089,0.17104
0.2569,82715.6869,-0.56627,-0.36652,0.21564
0.2736,82715.6969,-0.38118,-0.16005,0.26878
0.275,82715.7069,-0.45021,-0.17959,0.28283
0.288,82715.7169,-0.62675,-0.12889,0.27122
0.2918,82715.7269,-0.81551,-0.05437,0.31643
0.2994,82715.7368,-0.87415,0.01344,0.42333
0.3156,82715.7468,-0.85704,0.3653,0.55894
0.3206,82715.7567,-0.75869,0.86376,0.66951
0.3346,82715.7669,-0.50519,1.46241,0.90164
0.3399,82715.7768,-0.20708,1.48929,1.01098
0.3523,82715.7869,0.27672,1.0006,0.92363
0.3772,82715.7968,0.74648,0.31032,0.67867
0.3827,82715.8068,1.51128,-0.59865,0.3036
0.3873,82715.8169,2.25348,-1.11972,0.08613
0.3926,82715.8269,2.97186,-1.12766,-0.05986
0.4247,82715.8369,3.3732,-0.65973,-0.06292
0.4265,82715.8469,3.50392,-0.08063,0.08002
0.4311,82715.8569,3.3396,0.39584,0.26328
0.4324,82715.8668,2.78371,0.79168,0.42333
0.4405,82715.8769,2.16368,1.11177,0.53084
0.4516,82715.8869,1.57664,1.45508,0.66157
0.4663,82715.8969,1.19852,1.6194,0.75381
0.4766,82715.9069,0.72876,1.81122,0.86743
0.4825,82715.9169,0.23274,2.04212,1.03542
0.5052,82715.9279,-0.40134,2.50394,1.24555
0.5072,82715.9379,-0.90958,3.07571,1.32497
0.5203,82715.9478,-1.35001,3.63526,1.28465
0.5257,82715.9578,-1.63956,3.84356,1.10628
0.533,82715.9679,-1.7935,3.59983,0.83994
0.5401,82715.9779,-1.77517,2.91261,0.68417
0.5518,82715.9879,-1.62734,1.94072,0.65851
0.5601,82715.9978,-1.41965,1.20646,0.83627
0.5717,82716.0078,-1.18935,1.20218,1.27732
0.5812,82716.0178,-0.97372,1.73852,1.70004
0.5918,82716.0279,-0.77763,1.94744,2.10321
0.6001,82716.0379,-0.67073,2.17102,2.3109
0.6126,82716.0479,-0.54978,2.31151,2.39642
0.6244,82716.0578,-0.48381,2.30418,2.36955
0.633,82716.0679,-0.45571,2.12215,2.29685
0.6402,82716.0778,-0.50152,1.96149,2.19056
0.6522,82716.0879,-0.6524,1.77701,1.99814
0.6602,82716.0979,-0.82711,1.64139,1.77029
0.6868,82716.1079,-1.00548,1.53938,1.51495
0.6964,82716.1179,-1.14659,1.45447,1.24678
0.7006,82716.1289,-1.25655,1.38727,0.9389
0.7044,82716.1389,-1.29259,1.32313,0.72876
0.718,82716.1489,-1.32191,1.29015,0.51496
0.7313,82716.1589,-1.34574,1.20585,0.29993
0.7446,82716.1688,-1.40682,0.99449,0.06414
0.7472,82716.1789,-1.4789,0.76786,-0.11729
0.7628,82716.1889,-1.5235,0.55528,-0.24496
0.7677,82716.1989,-1.4844,0.24923,-0.29627
0.7772,82716.2089,-1.32741,-0.29627,-0.25351
0.7855,82716.2189,-1.04763,-0.89309,-0.12523
0.7988,82716.2288,-0.60415,-1.43187,0.00611
