AppTimestamp(s),MAC,Frequency,RSSI
2.9305,20:23:00:00:00:12,2417,-48
2.9305,20:23:00:00:00:73,2437,-62
2.9305,20:23:00:00:00:69,2422,-70
2.9305,20:23:00:00:00:15,2452,-71
2.9305,20:23:00:00:00:65,2437,-71
2.9305,20:23:00:00:00:82,2462,-74
2.9305,20:23:00:00:00:44,2462,-74
2.9305,20:23:00:00:00:90,2437,-75
2.9305,20:23:00:00:00:55,2427,-76
2.9305,20:23:00:00:00:01,2437,-77
2.9305,20:23:00:00:01:01,2462,-82
2.9305,20:23:00:00:00:45,2412,-82
2.9305,20:23:00:00:00:98,2462,-83
2.9305,20:23:00:00:00:80,5220,-85
2.9305,20:23:00:00:01:43,2462,-87
2.9305,20:23:00:00:00:88,2462,-87
2.9305,20:23:00:00:01:07,5260,-89
2.9305,20:23:00:00:01:11,5240,-89
6.9116,20:23:00:00:00:12,2417,-52
6.9116,20:23:00:00:00:69,2422,-70
6.9116,20:23:00:00:00:65,2437,-71
6.9116,20:23:00:00:00:44,2462,-72
6.9116,20:23:00:00:00:90,2437,-73
6.9116,20:23:00:00:00:73,2437,-74
6.9116,20:23:00:00:00:82,2462,-74
6.9116,20:23:00:00:00:15,2452,-74
6.9116,20:23:00:00:00:45,2412,-78
6.9116,20:23:00:00:01:01,2462,-79
6.9116,20:23:00:00:00:80,5220,-85
6.9116,20:23:00:00:00:79,5220,-86
6.9116,20:23:00:00:03:11,2462,-91
6.9116,20:23:00:00:01:00,2472,-92
10.9281,20:23:00:00:00:12,2417,-57
10.9281,20:23:00:00:00:73,2437,-66
10.9281,20:23:00:00:00:82,2462,-74
10.9281,20:23:00:00:00:65,2437,-74
10.9281,20:23:00:00:00:44,2462,-74
10.9281,20:23:00:00:00:15,2452,-76
10.9281,20:23:00:00:00:69,2422,-79
10.9281,20:23:00:00:00:90,2437,-79
10.9281,20:23:00:00:00:79,5220,-82
10.9281,20:23:00:00:00:80,5220,-83
10.9281,20:23:00:00:00:01,2437,-84
10.9281,20:23:00:00:00:98,2462,-87
10.9281,20:23:00:00:01:11,5240,-88
10.9281,20:23:00:00:01:00,2472,-91
14.9107,20:23:00:00:00:12,2417,-54
14.9107,20:23:00:00:00:65,2437,-68
14.9107,20:23:00:00:00:73,2437,-69
14.9107,20:23:00:00:00:15,2452,-71
14.9107,20:23:00:00:00:55,2427,-71
14.9107,20:23:00:00:00:90,2437,-72
14.9107,20:23:00:00:00:82,2462,-73
14.9107,20:23:00:00:00:44,2462,-73
14.9107,20:23:00:00:00:69,2422,-76
14.9107,20:23:00:00:00:01,2437,-79
14.9107,20:23:00:00:01:01,2462,-80
14.9107,20:23:00:00:00:45,2412,-82
14.9107,20:23:00:00:00:80,5220,-83
14.9107,20:23:00:00:00:79,5220,-83
14.9107,20:23:00:00:01:11,5240,-87
14.9107,20:23:00:00:03:25,2437,-90
14.9107,20:23:00:00:00:88,2462,-91
14.9107,20:23:00:00:03:11,2462,-93
18.9316,20:23:00:00:00:12,2417,-51
18.9316,20:23:00:00:00:73,2437,-65
18.9316,20:23:00:00:00:44,2462,-71
18.9316,20:23:00:00:00:69,2422,-72
18.9316,20:23:00:00:00:65,2437,-72
18.9316,20:23:00:00:00:15,2452,-75
18.9316,20:23:00:00:00:55,2427,-78
18.9316,20:23:00:00:03:11,2462,-79
18.9316,20:23:00:00:00:90,2437,-80
18.9316,20:23:00:00:00:01,2437,-84
18.9316,20:23:00:00:00:98,2462,-86
18.9316,20:23:00:00:00:80,5220,-87
18.9316,20:23:00:00:01:43,2462,-88
18.9316,20:23:00:00:01:60,2412,-89
22.915,20:23:00:00:00:12,2417,-51
22.915,20:23:00:00:00:73,2437,-68
