AppTimestamp(s),Latitude_degrees,Longitude_degrees
61.1316,49.46113359,11.11131091
67.5105,49.46111334,11.11122953
75.2722,49.46117634,11.11119305
89.3588,49.46113158,11.11100646
95.1469,49.46117818,11.11097833
99.4418,49.46121844,11.11095482
103.7833,49.46124352,11.11091715
109.7426,49.46121216,11.1108519
141.2268,49.46121216,11.1108519
147.1314,49.46124352,11.11091715
151.0279,49.46121844,11.11095482
155.48,49.46117818,11.11097833
160.4343,49.46113158,11.11100646
173.0868,49.46117634,11.11119305
180.1838,49.46111334,11.11122953
186.532,49.46113359,11.11131091
