AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,yaw_deg_ori,yaw_deg_ori_cal,yaw_deg,yaw_error,Quat_w,Quat_x,Quat_y,Quat_z,q_w,q_x,q_y,q_z,quat_angle_error_deg
0.043,21969.9258,0.029044160168814503,-3.0287730518673914,-0.6623548634140874,-0.04179434259179221,0.19515519388538063,-0.4210576744312295,-3.3241693021218506,10.33103758360184,-30.068975123904522,132.853592,152.8970957749789,0.0,132.853592,0.2773062956607003,0.033741,0.47196299,0.83618999,1.0,0.0,0.0,0.0,147.8009968097072
0.0513,21969.9459,0.12289849061775326,-2.1502221643498554,-0.3128339237537361,0.2884551710204304,0.005423297631177104,-0.4655028308194922,-3.2267716633108208,10.050363442118094,-30.15245846124298,132.240845,152.51647496208193,0.0,132.24084500000004,0.2826672064663671,0.038374,0.47154701,0.83442801,1.0,0.0,0.0,0.0,147.1610867511777
0.0572,21969.9659,0.33808878815662213,-1.4721863694620734,-0.008712075231157357,0.5661886665898916,-0.17187402715510994,-0.5029219166117744,-3.033918059726899,10.038775817671972,-30.163473335205133,131.91861,151.93961677491274,0.0,131.91861,0.2887441973400661,0.042595,0.46700999,0.83469403,1.0,0.0,0.0,0.0,146.43442423677726
0.0778,21969.9859,0.7834286873913952,-1.0397433033385668,0.24120465385514223,0.7676776009157811,-0.31755747650617555,-0.52217241485225,-2.816913735244208,10.197284489877527,-30.130559095672478,131.666809,151.2068013096306,0.0,131.666809,0.2960027100533708,0.047716,0.460217,0.83564699,1.0,0.0,0.0,0.0,145.5646520177871
0.1127,21970.006,1.4345574113740285,-0.7712579512297699,0.4450985806037213,0.9074705679289985,-0.4029990870047569,-0.5097322256167691,-2.5404918909310243,10.332479015453925,-30.123838024253104,131.171371,150.29524485713696,0.0,131.17137100000002,0.3040145308357143,0.051232,0.45335901,0.83631098,1.0,0.0,0.0,0.0,144.6022288980165
0.1217,21970.026,2.164000161902281,-0.5486270554384687,0.6396346811340248,1.0106654989207353,-0.39461918615031294,-0.4635847845960032,-2.1707183129550938,10.405464413869108,-30.163214510215248,130.333466,149.14550180860022,0.0,130.333466,0.3131174084117314,0.052473,0.44661701,0.83650303,1.0,0.0,0.0,0.0,143.50559838841278
0.1266,21970.046,2.8014199994735334,-0.29707022766317426,0.8647369326439822,1.0859143613532158,-0.26193154987645334,-0.3988224410322637,-1.8084325720833867,10.502169568680461,-30.21409266181895,129.745544,148.04957786002916,0.0,129.745544,0.3207066569771817,0.05165,0.43882301,0.83780301,1.0,0.0,0.0,0.0,142.58866824216705
0.1462,21970.066,3.131288251619887,0.009610490644084368,1.1083999665282676,1.111797847362032,-0.008868693144293616,-0.3228006610181524,-1.477037132166604,10.600728608593496,-30.283103963629518,129.598816,147.16448398180935,0.0,129.598816,0.3253711627522934,0.048134,0.43007699,0.84074402,1.0,0.0,0.0,0.0,142.02387343589706
0.1647,21970.0861,3.062889826689606,0.21805128642683203,1.2653416993478288,1.045938171660488,0.30057807544686876,-0.2207091250595965,-1.2464021418024611,10.807173680619872,-30.327897178978922,129.902039,146.47683121766724,0.0,129.902039,0.3286051273801732,0.046111,0.41957101,0.84489799,1.0,0.0,0.0,0.0,141.63173148703078
0.1865,21970.1061,2.7923435777611916,0.13400059077188775,1.2206277579288027,0.8678611837253931,0.5593239521809854,-0.058718793694204185,-1.4225877609334443,11.132389551293477,-30.327772445241383,130.636932,146.1999151340523,0.0,130.636932,0.3313985908177643,0.053352,0.409444,0.848342,1.0,0.0,0.0,0.0,141.29262748656612
0.2088,21970.1261,2.4727789258785657,-0.2890910405331364,1.028544752502249,0.6066343578344771,0.6896003596210675,0.20372910507456604,-1.9222361807410255,11.346481743085802,-30.358205886988404,131.591217,146.360479528652,0.0,131.59121700000003,0.3323238567123336,0.06522,0.4025,0.85047102,1.0,0.0,0.0,0.0,141.18023005680521
0.2246,21970.1461,2.195861272104941,-0.9689122432600805,0.8562940171069506,0.3277463826575865,0.6807307347176791,0.5621398998649323,-2.427623212657984,11.181366618660766,-30.522830539220628,132.425537,146.81728346207072,0.0,132.42553699999996,0.3301630431547412,0.072181,0.400529,0.85167998,1.0,0.0,0.0,0.0,141.4426563148383
0.2511,21970.1661,2.0948578643695526,-1.755999618026701,0.8519484374308632,0.1135237205502421,0.5836928508149463,0.9624525794031591,-2.7864001666380727,10.691342294696156,-30.796110296904068,132.870575,147.28151473738728,0.0,132.87057500000003,0.327162826298496,0.073928,0.40233001,0.85183901,1.0,0.0,0.0,0.0,141.80667845697525
