AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z
0.043,21969.9258,-3.39029,8.57869,2.72468
0.0513,21969.9459,-3.07185,8.47813,3.7231
0.0572,21969.9659,-2.2602,8.43742,5.02319
0.0778,21969.9859,-1.56825,8.14532,5.70795
0.1127,21970.006,-3.61536,8.41588,5.75105
0.1217,21970.026,-4.42941,7.46774,5.77499
0.1266,21970.046,-4.45814,6.46933,6.09582
0.1462,21970.066,-6.12934,6.24187,8.33208
0.1647,21970.0861,-6.40947,6.54834,9.68963
0.1865,21970.1061,-3.67761,6.83087,9.21796
0.2088,21970.1261,-1.59459,6.16047,8.87558
0.2246,21970.1461,-2.09738,6.57707,7.58985
0.2511,21970.1661,-4.17083,7.45338,5.76541
0.2642,21970.1861,-5.52838,8.5308,4.32167
0.2963,21970.2061,-5.76302,8.92107,5.91146
0.3172,21970.2261,-5.36078,8.1118,8.01124
0.3386,21970.2461,-6.18202,8.02082,9.17007
0.3456,21970.2661,-5.32487,8.18363,8.34405
0.3691,21970.2861,-2.52596,7.08705,6.84044
0.3843,21970.3061,-2.3416,6.05752,8.46137
0.4063,21970.3261,-3.04312,4.63771,11.15493
0.4263,21970.3461,-1.53712,2.65764,11.14535
0.4474,21970.3661,-0.43576,1.76219,9.38077
0.4642,21970.3861,1.48684,1.7574,7.47732
0.4882,21970.4061,3.37593,1.66642,6.22033
0.5053,21970.4261,4.81489,2.43019,5.34642
0.5274,21970.446,5.74626,3.10059,5.57148
0.5543,21970.466,5.69598,3.28495,6.35441
0.5778,21970.486,5.5212,2.95214,6.68003
0.5875,21970.506,5.83724,3.27776,5.83006
0.6076,21970.526,6.46215,4.07027,4.13012
0.6243,21970.546,6.28737,4.77658,3.49325
0.6491,21970.566,6.51961,6.14371,3.96971
0.6688,21970.586,7.59703,6.01921,5.50923
0.6863,21970.606,6.78777,7.00565,6.70636
0.7128,21970.626,5.07347,8.69122,8.26025
0.727,21970.646,4.91305,9.95779,10.01286
0.7514,21970.666,6.88833,10.21158,9.67766
0.7646,21970.686,7.30014,9.43823,9.00966
0.7865,21970.706,4.76221,9.0767,9.19162
0.8173,21970.726,3.28734,8.78938,10.38158
0.8277,21970.746,2.32245,8.35123,11.32253
0.8485,21970.766,2.05908,8.30574,9.99131
0.8645,21970.786,2.26977,8.66488,8.55235
0.886,21970.806,2.4254,8.56432,8.01843
0.9074,21970.826,2.06626,7.74308,8.20757
0.9243,21970.846,1.37431,7.04635,8.1118
0.9558,21970.8659,0.69195,6.40947,8.10223
0.9761,21970.8859,-0.10295,5.44937,7.68083
0.9858,21970.9059,-0.50759,4.65208,6.36877
1.0072,21970.9259,-1.29051,4.17083,5.07826
1.0265,21970.9459,-2.31048,3.96252,4.10379
1.057,21970.9659,-2.60976,3.97689,4.00562
1.0676,21970.9859,-2.70074,3.91943,4.02238
1.0904,21971.0059,-3.87154,3.69676,4.53476
1.1107,21971.0259,-4.73109,3.5555,4.44856
1.1245,21971.0459,-5.29135,3.43339,3.95295
1.1485,21971.0659,-5.86837,3.51001,3.73028
1.1641,21971.0859,-7.05832,3.76141,4.76461
1.1844,21971.1059,-7.14212,3.94576,4.85559
1.2061,21971.1259,-7.31212,3.79971,5.40627
1.2258,21971.1459,-8.10701,3.83802,6.79735
1.2583,21971.1659,-9.00966,4.16125,8.49728
1.3125,21971.1859,-9.3688,4.07984,9.71357
1.3309,21971.2059,-9.31612,4.79094,10.14933
1.3349,21971.2259,-9.19162,6.23948,11.42069
1.3367,21971.2459,-6.96016,8.05434,13.19245
1.3507,21971.2659,-3.51719,9.28979,13.65455
1.3648,21971.2858,-1.52276,10.30017,13.34808
1.4025,21971.3058,-2.40146,10.80776,13.45343
1.4118,21971.3258,-3.43339,10.46059,13.64018
1.4288,21971.3458,-3.6393,9.61062,12.62741
1.448,21971.3658,-4.04632,8.46855,11.07352
1.4661,21971.3858,-4.17322,7.51563,10.32172
1.4839,21971.4058,-4.0559,6.87636,9.28739
1.5085,21971.4258,-4.03675,5.9809,8.05434
1.5308,21971.4458,-4.01999,5.09981,7.16606
1.5492,21971.4658,-3.72789,4.37673,7.41028
1.5663,21971.4858,-3.33762,3.20593,7.21874
1.5839,21971.5058,-2.47807,2.57145,6.62975
1.6068,21971.5258,-1.18038,2.2147,5.3967
1.6269,21971.5458,-0.50759,2.07344,4.73109
1.6517,21971.5658,-0.20591,2.12372,4.53715
1.6729,21971.5858,0.59617,2.27217,4.49884
1.6865,21971.6058,1.17559,2.08062,4.6425
1.7074,21971.6258,1.30488,1.97049,5.18361
1.7272,21971.6458,2.20513,2.53793,4.86277
1.7486,21971.6658,3.54832,3.36156,4.348
1.7665,21971.6857,5.27219,4.24265,4.59461
1.7924,21971.7057,6.8572,5.3943,5.5619
1.8078,21971.7257,7.54915,6.42384,6.30173
1.8351,21971.7457,7.70717,7.43422,5.92344
1.8509,21971.7657,7.34324,7.86519,5.62894
1.9119,21971.7857,6.15568,8.42785,5.19318
1.9129,21971.8057,5.12614,8.37278,5.71035
1.9139,21971.8257,4.84362,8.76305,6.62975
1.9362,21971.8457,4.98488,9.17726,7.08466
1.9446,21971.8657,5.22431,9.26584,7.57309
1.9648,21971.8857,5.67204,9.44781,7.39113
1.9858,21971.9057,6.24427,9.75667,6.86678
2.007,21971.9257,6.17723,10.06314,6.72791
2.0238,21971.9457,5.6864,10.06553,7.53718
2.0616,21971.9657,4.99925,9.91948,8.75347
2.0654,21971.9857,4.49645,9.72554,9.00247
2.0833,21972.0057,3.67282,9.35683,8.92107
2.1064,21972.0257,3.17481,8.67446,8.13814
2.1267,21972.0457,2.85158,8.54996,7.30014
2.1467,21972.0657,2.88271,8.32729,6.68003
2.1663,21972.0857,3.16523,7.67604,6.273
2.1846,21972.1056,2.64089,6.91467,6.05752
2.2171,21972.1256,1.73345,6.01202,5.38951
2.2293,21972.1456,0.74701,5.33684,4.22589
2.2443,21972.1656,0.52913,5.18121,3.34241
2.266,21972.1856,0.35196,5.02798,2.90665
2.2906,21972.2056,-0.06465,4.6018,2.47807
2.3173,21972.2256,-0.98644,4.30012,1.97049
2.3445,21972.2456,-3.20833,3.29452,2.30808
2.3478,21972.2656,-4.94418,3.72789,2.5499
2.3686,21972.2856,-5.90907,3.56508,3.82605
2.3841,21972.3056,-6.32328,3.68479,5.15487
2.4077,21972.3256,-5.45176,3.01679,5.1022
2.4278,21972.3456,-7.32169,3.24185,3.64648
2.4506,21972.3656,-8.00406,3.60338,3.3017
2.4666,21972.3856,-7.70478,2.82285,3.48846
2.4905,21972.4056,-9.5771,2.8013,4.9777
2.5056,21972.4256,-10.38397,2.99763,6.5244
2.529,21972.4456,-10.34087,2.68877,7.90829
2.557,21972.4656,-11.07831,3.49804,8.22433
2.5688,21972.4855,-10.52044,5.25543,8.95219
2.5912,21972.5055,-8.6146,6.3999,9.97215
