AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
61.1316,49.461133589678,11.111310906195,-2
67.5105,49.461113340427,11.111229530531,-2
75.2722,49.461176340101,11.111193054533,-2
89.3588,49.461131579896,11.111006458661,-2
95.1469,49.46117818141,11.110978327932,-2
99.4418,49.46121844118,11.11095482278,-2
103.7833,49.461243515128,11.110917153464,-2
109.7426,49.461212163005,11.110851903311,-2
141.2268,49.461212163005,11.110851903311,-2
147.1314,49.461243515128,11.110917153464,-2
151.0279,49.46121844118,11.11095482278,-2
155.48,49.46117818141,11.110978327932,-2
160.4343,49.461131579896,11.111006458661,-2
173.0868,49.461176340101,11.111193054533,-2
180.1838,49.461113340427,11.111229530531,-2
186.532,49.461133589678,11.111310906195,-2
