AppTimestamp(s),ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
0.708,-90.0,,,,
1.2938,,-90.0,,,
1.3469,,,-72.0,,
1.3739,-94.0,,,,
1.5043,,-100.0,,,
1.5149,,,-81.0,,
1.5383,-91.0,,,,
1.6987,,-89.0,,,
1.7404,-90.0,,,,
3.1865,,,-81.0,,
3.1989,-91.0,,,,
3.3639,,-91.0,,,
3.378,,,-94.0,,
3.3847,-102.0,,,,
3.5621,,,-74.0,,
3.5914,-91.0,,,,
3.7571,,-98.0,,,
5.2227,,-99.0,,,
5.2367,,,-83.0,,
5.3846,,-96.0,,,
5.3979,,,-72.0,,
5.4385,-92.0,,,,
5.6066,,-92.0,,,
5.6275,,,-78.0,,
5.643,-93.0,,,,
7.0284,,-89.0,,,
7.2533,,,-75.0,,
7.2813,-100.0,,,,
7.4391,,-91.0,,,
7.464,,,-79.0,,
7.6624,,-106.0,,,
7.6733,,,-73.0,,
9.3138,,,-70.0,,
9.3544,-91.0,,,,
9.4911,,-94.0,,,
9.5022,,,-77.0,,
9.7069,,,-80.0,,
9.7589,-95.0,,,,
11.1268,,-96.0,,,
11.1401,,,-78.0,,
11.1733,-98.0,,,,
11.3472,,-93.0,,,
11.5616,,,-80.0,,
11.7494,,-93.0,,,
12.7565,,-97.0,,,
13.1863,,-89.0,,,
13.2105,,,-83.0,,
13.3832,,,-72.0,,
13.5899,,,-82.0,,
13.6277,-96.0,,,,
13.7725,,-91.0,,,
15.2278,,,-81.0,,
15.4135,,-96.0,,,
15.4309,,,-76.0,,
15.4911,-98.0,,,,
15.6211,,-95.0,,,
15.6562,,,-69.0,,
15.6999,-92.0,,,,
16.0738,,-92.0,,,
16.081,,,-84.0,,
16.2489,,-95.0,,,
16.3139,-99.0,,,,
16.4346,,-92.0,,,
16.4664,,,-73.0,,
16.5015,-90.0,,,,
16.6631,,-95.0,,,
16.6838,,,-78.0,,
16.8657,,,-72.0,,
16.9168,-100.0,,,,
17.0739,,-92.0,,,
17.0827,,,-78.0,,
17.1253,-94.0,,,,
17.2842,,,-91.0,,
17.473,,,-81.0,,
17.536,-100.0,,,,
17.6894,,-99.0,,,
17.6967,,,-75.0,,
17.8744,,-92.0,,,
17.8847,,,-78.0,,
17.9563,-92.0,,,,
19.3258,,-90.0,,,
19.337,,,-82.0,,
19.3853,-101.0,,,,
19.581,-93.0,,,,
21.1779,,,-76.0,,
21.5845,,,-82.0,,
21.6197,-95.0,,,,
21.7763,,-96.0,,,
21.7898,,,-71.0,,
23.2159,,-95.0,,,
23.2345,,,-75.0,,
23.2927,-94.0,,,,
23.4292,,-90.0,,,
23.4385,,,-82.0,,
23.6266,,-86.0,,,
23.6342,,,-87.0,,
25.1322,-90.0,,,,
25.4672,,-98.0,,,
25.4745,,,-82.0,,
25.669,,,-76.0,,
25.731,-93.0,,,,
27.1061,,-94.0,,,
27.1121,,,-80.0,,
27.1537,-92.0,,,,
27.372,-97.0,,,,
27.5105,,,-70.0,,
27.5626,-97.0,,,,
27.7358,,-83.0,,,
27.7511,,,-74.0,,
29.1831,,-84.0,,,
29.1951,,,-73.0,,
29.2082,-101.0,,,,
29.3747,,,-74.0,,
29.4029,-99.0,,,,
29.5762,,-98.0,,,
29.6021,,,-74.0,,
29.7632,,-98.0,,,
31.1718,,-92.0,,,
31.2024,,,-90.0,,
31.408,,,-74.0,,
31.5868,,-94.0,,,
31.6256,,,-80.0,,
31.6687,-101.0,,,,
33.2533,,,-74.0,,
33.4244,,-87.0,,,
33.4691,,,-77.0,,
33.5139,-99.0,,,,
33.6309,,-93.0,,,
33.6626,,,-87.0,,
35.2841,,-89.0,,,
35.3546,,,-77.0,,
35.4827,,-95.0,,,
35.52,,,-80.0,,
35.5489,-103.0,,,,
35.7111,,-101.0,,,
35.7343,,,-75.0,,
36.7507,,,-77.0,,
36.9252,,-95.0,,,
37.1385,,-99.0,,,
37.1596,,,-74.0,,
37.3413,,-89.0,,,
37.3595,,,-81.0,,
37.3758,-101.0,,,,
37.5623,,,-74.0,,
37.7971,,-88.0,,,
39.2115,,,-80.0,,
39.2181,,-90.0,,,
39.3914,,,-83.0,,
39.4106,,-98.0,,,
39.4313,-100.0,,,,
39.6129,,,-81.0,,
41.2511,,,-78.0,,
41.2761,,-96.0,,,
41.4368,,,-78.0,,
41.6454,,,-79.0,,
41.6745,,-92.0,,,
43.305,,,-77.0,,
43.3206,-98.0,,,,
43.4995,,,-79.0,,
43.5308,,-92.0,,,
43.7029,,,-79.0,,
45.1779,-98.0,,,,
45.3486,,,-74.0,,
45.5534,,,-87.0,,
45.7576,,,-74.0,,
45.7843,,-96.0,,,
45.8039,-96.0,,,,
46.2042,-98.0,,,,
46.3902,,,-86.0,,
46.397,,-92.0,,,
46.6059,,,-89.0,,
46.6196,-97.0,,,,
46.7776,,,-73.0,,
46.8001,,-92.0,,,
46.8203,-97.0,,,,
46.9927,,,-87.0,,
47.2256,,,-73.0,,
47.2359,-97.0,,,,
47.3847,,,-80.0,,
47.4083,,-92.0,,,
47.614,,,-74.0,,
47.6321,-96.0,,,,
47.8272,,,-83.0,,
47.8426,,-94.0,,,
49.2509,,,-86.0,,
49.2599,,-93.0,,,
49.2727,-101.0,,,,
49.4353,,,-78.0,,
49.4605,,-97.0,,,
49.4825,-98.0,,,,
49.6484,,,-74.0,,
51.1462,-98.0,,,,
51.3448,-98.0,,,,
51.4812,,,-74.0,,
51.5279,-99.0,,,,
51.6959,,,-83.0,,
51.7494,-96.0,,,,
53.1526,,,-84.0,,
53.1664,,-94.0,,,
53.3479,,,-80.0,,
