AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z
0.0587,88966.0218,-3.3447,8.78193,6.26563
0.0627,88966.0417,-6.60081,8.13071,6.71813
0.0654,88966.0618,-8.62631,9.34696,8.80587
0.0681,88966.0818,-7.31668,12.27747,9.57202
0.0723,88966.1017,-3.72777,12.71082,10.79546
0.0967,88966.1218,-2.39181,13.40514,7.32865
0.1274,88966.1418,-2.01352,12.88559,3.33273
0.1301,88966.1618,-2.82276,11.38204,3.56257
0.1518,88966.1818,-2.22661,7.74285,4.94403
0.1705,88966.2018,-3.49314,5.50666,12.01889
0.1912,88966.2218,-1.1564,3.61524,10.41238
0.2108,88966.2418,-1.70707,2.36787,11.73638
0.2307,88966.2618,-1.96085,1.86508,8.54969
0.2564,88966.2818,-1.45089,1.22104,5.30076
0.2849,88966.3018,-1.24259,0.98402,4.53222
0.3037,88966.3218,-1.66876,0.10534,3.53384
0.3235,88966.3418,-2.29843,-0.76614,2.78206
0.3363,88966.3618,-1.74298,-0.95529,4.03902
0.3552,88966.3818,1.91776,0.87149,5.01106
0.3782,88966.4018,5.68384,2.13802,6.41646
0.3931,88966.4217,7.86016,3.12683,7.78594
0.4138,88966.4417,10.42914,5.21218,6.41167
0.4314,88966.4618,11.76271,7.30471,3.7589
0.452,88966.4817,10.93432,7.53455,2.90896
0.4724,88966.5017,10.45069,8.20493,4.0055
0.4905,88966.5218,10.79785,9.16979,8.53294
0.5144,88966.5417,10.6111,10.73081,12.1386
0.5346,88966.5618,9.56723,14.0803,12.47379
0.5537,88966.5818,9.0836,17.76258,11.83693
0.5731,88966.6018,8.57842,17.77695,14.08748
0.5943,88966.6218,6.66546,14.68843,17.0108
0.6131,88966.6418,3.3016,10.97263,16.05073
0.6307,88966.6618,0.52672,8.20972,12.65336
0.6517,88966.6817,-0.50039,5.84664,8.20493
0.6744,88966.7018,-0.78769,4.23295,4.82432
0.6898,88966.7217,-2.31759,2.48997,4.0462
0.7111,88966.7418,-3.61046,2.78924,3.67271
0.7317,88966.7618,-3.42131,2.25773,3.3447
0.7518,88966.7818,-1.97282,2.83234,4.32632
0.7731,88966.8018,-0.33758,3.00472,2.74854
0.7952,88966.8218,-2.41575,-0.61052,1.34075
0.8122,88966.8418,-4.61602,-0.17478,2.31998
0.831,88966.8618,-5.10204,-0.07661,8.61673
0.8541,88966.8818,-6.03818,-0.79248,7.56807
0.8753,88966.9018,-9.61511,0.2059,5.95438
0.8963,88966.9228,-9.87129,2.78924,4.41251
0.9121,88966.9427,-9.16261,5.33428,4.51307
0.9318,88966.9628,-10.85771,6.8115,4.81953
0.9519,88966.9828,-12.26071,6.4811,7.19458
0.9797,88967.0027,-12.31338,6.49068,11.4778
0.9938,88967.0228,-10.36929,9.23444,13.86243
1.015,88967.0428,-9.1674,11.3557,14.78898
1.0416,88967.0628,-8.23845,11.78905,11.08276
1.0629,88967.0828,-6.60321,9.3302,9.57441
1.0762,88967.1028,-3.28724,9.89763,11.38922
1.0957,88967.1228,-2.38941,11.4802,13.00291
1.1114,88967.1428,-5.14993,10.9415,11.36288
1.1323,88967.1628,-5.85143,7.69736,10.39802
1.1509,88967.1828,-4.6232,4.98233,16.54633
1.1736,88967.2027,-1.69988,4.36702,14.89672
1.1907,88967.2228,-1.68312,4.41251,13.40753
1.2113,88967.2428,-0.3711,4.51068,10.82419
1.2307,88967.2627,-0.84515,2.7653,6.21774
1.2516,88967.2827,-0.80924,3.47399,2.98557
1.2727,88967.3027,0.0838,1.72143,3.90973
1.2952,88967.3227,-0.83079,-0.35195,5.37977
1.3405,88967.3427,-0.94092,-2.0662,6.41646
1.3451,88967.3628,1.22344,-2.42054,5.7413
1.3571,88967.3826,4.56335,-1.69749,3.92649
1.3738,88967.4037,6.79714,-0.15083,2.19548
1.3918,88967.4237,6.89051,0.76375,2.25294
1.4116,88967.4438,5.58807,0.73502,4.67588
1.4353,88967.4638,6.80672,1.84832,7.43878
1.454,88967.4837,9.663,3.24175,9.84975
1.4732,88967.5047,9.98622,3.6751,7.74285
1.499,88967.5248,10.17775,4.44124,5.63116
1.5133,88967.5448,10.46506,5.4899,7.24007
1.5365,88967.5647,10.28549,6.21056,9.66539
1.5586,88967.5847,10.38365,6.89051,11.20486
1.5773,88967.6048,11.40837,8.10198,10.29986
1.5939,88967.6247,12.8425,9.56244,9.94073
1.6144,88967.6447,12.9646,10.63983,9.59835
1.6336,88967.6648,11.36049,10.46027,11.24557
1.6569,88967.6858,9.88805,9.67976,14.05875
1.6744,88967.7057,8.1331,8.49223,13.69962
1.695,88967.7257,6.80193,7.69736,12.48576
1.7152,88967.7458,6.3183,7.49625,11.97101
1.74,88967.7657,5.79636,6.88572,10.93432
1.7633,88967.7857,4.65433,5.48751,9.55765
1.7754,88967.8058,4.37181,5.27921,9.32302
1.7967,88967.8257,4.34548,4.52744,9.07881
1.8224,88967.8457,2.97839,2.09014,7.64947
1.8408,88967.8658,1.98479,0.91219,5.31752
1.858,88967.8868,0.5794,-0.48123,4.80516
1.8757,88967.9068,0.86191,0.47645,4.2928
1.8986,88967.9267,-1.91776,0.33279,2.60729
1.9154,88967.9468,-2.65278,-0.36392,0.84276
1.9363,88967.9668,-2.11408,-0.39744,0.84994
1.9583,88967.9867,-3.3016,0.61292,1.99198
1.9758,88968.0067,-7.53455,-0.14844,5.08768
1.9955,88968.0268,-10.71405,-1.07739,4.93206
2.0157,88968.0467,-11.83454,0.07183,5.62159
2.0357,88968.0667,-9.79707,2.43011,4.46279
2.0773,88968.0868,-8.92798,3.89537,3.19626
2.0818,88968.1067,-9.18895,4.58011,6.15789
2.1033,88968.1267,-11.13304,4.956,10.22803
2.1151,88968.1468,-12.56716,4.92727,11.08515
2.137,88968.1667,-14.44182,5.55215,10.72842
2.1612,88968.1867,-13.53921,6.31351,13.18726
2.1799,88968.2077,-6.84981,8.71968,18.80406
2.196,88968.2278,-1.45089,10.93192,19.4888
2.2164,88968.2478,-0.13168,12.11466,16.91504
2.2406,88968.2677,-0.62968,12.5528,14.54478
2.2632,88968.2878,-0.89783,11.72919,12.27747
2.2776,88968.3078,-3.45244,9.80665,11.60948
2.2996,88968.3277,-5.88974,6.96473,11.81778
2.317,88968.3478,-4.18028,5.22894,10.51294
2.3412,88968.3678,-0.08619,6.74447,10.76194
2.3608,88968.3877,0.43574,6.26563,9.28232
2.379,88968.4077,-2.0638,4.17309,7.88889
2.3983,88968.4278,-1.74777,2.37984,5.76763
2.4202,88968.4477,-0.60094,1.27372,3.42371
2.4366,88968.4677,0.78051,0.49081,2.11647
2.4577,88968.4878,1.87945,-0.33519,1.97282
2.4773,88968.5077,2.97839,-0.68953,3.73974
2.4956,88968.5277,3.95522,-0.9098,5.54018
2.5162,88968.5478,3.61046,-1.39582,4.79559
2.5378,88968.5677,3.35428,-1.85311,2.77249
2.5556,88968.5877,6.09324,-0.63686,3.32076
2.5926,88968.6078,9.73482,1.66397,4.65912
2.5958,88968.6277,9.69173,2.15957,3.10289
2.6209,88968.6477,6.87615,1.43652,1.88903
2.6406,88968.6687,6.79953,1.07978,4.90572
2.657,88968.6887,9.21289,2.31519,8.70292
2.6796,88968.7098,11.79384,4.49631,10.37647
2.6981,88968.7298,13.40274,6.06691,11.50175
2.7196,88968.7497,13.02446,7.30471,11.75553
2.7443,88968.7697,12.45464,7.89847,12.44506
2.7584,88968.7898,12.86644,7.77158,13.41471
2.7827,88968.8097,12.47379,8.01339,15.4019
2.8002,88968.8297,12.27028,8.34619,16.05312
2.8184,88968.8498,11.59272,7.62793,13.6278
2.8395,88968.8697,9.77792,5.56412,11.86806
2.8584,88968.8897,8.03255,3.77087,11.22162
2.8816,88968.9098,6.95516,3.2226,10.31422
2.9019,88968.9308,6.24168,3.06937,8.77236
2.9189,88968.9507,7.03177,2.91853,8.40125
2.939,88968.9707,6.92403,2.6025,7.64708
2.9615,88968.9908,5.49709,1.403,6.51941
2.9799,88969.0108,3.72059,0.30646,5.9879
3.0013,88969.0318,1.86269,0.43814,5.97832
3.0199,88969.0517,1.26414,0.09337,5.34386
3.0408,88969.0718,1.01035,-0.47405,5.6575
3.0606,88969.0918,-1.1995,-0.50757,4.68066
3.0814,88969.1117,-3.19387,0.12929,2.4373
3.1035,88969.1317,-0.71826,2.70066,2.0662
3.1227,88969.1518,-2.99275,4.56335,1.27132
3.1475,88969.1717,-9.05966,5.95199,7.52737
3.1628,88969.1917,-7.20894,3.60088,6.12916
3.1812,88969.2127,-7.37893,1.01035,4.01268
3.2014,88969.2328,-7.59201,-0.53151,2.15718
3.2275,88969.2527,-8.011,-0.249,2.27449
3.2434,88969.2727,-3.66552,9.0836,-16.63491
3.2635,88969.2937,-1.652,0.91459,2.3535
3.2843,88969.3147,-17.60217,1.55863,9.42837
3.304,88969.3348,-12.39239,-0.23224,8.69335
3.3251,88969.3548,-8.45153,2.02549,7.11078
3.3464,88969.3747,-10.01495,2.57377,7.93199
3.3662,88969.3947,-9.74679,3.37104,19.96285
3.3856,88969.4148,-9.3326,5.46117,17.33641
3.4112,88969.4358,-6.98867,7.87214,16.86476
3.4309,88969.4557,-4.86981,9.69412,18.55506
3.4446,88969.4757,-5.43723,10.1155,17.46091
3.4644,88969.4958,-6.07888,9.87848,15.2367
3.4843,88969.5157,-5.86819,8.56885,14.77462
3.5047,88969.5357,-4.8722,7.48667,12.81856
3.5377,88969.5558,-3.85227,7.32386,8.94713
3.5496,88969.5758,-4.16591,5.40371,7.85298
3.5675,88969.5957,-3.39498,3.33273,8.69335
3.5883,88969.6157,-3.58412,2.6432,8.59758
3.6049,88969.6358,-2.31759,1.83635,7.83383
3.6298,88969.6557,-0.10295,1.35033,5.76284
3.6464,88969.6767,1.40779,1.3216,5.83706
3.6691,88969.6968,1.44131,0.85712,5.78439
3.6895,88969.7168,0.86431,0.19872,4.65912
3.7095,88969.7378,0.94571,-1.17555,2.09253
3.7282,88969.7577,3.69186,-0.88107,0.5794
3.7478,88969.7777,5.88734,1.2402,-3.10289
3.7683,88969.7977,5.60004,1.86508,-3.14359
3.7917,88969.8177,5.533,0.03591,-0.96007
3.8112,88969.8377,7.36217,0.45969,-0.11253
3.8267,88969.8578,7.86256,0.60573,-0.03112
3.8477,88969.8777,8.23127,-0.17478,-0.43096
3.8721,88969.8977,10.50336,0.10056,-0.0838
3.8859,88969.9178,13.71878,1.45567,0.35913
3.9059,88969.9378,18.25339,4.30717,0.21308
3.9286,88969.9577,19.79526,5.20021,3.28245
3.9501,88969.9778,19.3643,4.96797,7.2664
3.9672,88969.9978,19.33557,4.58011,8.70053
3.9873,88970.0177,19.19431,5.09965,7.71172
4.0077,88970.0378,18.32283,6.16986,6.46674
4.0274,88970.0578,17.21431,6.22253,5.57131
4.0486,88970.0777,16.8049,6.62476,6.0286
4.069,88970.0978,14.99728,6.63194,6.21535
4.0893,88970.1178,14.85602,6.11958,6.39491
4.1078,88970.1377,14.66448,5.04698,6.71813
4.1358,88970.1577,12.13381,4.26168,6.43801
4.1487,88970.1778,8.56885,3.05021,7.185
4.1678,88970.1977,5.1188,1.7358,8.03255
4.1913,88970.2187,3.25133,1.07021,7.48188
4.2087,88970.2387,2.51631,1.69988,4.97515
4.2289,88970.2588,1.07978,1.77889,3.72777
4.2478,88970.2787,-1.39582,1.14682,4.5011
4.2681,88970.2987,-3.1795,0.38307,5.74608
4.2904,88970.3188,-3.37343,0.72784,6.16746
4.3119,88970.3398,-4.53462,0.47645,4.88417
4.3389,88970.3608,-6.57927,1.50595,2.70545
4.3604,88970.3806,-7.26161,2.03028,0.96247
4.3723,88970.4007,-9.1267,2.56898,0.01676
4.3951,88970.4207,-9.22486,2.99275,0.71826
4.4246,88970.4408,-6.8139,4.14436,2.68869
4.4322,88970.4607,-6.94797,4.96557,6.66067
4.4564,88970.4807,-10.68772,4.21619,9.71806
4.4691,88970.5008,-14.65012,4.51786,8.83939
4.4901,88970.5207,-9.59117,5.66229,9.36612
4.5091,88970.5407,-4.57293,6.09803,12.81377
4.5294,88970.5607,-5.25048,5.83467,10.61589
4.549,88970.5807,-6.30633,7.40527,9.59596
4.5698,88970.6007,-2.71502,9.87129,10.99657
4.5913,88970.6207,2.93769,12.33972,13.31416
4.6135,88970.6407,7.06289,14.121,14.13058
4.6399,88970.6607,7.97509,14.93982,13.74272
4.6546,88970.6807,3.69904,13.52485,12.49294
4.6698,88970.7007,1.80523,11.81539,11.23838
4.6898,88970.7207,1.72861,10.05086,8.76038
4.7152,88970.7407,1.51314,8.97826,8.18338
4.7309,88970.7607,1.92973,8.14507,8.54969
4.7506,88970.7807,1.72622,6.84502,7.00304
4.7701,88970.8007,-0.4118,5.7796,4.43406
4.7995,88970.8207,-3.20344,4.42927,2.00395
4.8135,88970.8407,-4.76207,3.7158,-0.63207
4.8306,88970.8607,-1.10373,4.18746,-0.42617
4.8492,88970.8807,0.87628,3.80439,2.05422
4.8698,88970.9007,-0.53391,1.22583,3.89537
4.8911,88970.9207,-1.7741,-0.2083,3.2609
4.9121,88970.9407,-1.45807,-1.80523,0.97205
4.9318,88970.9607,2.86586,-3.75411,0.00479
4.9493,88970.9807,9.23922,-1.39343,1.19231
4.9753,88971.0007,7.27119,-2.13084,1.74298
4.9964,88971.0207,6.53617,-4.40533,2.25773
5.0178,88971.0407,14.43464,-0.88585,5.17148
5.0342,88971.0607,18.7466,2.13323,6.75404
5.0513,88971.0807,15.32289,0.71826,6.83784
5.0716,88971.1007,14.99967,0.73502,5.15472
5.0913,88971.1207,12.61026,1.66397,3.01669
5.109,88971.1407,16.82884,2.61686,1.51074
5.1397,88971.1607,20.96842,2.88501,0.30885
5.1622,88971.1807,19.42655,1.403,2.41814
5.1738,88971.2007,15.69878,1.1995,4.41012
5.1935,88971.2207,13.24472,1.47004,5.15711
5.2158,88971.2407,16.07228,4.14676,6.63194
5.2374,88971.2607,19.05306,6.96234,8.85615
5.2539,88971.2807,16.78335,5.37977,8.1331
5.269,88971.3007,15.40669,2.9712,11.63103
5.2901,88971.3207,15.42584,1.74058,13.5847
5.3091,88971.3407,11.35809,-0.56024,14.31972
5.3356,88971.3607,4.48434,-3.553,13.43147
5.3577,88971.3807,-1.45567,-3.77805,11.93988
5.3732,88971.4007,-3.74932,-1.88184,10.05804
5.3914,88971.4207,-3.49314,-0.55545,6.85221
5.4084,88971.4407,-3.37343,0.9074,3.47638
5.4297,88971.4607,-5.17626,1.18034,1.08218
5.4484,88971.4807,-7.33344,0.22266,1.54187
5.4686,88971.5007,-9.38766,-0.21308,2.00634
5.4985,88971.5207,-10.63265,0.2083,1.31202
5.5154,88971.5407,-9.39485,1.1971,-0.17957
5.5305,88971.5607,-8.23366,2.24337,-0.0814
5.5503,88971.5807,-9.22725,2.9305,-1.68791
5.5694,88971.6007,-9.93594,2.7246,-1.75734
5.5891,88971.6207,-10.74278,2.88501,-2.50194
5.6098,88971.6407,-8.02776,4.91769,-2.3104
5.6427,88971.6617,-9.1267,4.60166,2.29125
5.6572,88971.6816,-9.46907,3.92888,10.98939
5.6806,88971.7017,-8.01339,5.6144,20.89659
5.6976,88971.7217,-5.9041,8.52575,25.08884
5.719,88971.7417,-2.55222,11.44189,25.88371
5.7309,88971.7617,-0.79009,11.22881,24.83745
5.7571,88971.7817,-0.16041,10.57519,17.22149
5.7713,88971.8017,0.79487,10.82179,11.64779
5.7944,88971.8217,0.88107,10.65659,8.19775
5.811,88971.8417,1.13725,10.3214,5.99748
5.834,88971.8617,0.85952,10.14423,3.95762
5.8617,88971.8817,-0.50039,9.55526,4.37181
5.8727,88971.9017,-1.35512,6.95037,6.17465
5.8944,88971.9217,-2.26731,4.96318,8.47069
5.9165,88971.9417,-2.73418,3.29442,9.14824
5.9349,88971.9617,-1.28808,2.61686,7.08205
5.951,88971.9817,0.30646,2.37265,3.51469
5.9719,88972.0017,1.87945,3.74214,0.81642
5.9944,88972.0217,2.20267,3.44047,-0.04549
6.0124,88972.0417,0.87388,1.18513,0.65601
6.0313,88972.0617,-0.01197,-0.38068,1.41737
6.0501,88972.0817,2.05183,-0.71108,1.15161
6.0746,88972.1017,7.23767,-0.30646,0.78769
6.0903,88972.1217,10.29746,0.30646,1.48441
6.1138,88972.1417,8.12592,0.07901,2.36068
6.1311,88972.1617,5.97832,-0.87149,1.63763
6.1505,88972.1817,6.40688,-1.66636,1.31442
6.1738,88972.2017,10.51773,-0.4142,1.69749
6.197,88972.2217,16.51281,2.09253,1.95606
6.2152,88972.2417,18.33958,2.67672,2.18591
6.2348,88972.2617,15.13614,2.11887,4.20661
6.2519,88972.2817,13.23515,1.86748,6.32788
6.2733,88972.3017,13.16811,2.33435,6.88094
6.2908,88972.3217,14.32451,3.20584,6.43561
6.3107,88972.3417,16.86476,5.43963,6.44759
6.3371,88972.3617,17.45134,6.83305,6.28239
6.3519,88972.3817,15.28698,5.95438,5.17148
6.3735,88972.4017,12.86405,5.26246,5.98072
6.3899,88972.4217,13.15135,5.75566,8.37252
6.4132,88972.4417,16.8073,7.513,9.32063
6.4362,88972.4617,17.49683,7.61596,9.35654
6.4519,88972.4817,13.46978,5.59285,7.86016
6.4743,88972.5017,9.30147,3.94325,6.32788
6.4894,88972.5217,8.76517,3.77566,6.52659
6.5126,88972.5417,9.1243,3.2633,7.75721
6.5383,88972.5617,6.56251,1.38145,6.84502
6.5556,88972.5817,3.06218,0.36152,4.35984
6.5896,88972.6017,0.03591,-0.59616,2.65517
6.5923,88972.6217,-1.85551,-0.38786,2.17394
6.6142,88972.6417,-2.81798,0.96965,1.42694
6.6311,88972.6617,-4.6256,1.01514,1.13006
6.6512,88972.6816,-7.82904,0.2083,0.64165
6.6724,88972.7017,-9.88326,0.56503,-0.04788
6.6909,88972.7217,-11.88961,0.87867,-1.04387
6.7194,88972.7417,-12.52646,1.14203,-0.9481
6.7347,88972.7617,-13.75708,0.06464,-2.73897
6.7524,88972.7817,-13.23036,0.35913,-3.27527
6.7714,88972.8017,-11.89679,1.66636,1.38385
6.7959,88972.8217,-13.27585,1.93451,6.49786
6.8127,88972.8417,-16.1848,0.23703,9.55526
6.8343,88972.8617,-17.18797,0.45729,14.63336
6.8521,88972.8817,-14.33409,1.64482,18.48803
6.8706,88972.9017,-5.26246,2.46603,19.40261
