AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
61.4743,49.461131579896,11.111006458661,-2
70.9925,49.461105259398,11.110903023275,-2
77.0499,49.461087810283,11.110832476574,-2
83.1904,49.461135070853,11.110804437657,-2
90.504,49.461196451273,11.110792521485,-2
101.3556,49.461116504062,11.110727099759,-2
107.817,49.461073718862,11.110774331714,-2
112.275,49.461041148253,11.110807768022,-2
119.1,49.460980054096,11.110779270931,-2
124.5274,49.460994109806,11.110835815249,-2
127.6707,49.461004789908,11.110879157598,-2
133.4978,49.461052298408,11.110852868292,-2
138.2405,49.461087810283,11.110832476574,-2
172.4963,49.461087810283,11.110832476574,-2
177.5459,49.461052298408,11.110852868292,-2
182.6577,49.461004789908,11.110879157598,-2
186.3693,49.460994109806,11.110835815249,-2
190.849,49.460980054096,11.110779270931,-2
198.2416,49.461041148253,11.110807768022,-2
203.1975,49.461073718862,11.110774331714,-2
208.6711,49.461116504062,11.110727099759,-2
218.3991,49.461196451273,11.110792521485,-2
226.621,49.461135070853,11.110804437657,-2
232.1197,49.461087810283,11.110832476574,-2
238.4507,49.461105259398,11.110903023275,-2
246.1818,49.461131579896,11.111006458661,-2
