AppTimestamp(s),SensorTimestamp(s),PitchX,RollY,YawZ,Quat_x,Quat_y,Quat_z
0.0593,88966.0218,48.834343,15.770756,97.388252,0.17644112,0.39004934,0.71497601
0.0632,88966.0417,48.758156,15.660141,97.155571,0.17749681,0.38873002,0.71383023
0.0659,88966.0618,48.850704,14.817216,97.454842,0.1822511,0.38563401,0.71377313
0.0687,88966.0818,49.680172,12.75884,98.671768,0.19555794,0.38238549,0.71451837
0.0728,88966.1017,51.177616,9.367891,100.980103,0.2170465,0.37896839,0.71595663
0.0972,88966.1218,52.68219,7.671639,102.795288,0.22936642,0.38338795,0.71730191
0.1278,88966.1418,53.853035,7.985496,103.548096,0.23075595,0.39329672,0.7182216
0.1306,88966.1618,54.57663,8.539291,103.593422,0.23076068,0.4001942,0.71753955
0.1524,88966.1818,54.798958,8.032107,103.675011,0.23476225,0.39936274,0.71625894
0.1711,88966.2018,54.161983,7.22073,103.914177,0.2358357,0.39237142,0.71748042
0.1918,88966.2218,52.650795,6.592617,104.541397,0.23016274,0.3817004,0.72331631
0.2117,88966.2418,51.011379,7.055477,105.66423,0.21540147,0.37603363,0.73385245
0.2314,88966.2618,49.984177,8.733076,106.894432,0.19545643,0.37950563,0.7451359
0.2607,88966.2818,49.769051,10.904703,108.222923,0.1757232,0.38989413,0.75505495
0.286,88966.3018,49.895649,12.52849,109.479477,0.16126107,0.39946651,0.76249743
0.3046,88966.3218,50.106319,14.001569,110.327599,0.14946216,0.40805182,0.76750386
0.3243,88966.3418,50.336914,15.328874,111.063507,0.13902004,0.41580147,0.77160335
0.337,88966.3618,50.934845,15.495459,112.574188,0.13524026,0.4219735,0.77631897
0.3562,88966.3818,51.649036,14.373955,115.745857,0.13447104,0.42589995,0.78528911
0.3788,88966.4018,51.327599,11.810566,120.766449,0.13227656,0.42033783,0.8014518
0.3936,88966.4217,50.303604,8.533178,126.786865,0.12960994,0.40911713,0.82124698
0.4141,88966.4417,49.398682,5.943053,132.726883,0.12416162,0.40116945,0.83986098
0.4344,88966.4618,48.665634,4.024546,137.94664,0.11788464,0.39584267,0.85516268
0.4526,88966.4817,47.737095,2.146595,141.903748,0.11584438,0.38800678,0.86672598
0.473,88966.5017,46.340298,-0.175716,144.87558,0.12006783,0.37469777,0.87630689
0.4909,88966.5218,44.202469,-2.872012,147.092285,0.12880322,0.35414636,0.88562816
0.5168,88966.5417,41.834053,-4.237685,147.548523,0.13285017,0.3329106,0.89259017
0.5351,88966.5618,40.226143,-5.567194,147.470688,0.13997383,0.31694996,0.89569396
0.5543,88966.5818,39.560822,-7.298582,147.154709,0.15293328,0.30701825,0.89468616
0.5739,88966.6018,39.626076,-9.613123,145.978561,0.17419483,0.29992074,0.88817084
0.5949,88966.6218,40.296185,-12.106234,143.677856,0.2008279,0.29460761,0.87574327
0.6137,88966.6418,41.871521,-13.840767,140.658997,0.22537005,0.29613715,0.85857856
0.6311,88966.6618,44.504375,-14.871166,137.461868,0.24782735,0.30647546,0.83745646
0.6525,88966.6817,47.920601,-15.603354,134.352814,0.27040213,0.32272515,0.81309813
0.6747,88966.7018,51.049316,-16.040394,131.033539,0.29141346,0.33614013,0.78831035
0.6906,88966.7217,53.649151,-15.762554,127.120514,0.30859518,0.34575918,0.7639522
0.7117,88966.7418,55.399113,-14.219555,122.462929,0.31805241,0.35158709,0.74245691
0.7328,88966.7618,56.475262,-11.73959,117.232399,0.32201505,0.35487199,0.72296065
0.753,88966.7818,57.312176,-10.159671,112.005386,0.33150661,0.35257158,0.70091528
0.7755,88966.8018,58.538124,-9.118671,106.364464,0.34757602,0.348602,0.6728425
0.7956,88966.8218,60.595711,-8.467462,99.581451,0.37348312,0.34307688,0.6335386
0.8128,88966.8418,62.113995,-8.062469,91.987068,0.40083891,0.32830259,0.58943778
0.8315,88966.8618,60.970024,-4.233484,81.853249,0.40388972,0.30806082,0.54999065
0.8546,88966.8818,58.648304,1.307816,73.771339,0.3857213,0.30189729,0.5277462
0.876,88966.9018,55.649189,7.280643,67.420471,0.35633457,0.3052395,0.51448786
0.8968,88966.9228,52.36829,12.156199,63.82766,0.32222253,0.31261218,0.51138711
0.9125,88966.9427,48.978893,15.457534,62.499615,0.28767452,0.31771886,0.51547068
0.9326,88966.9628,45.709755,17.989759,61.601566,0.25574061,0.32018623,0.51821089
0.9524,88966.9828,42.425648,19.588533,60.843578,0.22716756,0.31729901,0.51824933
0.9801,88967.0027,39.963196,19.499115,60.877037,0.20973884,0.30783188,0.51913178
0.9944,88967.0228,38.863331,17.745962,62.535564,0.20545894,0.29493931,0.52747691
1.0156,88967.0428,37.674274,17.702627,64.284309,0.19265784,0.293042,0.53959721
1.0443,88967.0628,35.96957,19.301382,66.611061,0.16684483,0.30040511,0.5581423
1.0633,88967.0828,33.619686,21.771309,70.592598,0.12733196,0.31164029,0.5877375
1.0765,88967.1028,31.185806,23.700745,75.957047,0.08564546,0.31779838,0.62359643
1.0961,88967.1228,28.952217,26.239637,81.471977,0.04104505,0.32540411,0.65835804
1.1121,88967.1428,27.416792,29.223289,85.782982,0.00120261,0.33563173,0.68363804
1.1327,88967.1628,26.882729,30.943304,88.494347,-0.02055722,0.3421725,0.69846928
1.1511,88967.1828,27.407503,30.168077,90.816711,-0.01945943,0.34038919,0.71130043
1.1744,88967.2027,28.863245,29.410284,93.356468,-0.01345715,0.3440409,0.72488362
1.191,88967.2228,31.21109,29.159191,95.797012,-0.00533334,0.35571566,0.73699683
1.2128,88967.2428,34.05629,28.972939,98.387985,0.00424207,0.37091953,0.74860543
1.2309,88967.2627,36.810787,28.983454,101.279144,0.01028782,0.38693634,0.76038831
1.2519,88967.2827,38.970497,29.215336,104.858803,0.00836747,0.40080598,0.77434897
1.2731,88967.3027,40.094902,28.425243,109.728569,0.00262786,0.40449601,0.7931633
1.298,88967.3227,40.420856,26.382156,115.011436,7.137e-05,0.39873999,0.81298155
1.3411,88967.3427,40.64793,23.444462,120.257133,0.00417334,0.38979113,0.83134639
1.346,88967.3628,41.186825,19.72876,126.170479,0.01386514,0.38159135,0.84963888
1.3577,88967.3826,41.846928,15.249832,133.216278,0.02677803,0.37407646,0.86852163
1.374,88967.4037,42.590462,11.225228,140.516403,0.0363171,0.37096924,0.88475251
1.3921,88967.4237,42.035759,6.770772,148.109787,0.04535549,0.35940132,0.90180576
1.4118,88967.4438,39.753906,1.833261,154.909119,0.05915829,0.33510885,0.91903543
1.4359,88967.4638,36.986767,-2.60739,160.575333,0.07476512,0.3089278,0.93330824
1.4545,88967.4837,34.369007,-6.407592,165.267288,0.09077344,0.28570759,0.94387549
1.474,88967.5047,32.180923,-8.915866,169.059067,0.10068402,0.26793811,0.95150191
