AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
61.0434,49.461057929696,11.110709726607,-2
67.8994,49.461041927299,11.110645513288,-2
74.3665,49.46102585842,11.110580662576,-2
78.3631,49.461013377334,11.110529162966,-2
83.9373,49.460977913111,11.110549932924,-2
94.1363,49.460902498572,11.110594031717,-2
136.4433,49.460902498572,11.110594031717,-2
147.23,49.460977913111,11.110549932924,-2
151.7307,49.461013377334,11.110529162966,-2
156.7189,49.46102585842,11.110580662576,-2
162.2514,49.461041927299,11.110645513288,-2
167.3813,49.461057929696,11.110709726607,-2
