AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z
0.0584,788.4181,-2.81798,6.87136,5.68623
0.0639,788.438,-2.46603,6.50744,8.42041
0.0698,788.458,-0.73981,6.54335,11.22162
0.0731,788.4781,-0.73502,5.80833,10.61589
0.0883,788.4981,-2.14999,5.78439,9.1267
0.1128,788.518,-3.18189,5.2457,7.58483
0.1427,788.5381,-3.28245,5.16669,6.37336
0.1503,788.5581,-2.48518,6.25605,7.87692
0.1703,788.578,-0.69192,6.41167,10.29267
0.1874,788.5981,2.01592,6.3159,11.25754
0.2062,788.6181,0.73741,6.90727,7.43878
0.2263,788.638,-2.22421,7.17542,14.21916
0.2466,788.6581,-6.30393,7.2257,8.1355
0.2741,788.6779,-4.51546,6.04296,7.19458
0.2878,788.698,-4.25689,7.24246,7.61596
0.3078,788.718,-4.32393,6.33985,9.80904
0.3282,788.738,-3.45962,6.09324,8.65265
0.346,788.758,-3.19147,5.44441,10.49857
0.3681,788.778,-1.68312,5.04219,12.5528
0.3861,788.7981,-0.52194,3.49553,12.45224
0.4061,788.818,-0.59855,2.25773,9.8689
0.4284,788.838,-0.58419,1.49638,7.35259
0.4467,788.8581,0.249,1.18274,5.84664
0.4664,788.878,1.36948,1.0343,4.61602
0.4861,788.898,1.9417,0.35913,4.69503
0.5084,788.9181,2.72221,1.36948,4.11324
0.5289,788.938,4.74052,1.12288,3.7158
0.5519,788.9579,4.05578,-1.00556,8.73405
0.5687,788.9781,4.15633,-1.13006,10.57279
0.5893,788.998,5.40611,0.98402,6.14352
0.6084,789.018,8.01339,3.68228,1.37188
0.629,789.0381,9.55765,6.50026,2.20985
0.6604,789.0591,9.56005,7.9296,5.78679
0.6769,789.08,8.61913,7.94157,8.6718
0.7036,789.1001,7.59201,8.32943,8.06367
0.7126,789.1211,7.93438,9.33739,6.43801
0.734,789.141,8.06607,9.38527,7.08923
0.7521,789.161,7.7213,9.23683,7.78594
0.7694,789.1811,7.12036,9.58878,9.63187
0.7903,789.201,7.0605,9.88326,11.57118
0.8094,789.221,6.59363,9.36133,11.77708
0.8306,789.241,4.73094,8.42998,10.98939
0.8586,789.261,3.60327,7.7644,11.07558
0.8711,789.281,3.14359,6.92643,11.34612
0.8897,789.3011,2.00874,6.12437,11.04924
0.9097,789.3211,0.7015,5.38935,11.40119
0.9349,789.341,-0.08859,4.44124,10.85052
0.954,789.362,-1.25217,3.61524,9.3302
0.9741,789.382,-1.4054,3.56257,8.89685
1.0103,789.402,-0.60334,3.20105,6.5242
1.0256,789.422,-1.14203,2.54025,1.5706
1.0358,789.443,-2.62405,3.69425,0.87867
1.0623,789.463,-4.09887,3.32555,3.24414
1.0732,789.484,-5.43244,2.51631,5.97114
1.0996,789.5041,-6.14831,2.3128,3.15795
1.1136,789.524,-7.17542,3.57694,4.74052
1.136,789.544,-9.59117,1.90818,8.07804
1.1533,789.5641,-10.44351,3.31118,8.31027
1.1739,789.584,-9.00459,4.25689,6.09085
1.1978,789.6051,-7.79552,4.73094,6.45237
1.2234,789.625,-7.40527,3.98395,10.17775
1.2395,789.6451,-7.97269,3.0981,9.34218
1.254,789.6651,-7.42921,3.44286,12.30141
1.2842,789.685,-6.50505,4.57053,14.29338
1.2972,789.705,-5.48512,6.07648,14.2862
1.3188,789.7251,-5.31034,6.28717,13.28543
1.3336,789.745,-5.63356,7.53934,12.27028
1.3538,789.765,-4.99909,7.88171,12.9239
1.3748,789.7851,-3.62243,7.92002,13.43626
1.398,789.805,-2.27689,8.30788,13.60385
1.42,789.826,-2.55461,6.96713,11.05163
1.4572,789.846,-3.44765,4.90811,8.39168
1.4586,789.8661,-3.85466,3.1795,6.45716
1.4802,789.886,-4.18506,1.79326,5.1188
1.496,789.906,-3.31597,0.9074,4.98233
1.5157,789.9261,-1.82917,0.43574,5.2864
1.5373,789.9461,-0.0814,0.3304,4.97276
1.5594,789.966,1.81959,0.36631,3.64637
1.5784,789.9861,4.17788,0.6608,4.32632
1.6023,790.0061,6.8115,1.89142,4.60884
1.6215,790.0271,7.60159,3.35907,4.09408
1.6405,790.047,6.54096,4.09887,5.37977
1.6598,790.067,6.15789,3.86185,7.41245
1.6792,790.0871,6.71813,3.90255,7.8458
1.6979,790.107,6.44519,3.77087,6.99107
1.7208,790.127,5.78679,3.84748,5.87298
1.7367,790.148,5.73411,4.74052,5.61919
1.7564,790.1681,6.12916,5.77481,5.72693
1.7933,790.1891,6.62476,7.15866,6.40928
1.8123,790.2101,6.37097,8.17859,5.99508
1.8238,790.231,7.08684,9.07163,7.5561
1.8453,790.2511,8.40125,9.5816,9.68215
1.8617,790.271,7.79791,9.42118,10.60392
1.8841,790.291,7.09881,9.39006,10.96544
1.9027,790.3111,6.94558,9.17458,10.52012
1.9204,790.331,5.94001,8.53054,9.88087
1.9407,790.351,5.06374,7.87453,9.56244
1.9619,790.3711,4.86502,7.88889,9.92157
1.9843,790.391,4.69982,7.79073,10.46984
2.0097,790.411,4.41012,7.61596,11.5209
2.0247,790.4311,4.08211,6.71574,10.66617
2.0468,790.451,2.99993,5.23373,8.63828
2.0948,790.471,1.68552,4.2521,7.35978
2.0972,790.4911,0.51236,3.38061,6.95755
2.1057,790.5121,-0.70629,2.30562,5.96396
2.1223,790.5321,-1.97761,1.66397,4.42688
2.1454,790.552,-3.15556,1.58975,5.19302
2.1619,790.5721,-4.27126,2.03986,5.79397
2.1854,790.592,-5.27443,1.97761,5.03261
2.2021,790.612,-5.66708,1.74537,4.81474
2.2256,790.6321,-6.28717,2.11887,4.65433
2.2411,790.6521,-6.86657,2.45166,4.96797
2.2609,790.672,-7.434,2.57377,2.03028
2.2811,790.692,-9.32542,2.52109,1.48919
2.3018,790.7121,-11.86566,2.20027,5.63834
2.3211,790.732,-12.20803,1.25456,9.15782
2.3445,790.752,-11.25275,1.98,9.84735
2.3686,790.7721,-10.01734,3.40216,10.56082
2.3851,790.792,-9.3302,4.52744,10.94868
2.402,790.812,-7.44357,6.27999,10.76433
2.4216,790.8321,-5.83228,7.68778,10.7763
2.4431,790.852,-5.00628,8.39886,11.48977
2.4668,790.872,-4.8315,9.09078,15.26304
2.4858,790.8921,-4.77883,8.92319,17.49922
2.5086,790.912,-5.22175,7.04853,14.71476
2.529,790.932,-5.76763,5.78439,11.07318
2.5419,790.9521,-5.32949,4.81474,9.3326
2.5626,790.9721,-2.3128,6.04057,11.34612
2.5802,790.992,0.24181,6.65109,12.01889
2.6016,791.0121,-1.1157,4.7884,9.79228
2.6216,791.0319,-3.3016,2.92571,7.40048
2.6399,791.052,-3.84269,1.43652,5.30795
2.6609,791.0721,-2.99036,0.97683,4.12521
2.6816,791.0921,-0.93853,0.88825,3.67031
2.701,791.112,0.85234,0.6608,4.10127
2.7248,791.132,2.16436,0.91219,5.22654
2.7436,791.152,2.21224,0.86191,5.79397
2.7639,791.172,1.73819,0.31125,5.0805
2.7867,791.193,3.12683,0.64165,5.18824
2.8054,791.213,6.18183,2.99275,8.61673
2.8268,791.234,7.6399,4.13957,9.16022
2.8496,791.2541,5.71017,3.7565,5.73651
2.8754,791.2751,4.46997,3.84748,3.20823
2.889,791.2951,5.29119,4.47716,3.96001
2.9044,791.315,6.90248,5.80354,5.70299
2.9247,791.3351,7.01501,6.67025,7.57047
2.9442,791.3551,6.72052,7.17542,7.92241
2.9639,791.375,6.2345,7.58244,8.3007
2.9843,791.395,6.94079,7.79313,9.19134
3.0075,791.416,6.75404,7.56328,9.93833
3.0275,791.4361,6.10043,7.93199,11.05642
3.0486,791.456,5.92804,8.35816,11.3126
3.0866,791.476,5.35344,7.92481,10.55364
3.0894,791.4961,5.20021,7.84101,10.07001
3.1096,791.516,5.17387,7.9272,9.8689
3.1331,791.536,4.46279,7.08923,9.06205
3.1447,791.5561,3.37582,6.04057,8.24084
3.1672,791.576,2.30562,5.21697,7.19697
3.1907,791.596,1.70467,5.21697,6.69179
3.2062,791.6161,1.44131,5.37738,6.35182
3.2305,791.636,1.18034,5.41329,6.21295
3.2463,791.6571,0.87628,5.04698,6.36379
3.2658,791.677,0.19632,4.90093,6.47153
3.2877,791.6971,0.2873,5.06613,6.66306
3.3074,791.7171,0.89064,5.54737,6.61518
3.3333,791.737,1.25456,6.38534,7.00065
3.3478,791.7571,1.47962,6.84023,7.96311
3.3691,791.7771,-0.16759,5.60004,9.67976
3.3909,791.797,-2.06141,4.35266,9.53611
3.4154,791.817,-2.33674,5.35104,7.24485
3.4301,791.8371,-5.38695,4.12282,4.62081
3.4465,791.857,-8.93756,1.58975,4.63517
3.4685,791.877,-10.37168,0.58658,5.64792
3.4873,791.8971,-10.6542,0.4549,5.63595
3.5062,791.917,-11.22402,0.74699,5.26485
3.5264,791.937,-10.15381,2.45166,5.77481
3.5464,791.9571,-8.20732,4.34548,6.81629
3.5667,791.977,-7.29992,5.36541,7.79552
3.5905,791.997,-9.03811,3.80918,9.01896
3.6081,792.018,-10.00776,3.3854,10.52252
3.6279,792.0381,-7.99903,5.13556,10.69011
3.6603,792.0581,-5.59285,7.6399,11.89679
3.6709,792.078,-5.39174,7.61596,12.24874
3.6873,792.0981,-6.62954,6.56011,11.84412
3.7078,792.1181,-6.49786,6.00466,11.03727
3.7305,792.1391,-5.8203,5.87537,9.70131
3.759,792.159,-6.99107,3.79242,8.25281
3.7817,792.179,-6.99825,2.17394,5.63595
3.7919,792.201,-4.25928,2.64559,4.13718
3.822,792.2221,-2.16196,3.82354,6.59363
3.8336,792.242,-2.60489,3.79002,7.52976
3.8681,792.2621,-3.04303,3.58891,5.87777
3.8711,792.2821,-2.16915,3.33991,5.51863
3.8909,792.302,-1.22344,2.57137,6.75404
3.9147,792.3221,0.64643,2.89938,10.25915
3.9341,792.3421,3.11486,3.34709,13.19684
3.9574,792.362,3.95522,2.66953,13.17769
3.9734,792.383,2.99754,1.33836,8.39168
3.9925,792.403,2.83234,1.88424,2.53067
4.0127,792.4231,2.61926,3.00712,-0.16999
4.0335,792.443,3.24654,2.82516,3.9648
4.0516,792.463,4.8722,2.54264,7.68778
4.0738,792.4831,6.37336,2.38702,6.47632
4.098,792.503,5.64313,2.74615,4.06057
4.1122,792.523,6.65828,3.88818,5.28161
4.1337,792.5431,7.38851,4.69742,6.29436
4.1537,792.5638,6.59363,4.86262,7.68778
4.1757,792.584,5.69102,4.5825,8.80109
4.1941,792.604,5.50188,4.2114,9.48583
4.2191,792.625,5.96635,4.89614,10.22803
4.2407,792.6451,7.14909,6.16028,8.88009
4.2571,792.666,6.67982,6.68701,6.39731
4.2755,792.6861,5.27443,6.99346,6.7301
4.2948,792.706,5.51385,7.23288,8.25042
4.3235,792.726,6.76841,8.10916,10.05086
4.3356,792.7461,7.25443,8.43238,11.15459
4.3552,792.766,5.60004,7.19936,10.93432
4.3775,792.786,4.13479,5.91368,10.05086
4.3962,792.8061,3.46441,5.2026,9.98622
4.4239,792.826,3.25133,5.22415,10.25197
4.4485,792.846,3.16035,5.31992,9.52653
