AppTimestamp(s),MAC,RSSI
0.2353,BE:AC:20:23:00:06,-86
0.523,BE:AC:20:23:00:04,-91
0.6707,BE:AC:20:23:00:06,-82
1.2741,BE:AC:20:23:00:02,-90
1.4918,BE:AC:20:23:00:06,-84
1.6851,BE:AC:20:23:00:06,-93
1.8962,BE:AC:20:23:00:02,-90
2.1294,BE:AC:20:23:00:06,-84
2.5148,BE:AC:20:23:00:02,-91
3.1249,BE:AC:20:23:00:06,-91
3.3257,BE:AC:20:23:00:06,-84
3.5205,BE:AC:20:23:00:06,-84
3.6369,BE:AC:20:23:00:05,-94
3.7722,BE:AC:20:23:00:02,-94
3.8808,BE:AC:20:23:00:05,-95
3.9382,BE:AC:20:23:00:06,-87
3.9512,BE:AC:20:23:00:02,-87
4.0209,BE:AC:20:23:00:04,-94
4.3601,BE:AC:20:23:00:02,-95
6.2777,BE:AC:20:23:00:04,-85
7.9357,BE:AC:20:23:00:04,-101
8.0666,BE:AC:20:23:00:02,-96
8.2831,BE:AC:20:23:00:02,-92
8.8721,BE:AC:20:23:00:06,-82
9.1035,BE:AC:20:23:00:06,-87
9.1344,BE:AC:20:23:00:02,-96
9.3032,BE:AC:20:23:00:06,-82
9.4955,BE:AC:20:23:00:02,-91
9.6714,BE:AC:20:23:00:06,-82
9.7419,BE:AC:20:23:00:02,-93
10.9707,BE:AC:20:23:00:04,-97
11.317,BE:AC:20:23:00:06,-81
11.4034,BE:AC:20:23:00:05,-95
11.5333,BE:AC:20:23:00:06,-85
11.7436,BE:AC:20:23:00:06,-78
11.9436,BE:AC:20:23:00:06,-87
12.1673,BE:AC:20:23:00:02,-96
12.3627,BE:AC:20:23:00:06,-83
12.3674,BE:AC:20:23:00:02,-88
12.545,BE:AC:20:23:00:06,-77
12.7521,BE:AC:20:23:00:06,-80
12.9457,BE:AC:20:23:00:06,-86
13.3452,BE:AC:20:23:00:06,-81
13.3826,BE:AC:20:23:00:02,-95
13.55,BE:AC:20:23:00:06,-92
13.7575,BE:AC:20:23:00:06,-83
14.6338,BE:AC:20:23:00:02,-85
15.2048,BE:AC:20:23:00:06,-85
15.4852,BE:AC:20:23:00:02,-97
15.5906,BE:AC:20:23:00:06,-86
16.0079,BE:AC:20:23:00:06,-92
16.2051,BE:AC:20:23:00:06,-94
16.4148,BE:AC:20:23:00:06,-89
16.4703,BE:AC:20:23:00:02,-94
16.6147,BE:AC:20:23:00:06,-83
16.6558,BE:AC:20:23:00:02,-90
16.8241,BE:AC:20:23:00:06,-77
16.8672,BE:AC:20:23:00:02,-94
17.0382,BE:AC:20:23:00:06,-89
17.0748,BE:AC:20:23:00:02,-87
17.4605,BE:AC:20:23:00:06,-85
17.8514,BE:AC:20:23:00:06,-89
17.9115,BE:AC:20:23:00:04,-91
18.4849,BE:AC:20:23:00:06,-89
19.137,BE:AC:20:23:00:02,-93
19.1453,BE:AC:20:23:00:04,-93
19.5417,BE:AC:20:23:00:04,-95
19.6978,BE:AC:20:23:00:06,-89
19.7492,BE:AC:20:23:00:02,-87
19.9117,BE:AC:20:23:00:06,-80
19.9393,BE:AC:20:23:00:02,-94
20.118,BE:AC:20:23:00:06,-92
20.3163,BE:AC:20:23:00:06,-82
20.5297,BE:AC:20:23:00:06,-85
20.7193,BE:AC:20:23:00:06,-85
20.9855,BE:AC:20:23:00:02,-87
21.0415,BE:AC:20:23:00:05,-95
21.127,BE:AC:20:23:00:06,-90
21.1703,BE:AC:20:23:00:02,-96
21.3371,BE:AC:20:23:00:06,-83
21.3928,BE:AC:20:23:00:02,-90
21.4611,BE:AC:20:23:00:05,-95
21.5364,BE:AC:20:23:00:06,-85
21.5783,BE:AC:20:23:00:02,-94
21.9944,BE:AC:20:23:00:02,-93
22.161,BE:AC:20:23:00:06,-76
22.3942,BE:AC:20:23:00:02,-93
22.5711,BE:AC:20:23:00:06,-87
22.5932,BE:AC:20:23:00:02,-93
22.9926,BE:AC:20:23:00:06,-83
23.0094,BE:AC:20:23:00:02,-90
23.2212,BE:AC:20:23:00:02,-93
23.2326,BE:AC:20:23:00:04,-95
23.416,BE:AC:20:23:00:06,-90
23.4299,BE:AC:20:23:00:02,-92
23.6077,BE:AC:20:23:00:06,-89
23.8303,BE:AC:20:23:00:06,-86
24.01,BE:AC:20:23:00:06,-91
24.1111,BE:AC:20:23:00:05,-99
24.2301,BE:AC:20:23:00:06,-83
24.2617,BE:AC:20:23:00:02,-87
24.4332,BE:AC:20:23:00:06,-87
24.8967,BE:AC:20:23:00:02,-95
24.9337,BE:AC:20:23:00:04,-93
25.2482,BE:AC:20:23:00:06,-81
25.2841,BE:AC:20:23:00:02,-92
25.4721,BE:AC:20:23:00:06,-83
25.654,BE:AC:20:23:00:06,-85
25.6709,BE:AC:20:23:00:02,-93
25.6843,BE:AC:20:23:00:04,-95
25.8727,BE:AC:20:23:00:06,-83
26.0663,BE:AC:20:23:00:06,-75
27.0993,BE:AC:20:23:00:06,-79
27.1381,BE:AC:20:23:00:02,-91
27.311,BE:AC:20:23:00:06,-81
27.3214,BE:AC:20:23:00:02,-94
27.5079,BE:AC:20:23:00:06,-91
27.9224,BE:AC:20:23:00:06,-85
28.1173,BE:AC:20:23:00:06,-85
28.3454,BE:AC:20:23:00:04,-92
28.7302,BE:AC:20:23:00:06,-82
28.9516,BE:AC:20:23:00:06,-88
29.0429,BE:AC:20:23:00:05,-96
29.1363,BE:AC:20:23:00:06,-75
29.341,BE:AC:20:23:00:06,-81
29.3702,BE:AC:20:23:00:02,-88
29.5448,BE:AC:20:23:00:06,-87
30.3821,BE:AC:20:23:00:04,-93
30.9973,BE:AC:20:23:00:06,-87
31.0789,BE:AC:20:23:00:05,-92
31.202,BE:AC:20:23:00:06,-83
31.4393,BE:AC:20:23:00:06,-89
31.4643,BE:AC:20:23:00:02,-90
31.6012,BE:AC:20:23:00:06,-81
32.0366,BE:AC:20:23:00:06,-94
32.2351,BE:AC:20:23:00:06,-93
32.4283,BE:AC:20:23:00:06,-80
32.6426,BE:AC:20:23:00:06,-77
32.6704,BE:AC:20:23:00:04,-93
