AppTimestamp(s),ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
0.2353,,,,-86.0
0.523,,-91.0,,
0.6707,,,,-82.0
1.2741,-90.0,,,
1.4918,,,,-84.0
1.6851,,,,-93.0
1.8962,-90.0,,,
2.1294,,,,-84.0
2.5148,-91.0,,,
3.1249,,,,-91.0
3.3257,,,,-84.0
3.5205,,,,-84.0
3.6369,,,-94.0,
3.7722,-94.0,,,
3.8808,,,-95.0,
3.9382,,,,-87.0
3.9512,-87.0,,,
4.0209,,-94.0,,
4.3601,-95.0,,,
6.2777,,-85.0,,
7.9357,,-101.0,,
8.0666,-96.0,,,
8.2831,-92.0,,,
8.8721,,,,-82.0
9.1035,,,,-87.0
9.1344,-96.0,,,
9.3032,,,,-82.0
9.4955,-91.0,,,
9.6714,,,,-82.0
9.7419,-93.0,,,
10.9707,,-97.0,,
11.317,,,,-81.0
11.4034,,,-95.0,
11.5333,,,,-85.0
11.7436,,,,-78.0
11.9436,,,,-87.0
12.1673,-96.0,,,
12.3627,,,,-83.0
12.3674,-88.0,,,
12.545,,,,-77.0
12.7521,,,,-80.0
12.9457,,,,-86.0
13.3452,,,,-81.0
13.3826,-95.0,,,
13.55,,,,-92.0
13.7575,,,,-83.0
14.6338,-85.0,,,
15.2048,,,,-85.0
15.4852,-97.0,,,
15.5906,,,,-86.0
16.0079,,,,-92.0
16.2051,,,,-94.0
16.4148,,,,-89.0
16.4703,-94.0,,,
16.6147,,,,-83.0
16.6558,-90.0,,,
16.8241,,,,-77.0
16.8672,-94.0,,,
17.0382,,,,-89.0
17.0748,-87.0,,,
17.4605,,,,-85.0
17.8514,,,,-89.0
17.9115,,-91.0,,
18.4849,,,,-89.0
19.137,-93.0,,,
19.1453,,-93.0,,
19.5417,,-95.0,,
19.6978,,,,-89.0
19.7492,-87.0,,,
19.9117,,,,-80.0
19.9393,-94.0,,,
20.118,,,,-92.0
20.3163,,,,-82.0
20.5297,,,,-85.0
20.7193,,,,-85.0
20.9855,-87.0,,,
21.0415,,,-95.0,
21.127,,,,-90.0
21.1703,-96.0,,,
21.3371,,,,-83.0
21.3928,-90.0,,,
21.4611,,,-95.0,
21.5364,,,,-85.0
21.5783,-94.0,,,
21.9944,-93.0,,,
22.161,,,,-76.0
22.3942,-93.0,,,
22.5711,,,,-87.0
22.5932,-93.0,,,
22.9926,,,,-83.0
23.0094,-90.0,,,
23.2212,-93.0,,,
23.2326,,-95.0,,
23.416,,,,-90.0
23.4299,-92.0,,,
23.6077,,,,-89.0
23.8303,,,,-86.0
24.01,,,,-91.0
24.1111,,,-99.0,
24.2301,,,,-83.0
24.2617,-87.0,,,
24.4332,,,,-87.0
24.8967,-95.0,,,
24.9337,,-93.0,,
25.2482,,,,-81.0
25.2841,-92.0,,,
25.4721,,,,-83.0
25.654,,,,-85.0
25.6709,-93.0,,,
25.6843,,-95.0,,
25.8727,,,,-83.0
26.0663,,,,-75.0
27.0993,,,,-79.0
27.1381,-91.0,,,
27.311,,,,-81.0
27.3214,-94.0,,,
27.5079,,,,-91.0
27.9224,,,,-85.0
28.1173,,,,-85.0
28.3454,,-92.0,,
28.7302,,,,-82.0
28.9516,,,,-88.0
29.0429,,,-96.0,
29.1363,,,,-75.0
29.341,,,,-81.0
29.3702,-88.0,,,
29.5448,,,,-87.0
30.3821,,-93.0,,
30.9973,,,,-87.0
31.0789,,,-92.0,
31.202,,,,-83.0
31.4393,,,,-89.0
31.4643,-90.0,,,
31.6012,,,,-81.0
32.0366,,,,-94.0
32.2351,,,,-93.0
32.4283,,,,-80.0
32.6426,,,,-77.0
32.6704,,-93.0,,
32.8296,,,,-78.0
33.0723,,-93.0,,
33.1311,,,-95.0,
33.2468,,,,-81.0
33.4501,,,,-80.0
33.6836,-98.0,,,
34.4745,,,,-88.0
34.8854,,,,-84.0
35.1145,,,,-78.0
35.1318,-94.0,,,
35.3113,,,,-89.0
35.717,,,,-83.0
35.759,-89.0,,,
36.325,,,,-84.0
36.5404,,,,-86.0
36.5722,-94.0,,,
36.6356,,,-95.0,
36.7559,,,,-81.0
37.1605,,,,-81.0
37.3516,,,,-92.0
37.5539,,,,-92.0
39.0524,-97.0,,,
39.1997,,,,-85.0
39.2876,-97.0,,,
39.4808,-95.0,,,
39.6136,,,,-85.0
39.8091,,,,-81.0
39.9208,,,-93.0,
40.0312,,,,-82.0
40.0739,-90.0,,,
40.0927,,,-96.0,
40.3055,,,,-98.0
40.4492,,,,-91.0
40.5201,,,-98.0,
40.6447,,,,-88.0
40.873,,,,-86.0
41.4753,,,,-84.0
41.7161,-93.0,,,
41.895,,,,-83.0
42.0735,,,,-81.0
43.355,-96.0,,,
43.9204,,,,-86.0
44.1245,,,,-88.0
44.3362,,,,-84.0
44.5369,,,,-83.0
44.9558,,,,-92.0
45.3514,,,,-88.0
45.5574,,,,-84.0
45.7856,,,,-81.0
45.9883,,,,-94.0
46.3832,,,,-82.0
47.0015,,,,-87.0
47.402,,,,-89.0
47.6695,-91.0,,,
47.8835,-93.0,,,
48.2335,,,,-91.0
49.2502,,,,-92.0
49.4488,,,,-92.0
49.6875,,,,-83.0
49.8698,,,,-84.0
50.2758,,,,-86.0
51.105,,,,-86.0
51.3158,,,,-85.0
51.5429,,,,-86.0
51.7419,,,,-86.0
51.9141,,,,-85.0
51.9812,-94.0,,,
52.1395,,,,-89.0
52.3307,,,,-91.0
53.152,,,,-91.0
53.5288,,-96.0,,
53.5782,,,,-86.0
53.7381,,-95.0,,
54.3797,,,,-86.0
54.6024,,,,-81.0
55.1828,,-96.0,,
55.3898,,-97.0,,
55.6269,,,,-85.0
55.8306,,,,-86.0
56.0396,,,,-86.0
56.3955,,-98.0,,
56.4641,,,,-89.0
56.8616,,,,-87.0
57.0778,,,,-88.0
57.294,,,,-88.0
57.4795,,,,-91.0
57.7246,,,,-90.0
57.9013,,,,-86.0
59.1273,,,,-83.0
59.7436,,,,-86.0
59.8913,,-95.0,,
59.9421,,,,-86.0
60.151,-95.0,,,
60.3438,,,,-84.0
60.5538,,,,-85.0
60.7276,,-97.0,,
60.7651,,,,-83.0
60.9818,,,,-83.0
61.1926,,,,-81.0
61.3824,,,,-80.0
61.5721,-85.0,,,
61.5902,,,,-82.0
61.8312,,,,-80.0
62.3909,-92.0,,,
62.8269,,,,-79.0
62.9757,,-91.0,,
63.011,-92.0,,,
63.0384,,,,-78.0
63.2105,-93.0,,,
63.2431,,,,-86.0
63.4581,,,,-94.0
63.64,,,,-90.0
64.0312,,,-93.0,
64.0524,,,,-92.0
64.2607,-93.0,,,
64.6577,,,,-90.0
64.8886,,,,-92.0
69.2037,,,,-91.0
69.8131,,,,-92.0
71.0325,,,,-96.0
71.2067,-91.0,,,
71.421,-94.0,,,
71.441,,,,-95.0
71.6218,-92.0,,,
71.6512,,,,-91.0
71.8093,-95.0,,,
71.855,,,,-87.0
72.0542,,,,-96.0
72.2772,,,,-89.0
72.4893,,,,-93.0
72.6574,-97.0,,,
72.6851,,,,-89.0
72.8144,,-93.0,,
73.2872,,,,-90.0
74.9097,-95.0,,,
75.5128,-95.0,,,
75.756,,,,-90.0
75.9538,,,,-90.0
76.3683,,,,-88.0
76.5651,,,,-90.0
76.6976,,-97.0,,
76.776,,,,-94.0
77.1838,,,,-94.0
77.4041,,,,-89.0
77.7964,,,,-92.0
77.9907,-93.0,,,
79.032,,,,-95.0
79.2328,-92.0,,,
79.2653,,,,-98.0
79.6443,-89.0,,,
79.6575,,,,-91.0
79.8286,-91.0,,,
79.8525,,,,-90.0
80.2319,-83.0,,,
80.4548,-95.0,,,
80.4833,,,,-95.0
80.6693,,,,-96.0
80.8615,-92.0,,,
81.2741,-91.0,,,
81.4946,-95.0,,,
81.5089,,,,-95.0
81.9081,-95.0,,,
83.1157,-90.0,,,
83.3091,-86.0,,,
83.5328,-86.0,,,
83.5446,,,,-90.0
84.55,,,,-94.0
84.9643,,,,-91.0
85.5986,,,,-96.0
85.7625,,,,-93.0
86.7879,,,,-91.0
88.2162,,,,-91.0
88.4221,,,,-93.0
88.8367,,,,-95.0
89.4662,,,,-96.0
89.642,,,,-92.0
91.0895,,,,-92.0
91.7188,,,,-93.0
91.9213,,,,-92.0
92.5413,,,,-94.0
92.954,,,,-99.0
93.5572,,,,-88.0
93.7575,,,,-91.0
95.0223,,,,-96.0
95.6127,,,,-92.0
95.813,,,,-91.0
96.0088,,,,-93.0
96.218,,,,-91.0
96.4214,,,,-91.0
96.6338,,,,-92.0
97.0315,,,,-91.0
97.2172,,,,-87.0
97.4498,,,,-91.0
97.6338,,,,-89.0
98.4395,,,,-95.0
99.0514,,,,-93.0
99.4692,,,,-95.0
99.6657,,,,-92.0
100.7007,,,,-93.0
100.8879,,,,-92.0
101.2941,,,,-93.0
101.5046,,,,-90.0
101.9342,,,,-93.0
103.1443,,,,-90.0
104.3638,,,,-91.0
104.5673,,,,-91.0
105.5899,,,,-94.0
106.1992,,,,-93.0
107.0163,,,,-92.0
107.2349,,,,-97.0
107.4326,,,,-94.0
107.6645,,,,-93.0
108.4467,,,,-94.0
108.6714,,,,-92.0
109.2707,,,,-99.0
109.697,,,,-94.0
111.5431,,,,-91.0
111.7519,,,,-89.0
111.9332,,,,-97.0
