AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,PitchX,RollY,YawZ,Quat_w,Quat_x,Quat_y,Quat_z
0.063,5778.8081,-1.92979,8.28419,4.68081,0.04349,-0.09633,-0.09098,6.7,-8.4,-17.5,57.00861,20.416185,0.347331,0.8646099253182211,0.46919701,0.15716401,0.087197
0.0678,5778.8281,-2.10936,8.41827,4.0128,-0.44031,-0.44452,-0.04455,6.7,-8.4,-17.5,56.926315,20.288231,0.264946,0.8651842181117845,0.46878499,0.15592,0.085941
0.0707,5778.8481,-2.09499,8.54277,4.23787,-0.83676,-0.63511,-0.07693,6.7,-8.4,-17.6,56.324638,19.476274,0.590392,0.8684874650521675,0.46439701,0.15151601,0.084308
0.072,5778.8681,-2.00161,8.2387,4.91066,-0.79645,-0.5276,-0.14168,6.6,-8.3,-17.6,55.444016,18.529232,0.926483,0.8730334397129013,0.45794699,0.146222,0.081953
0.0745,5778.888,-2.02316,7.99209,5.52359,-0.62724,-0.21728,-0.0134,6.6,-8.2,-17.7,54.655231,17.909395,1.185488,0.8767816136276124,0.45202801,0.142966,0.080532
0.0955,5778.908,-1.90824,8.04716,5.89231,-0.36945,-0.27776,0.07212,6.6,-8.1,-17.8,54.101994,17.429815,1.564719,0.8792962083911201,0.447649,0.141068,0.080922
0.1125,5778.928,-1.7981,8.34884,5.84442,-0.19658,-0.41093,-0.1484,6.5,-8.0,-17.9,53.798321,17.016579,1.802117,0.880827209785631,0.44531301,0.138965,0.080799
0.1578,5778.948,-1.74064,8.24109,5.72232,-0.22101,-0.70048,-0.25041,6.5,-7.9,-17.9,53.538483,16.667528,1.608361,0.8823962731979663,0.44378299,0.135648,0.077673
0.1582,5778.968,-1.76937,7.88435,5.51641,-0.31814,-0.27592,-0.26385,6.4,-7.7,-18.0,53.192322,16.158669,1.380996,0.884486258267374,0.44170901,0.131005,0.073586
0.1706,5778.988,-2.00401,7.96815,5.54753,-0.31203,-0.53676,-0.03783,6.3,-7.6,-18.1,52.80138,16.074339,1.242707,0.8861817710057682,0.43889499,0.13000099,0.071783
0.192,5779.008,-2.13569,8.20757,5.47092,-0.22956,-1.24537,0.11183,6.3,-7.4,-18.4,52.504486,15.183453,1.464447,0.8881745849798113,0.43689701,0.12408,0.069793
0.2117,5779.028,-2.04711,8.27461,5.13093,-0.32425,-2.01994,0.18147,6.2,-7.3,-18.5,52.320541,13.34018,1.880508,0.8905285094384121,0.43612999,0.111426,0.065832
0.2331,5779.048,-1.94415,7.84125,4.8939,-0.97726,-0.73957,0.20957,6.0,-7.1,-18.8,51.953255,10.851616,2.416829,0.8938720946265521,0.43415299,0.094181,0.060281
0.252,5779.068,-1.27854,7.35042,5.62176,-1.16969,0.19505,0.47407,5.7,-6.9,-18.9,50.938766,10.296789,3.257914,0.8977124452022486,0.425818,0.093157,0.064134
0.2812,5779.088,-0.76138,7.11339,6.34483,-0.95344,-0.1678,0.32197,5.4,-6.6,-19.1,49.859707,9.68263,4.395735,0.9015599165262284,0.41676101,0.092584,0.070201
0.2897,5779.108,-0.49561,7.10621,6.71355,-0.43848,-0.48728,0.02325,5.2,-6.4,-19.3,49.094875,8.99226,5.080503,0.9044836675324878,0.41060099,0.089593,0.072727
0.3118,5779.128,-0.61533,7.33127,6.73031,-0.41527,-0.58685,-0.12519,5.0,-6.1,-19.4,48.661125,8.416335,5.230805,0.906400773310449,0.40741101,0.085543,0.071668
0.3381,5779.148,-0.82363,7.32409,6.98171,-0.46719,-0.8874,-0.01523,4.7,-5.9,-19.6,48.162926,7.704407,5.270465,0.9086796953865206,0.40386301,0.079989,0.069265
0.35,5779.168,-0.78293,7.01523,7.32648,-0.25339,-0.58441,0.07945,4.5,-5.6,-19.7,47.692993,6.68279,5.501924,0.9108936108560977,0.40057701,0.072619,0.06736
0.372,5779.188,-0.72068,6.74946,7.46774,-0.01882,-0.31868,0.16131,4.2,-5.4,-19.8,47.485657,5.955028,5.80529,0.911894219735491,0.399165,0.067848,0.067178
0.3902,5779.208,-0.62251,6.72073,7.27141,0.11802,-0.02547,0.24317,3.9,-5.2,-19.8,47.508106,5.460534,6.196873,0.9118701146801554,0.39941001,0.065283,0.068576
0.4096,5779.228,-0.3759,6.79735,6.75904,0.0722,0.1077,0.1326,3.7,-4.9,-19.9,47.631683,5.237441,6.620736,0.9113023038098829,0.40029001,0.065022,0.071191
0.4343,5779.248,-0.35914,6.92185,6.3999,-0.09701,-0.06518,-0.02439,3.4,-4.8,-20.0,47.634228,5.239906,6.794391,0.9111828417733732,0.40020999,0.065649,0.072581
0.4497,5779.268,-0.50998,6.95058,6.28018,-0.15076,-0.38466,4e-05,3.2,-4.6,-20.1,47.474483,5.085572,6.786884,0.9118389692433417,0.39903799,0.064345,0.071959
0.4699,5779.288,-0.71589,6.95776,6.44539,-0.13244,-0.67848,0.10328,2.9,-4.5,-20.1,47.294067,4.514912,6.84192,0.9127488469307753,0.39792299,0.059934,0.07039
0.4934,5779.3079,-0.8356,6.96255,6.74946,-0.0011,-0.62045,0.23217,2.6,-4.3,-20.1,47.17683,3.568395,7.077851,0.913483446145621,0.39744601,0.053168,0.068977
0.5407,5779.3279,-0.77575,7.02959,6.74946,0.14429,-0.36328,0.28104,2.4,-4.2,-20.2,47.231449,2.644197,7.471498,0.9134600529160101,0.39826599,0.04719,0.068906
0.5549,5779.3479,-0.81405,7.20198,6.49088,0.05754,-0.11954,0.17047,2.2,-4.1,-20.2,47.384819,2.054511,7.850456,0.9129276391767969,0.39969599,0.043881,0.069862
0.562,5779.3679,-1.20432,7.49647,6.56031,-0.17703,-0.10671,0.07945,2.0,-4.0,-20.3,47.378101,1.837484,8.015674,0.9129319941418089,0.39971301,0.042725,0.070422
0.581,5779.3879,-1.64487,7.62337,7.15888,-0.19291,-0.14031,0.09656,1.8,-4.0,-20.2,47.145172,1.693188,8.043249,0.9137828623471442,0.39793301,0.041553,0.070168
0.592,5779.4079,-1.85556,7.6521,7.64731,0.14001,0.26347,0.19002,1.6,-3.9,-20.2,47.011143,1.62894,8.068644,0.9142575696508397,0.39689299,0.04106,0.070165
0.612,5779.4279,-2.03513,7.68083,7.74787,0.39657,0.64465,0.28043,1.4,-3.9,-20.3,47.250172,2.075153,8.156881,0.9132011840187243,0.39849001,0.045046,0.072389
0.6312,5779.4479,-2.11414,7.63774,7.66886,0.47232,0.51759,0.43314,1.2,-3.9,-20.4,47.697514,2.705604,8.327044,0.9112546913711884,0.401577,0.050883,0.075906
0.6518,5779.4679,-2.03992,7.51323,7.56112,0.4656,0.40336,0.54982,1.0,-4.0,-20.5,48.17873,3.03648,8.662424,0.9091664233348699,0.40502599,0.054933,0.079704
0.6726,5779.4879,-2.0064,7.38634,7.38155,0.36664,0.3496,0.57364,1.0,-4.0,-20.4,48.603851,3.174173,9.111317,0.9072559345921414,0.40808299,0.057838,0.083724
