AppTimestamp(s),ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:06
77.2436,,,-102.0
81.5491,,,-100.0
81.9472,,,-95.0
82.3568,,,-95.0
82.571,,,-95.0
85.0182,,,-100.0
85.229,,,-98.0
85.4331,,,-99.0
87.0613,,,-99.0
87.4725,,,-94.0
88.9043,,,-93.0
89.3075,,,-95.0
90.9631,,,-92.0
91.1497,-98.0,,
91.1937,,,-95.0
91.3641,,,-97.0
92.8195,,,-93.0
93.0331,,,-92.0
93.4287,,,-87.0
95.0551,,,-88.0
97.3135,,,-90.0
97.7112,,,-92.0
98.742,,,-93.0
98.93,,,-97.0
99.145,,,-96.0
99.5487,,,-96.0
101.1977,,,-95.0
101.3993,,,-95.0
102.8225,,,-101.0
103.2467,,,-94.0
104.6994,-99.0,,
104.8724,,,-99.0
104.9461,-96.0,,
105.0621,,,-97.0
105.1302,-94.0,,
106.9537,-88.0,,
107.1768,-95.0,,
107.3827,-93.0,,
107.5781,-97.0,,
109.238,-95.0,,
110.8236,,-102.0,
110.8545,-91.0,,
111.0443,-91.0,,
111.2451,-92.0,,
113.089,,-98.0,
113.127,-94.0,,
113.254,,,-98.0
114.9655,-94.0,,
115.1489,-94.0,,
117.0231,-98.0,,
117.4222,-92.0,,
118.8758,-92.0,,
120.9059,-95.0,,
121.3123,-93.0,,
123.1657,-92.0,,
124.796,-94.0,,
125.0179,-98.0,,
127.057,-90.0,,
127.2587,-94.0,,
128.8959,-89.0,,
129.0718,-95.0,,
131.3226,-89.0,,
132.9707,-93.0,,
133.1698,-89.0,,
134.8079,-92.0,,
135.2456,-88.0,,
136.7895,,,-100.0
136.8623,-97.0,,
139.1372,-91.0,,
139.3387,-99.0,,
140.9626,-89.0,,
141.3755,-89.0,,
142.8131,-98.0,,
143.0124,-94.0,,
143.2126,-92.0,,
143.4283,-95.0,,
144.8767,-96.0,,
145.2889,-99.0,,
145.5041,-96.0,,
147.1328,-98.0,,
148.8993,,,-97.0
149.511,,,-95.0
149.5783,-97.0,,
149.7136,,,-99.0
150.7284,,,-100.0
150.9368,,,-91.0
151.0138,-96.0,,
151.1624,,,-95.0
151.425,-99.0,,
151.5482,,,-96.0
153.1991,,,-95.0
153.3798,,,-90.0
153.5782,,,-89.0
154.81,,,-88.0
155.0177,,,-89.0
155.2247,,,-97.0
155.4551,,,-92.0
156.888,,,-88.0
157.0798,,,-93.0
157.2793,,,-94.0
157.4998,,,-92.0
158.1049,,,-96.0
158.3035,,,-87.0
159.122,,,-82.0
160.9699,,,-93.0
161.1837,,,-90.0
161.5955,,,-88.0
163.0376,,,-88.0
163.2324,,,-94.0
164.4537,,,-90.0
164.8651,,,-94.0
165.0805,,,-97.0
165.2758,,,-100.0
167.1089,,,-93.0
167.3167,,,-98.0
