AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z
0.063,5778.8081,-1.92979,8.28419,4.68081
0.0678,5778.8281,-2.10936,8.41827,4.0128
0.0707,5778.8481,-2.09499,8.54277,4.23787
0.072,5778.8681,-2.00161,8.2387,4.91066
0.0745,5778.888,-2.02316,7.99209,5.52359
0.0955,5778.908,-1.90824,8.04716,5.89231
0.1125,5778.928,-1.7981,8.34884,5.84442
0.1578,5778.948,-1.74064,8.24109,5.72232
0.1582,5778.968,-1.76937,7.88435,5.51641
0.1706,5778.988,-2.00401,7.96815,5.54753
0.192,5779.008,-2.13569,8.20757,5.47092
0.2117,5779.028,-2.04711,8.27461,5.13093
0.2331,5779.048,-1.94415,7.84125,4.8939
0.252,5779.068,-1.27854,7.35042,5.62176
0.2812,5779.088,-0.76138,7.11339,6.34483
0.2897,5779.108,-0.49561,7.10621,6.71355
0.3118,5779.128,-0.61533,7.33127,6.73031
0.3381,5779.148,-0.82363,7.32409,6.98171
0.35,5779.168,-0.78293,7.01523,7.32648
0.372,5779.188,-0.72068,6.74946,7.46774
0.3902,5779.208,-0.62251,6.72073,7.27141
0.4096,5779.228,-0.3759,6.79735,6.75904
0.4343,5779.248,-0.35914,6.92185,6.3999
0.4497,5779.268,-0.50998,6.95058,6.28018
0.4699,5779.288,-0.71589,6.95776,6.44539
0.4934,5779.3079,-0.8356,6.96255,6.74946
0.5407,5779.3279,-0.77575,7.02959,6.74946
0.5549,5779.3479,-0.81405,7.20198,6.49088
0.562,5779.3679,-1.20432,7.49647,6.56031
0.581,5779.3879,-1.64487,7.62337,7.15888
0.592,5779.4079,-1.85556,7.6521,7.64731
0.612,5779.4279,-2.03513,7.68083,7.74787
0.6312,5779.4479,-2.11414,7.63774,7.66886
0.6518,5779.4679,-2.03992,7.51323,7.56112
0.6726,5779.4879,-2.0064,7.38634,7.38155
0.6911,5779.5079,-2.05668,7.17804,7.35521
0.711,5779.5279,-1.98246,6.68003,7.58027
0.7365,5779.5479,-1.8388,5.96414,7.54436
