AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
45.0037,85201.5431,0.7678886776784892,-0.20849263224200157,0.5881412708448046,-0.00672,0.18631,0.09896,4.14,-29.82,-15.78
45.0239,85201.5631,0.7638089660340038,-0.041537016703591355,0.3878065684028851,0.03726,0.2474,0.08002,3.66,-29.4,-15.18
45.0398,85201.5831,0.742138820157871,0.12052084955584186,0.1919036413737576,-0.01894,0.1967,0.09346,3.54,-29.46,-14.94
45.0597,85201.6031,0.6989570948543152,0.27371655286523167,0.00637814927881486,0.02199,0.18815,0.07269,3.72,-29.4,-15.18
45.0797,85201.6231,0.6287765424182871,0.4130477942499381,-0.15790499089579946,0.06109,0.22663,-0.00367,4.14,-29.16,-15.84
45.1034,85201.6431,0.5404781302502984,0.5331131677149703,-0.2865463695953956,-0.00428,0.29077,-0.0391,4.68,-29.64,-16.38
45.1234,85201.6631,0.425170766841127,0.6174748104182313,-0.3623513615390088,-0.11118,0.32865,-0.00916,4.62,-29.58,-15.72
45.14,85201.6831,0.2892547753712974,0.6441061188131079,-0.3728831790069247,-0.16677,0.35186,0.00977,4.38,-29.64,-15.48
45.1615,85201.7031,0.1599982103751461,0.6155287565535418,-0.3167182229586327,-0.15027,0.30665,-0.02566,4.02,-29.64,-15.24
45.1842,85201.7231,0.04259356260383565,0.5326865773543094,-0.2020849463643053,-0.17165,0.21686,-0.00305,3.66,-29.82,-14.7
45.201,85201.744,-0.050273641101851466,0.40863966637327054,-0.04736277718894222,-0.16493,0.15088,0.03787,4.32,-29.46,-15.3
45.2207,85201.7641,-0.09084461436333817,0.2902205674819514,0.12359951692696924,-0.19181,0.17776,0.07636,4.44,-29.16,-15.36
45.2433,85201.7841,-0.06967479357278386,0.20215366191259357,0.2896891136552302,-0.18082,0.2865,0.11729,4.74,-29.22,-15.3
45.266,85201.8041,0.002082919249546825,0.1467383873672951,0.43493065958414334,-0.13256,0.29199,0.16005,5.52,-29.04,-15.54
45.2808,85201.8241,0.10315413966977177,0.11216283545267049,0.5496221085439874,-0.06903,0.20281,0.19609,4.98,-29.46,-15.9
45.3025,85201.8441,0.2121715622177588,0.10071815588325785,0.6286278508020473,0.00305,0.06231,0.19853,5.28,-29.52,-16.2
45.3226,85201.8641,0.3198017839153001,0.10152877162969597,0.6680194260998391,0.05376,0.0507,0.2138,5.22,-29.04,-16.62
45.3411,85201.8841,0.41677563972294124,0.10755387236230807,0.6627722710035577,0.04032,0.09041,0.20281,5.1,-28.98,-16.92
45.3606,85201.9041,0.4892918765383252,0.10722593566897798,0.6087444155333941,-0.01283,0.12584,0.17776,4.86,-28.74,-16.86
45.382,85201.9241,0.5289096866881657,0.08997230394400356,0.5068268863548084,0.03665,0.08735,0.1124,4.8,-29.04,-16.56
45.4001,85201.9441,0.5420913481845739,0.0660901678183939,0.3666593450529305,0.15882,0.01161,0.07391,5.1,-29.28,-16.38
45.4204,85201.9641,0.5482117940483807,0.05791872469746926,0.2081848924547245,0.25351,-0.03971,0.0788,4.86,-29.46,-16.32
45.4401,85201.9841,0.5777106133830424,0.11059042305732854,0.057796757868004534,0.22602,-0.02382,0.0843,5.4,-29.52,-16.5
45.4599,85202.0041,0.6494558796756194,0.25084261743974584,-0.05969959196206709,0.15699,0.02505,0.04643,5.58,-29.58,-16.38
45.4865,85202.0241,0.7608940742759683,0.473474309253701,-0.130561058793095,0.12767,-0.00672,0.03421,5.4,-29.52,-16.02
45.5102,85202.0451,0.9083910429968552,0.7733267421746227,-0.16042691659784047,0.11362,-0.12523,0.06475,5.34,-29.52,-15.72
45.528,85202.0661,1.0863904496627907,1.1225761077860865,-0.17426231510086154,0.09774,-0.24496,0.0452,4.98,-29.64,-14.82
45.5482,85202.0871,1.2672490427747571,1.467568133766194,-0.20498001280762956,0.03543,-0.2584,-0.15516,4.8,-29.22,-14.88
