AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
0.1597,,,-83.0,,,
0.3339,,,-83.0,,,
0.3637,,-90.0,,,,
0.8619,,,,,,-96.0
0.8913,,,,-73.0,,
1.1085,,,,-67.0,,
1.1386,,,-81.0,,,
1.3341,,,,-62.0,,
1.3813,,-87.0,,,,
1.3887,,,-73.0,,,
1.5006,,,,-59.0,,
1.5686,,,-86.0,,,
1.692,,,,-76.0,,
1.7683,,-85.0,,,,
1.9098,,,,-63.0,,
1.9588,,-87.0,,,,
1.9852,,,-84.0,,,
2.1492,,,,-65.0,,
2.1763,,-80.0,,,,
2.2021,,,-88.0,,,
2.356,,-92.0,,,,
2.3717,,,-76.0,,,
2.5723,,-84.0,,,,
2.7421,,,,-65.0,,
2.8598,,,-89.0,,,
2.8684,,,,,-93.0,
2.9198,,,,-73.0,,
2.9707,,-86.0,,,,
2.9936,,,-89.0,,,
3.1915,,,-87.0,,,
3.3733,,,,-73.0,,
4.1629,,,,,,-95.0
4.1827,,,,-65.0,,
4.2154,,,-81.0,,,
4.3798,,,,-59.0,,
4.4023,,-78.0,,,,
4.4251,,,-91.0,,,
4.6198,,,-86.0,,,
4.8116,,,,-69.0,,
4.8419,,,-81.0,,,
4.992,,,,-67.0,,
5.0284,,-88.0,,,,
5.1906,,,,-76.0,,
5.2312,,-84.0,,,,
5.2555,,,-81.0,,,
5.4249,,-88.0,,,,
5.4445,,,-87.0,,,
5.6162,,,,-67.0,,
5.6358,,-82.0,,,,
5.6471,,,-90.0,,,
5.7825,,,,,,-98.0
5.7991,,,,-66.0,,
5.8489,,-88.0,,,,
5.8757,,,-85.0,,,
6.0249,,,,-59.0,,
6.0942,,-79.0,,,,
6.2117,,,,-62.0,,
6.2691,,,-75.0,,,
6.4189,,,,-68.0,,
6.4548,,-87.0,,,,
6.655,,,,-73.0,,
6.8466,,,,-70.0,,
7.0379,,,,-65.0,,
7.0606,,-82.0,,,,
7.2334,,,,-71.0,,
7.4989,,-84.0,,,,
8.0392,,,,,,-96.0
8.0592,,,,-66.0,,
8.1019,,,-82.0,,,
8.2571,,,,-64.0,,
8.3194,,-81.0,,,,
8.3278,,,-79.0,,,
8.4505,,,,-77.0,,
8.5199,,-85.0,,,,
8.6765,,,,-66.0,,
8.8745,,,,-64.0,,
8.9592,,-88.0,,,,
8.9654,,,-88.0,,,
9.1221,,-82.0,,,,
9.1631,,,-89.0,,,
9.2724,,,,-73.0,,
9.318,,-83.0,,,,
9.3551,,,-80.0,,,
9.5318,,-89.0,,,,
9.5468,,,-90.0,,,
9.7314,,,,-75.0,,
9.7538,,-86.0,,,,
9.7594,,,-82.0,,,
9.8996,,,,-64.0,,
9.9527,,-87.0,,,,
9.9786,,,-77.0,,,
10.0883,,,,-68.0,,
10.1341,,-84.0,,,,
10.1713,,,-85.0,,,
10.3409,,,,-63.0,,
10.3543,,-87.0,,,,
10.3715,,,-92.0,,,
10.5314,,,,-63.0,,
10.7727,,-81.0,,,,
10.9031,,,,-68.0,,
10.9723,,,-81.0,,,
11.3829,,-83.0,,,,
11.5813,,-82.0,,,,
12.1217,,,,-63.0,,
12.1842,,-81.0,,,,
12.2239,,,-81.0,,,
12.3399,,,,-65.0,,
12.3867,,-91.0,,,,
12.857,,,-92.0,,,
12.9417,,,,-62.0,,
12.9844,,-83.0,,,,
13.0365,,,-85.0,,,
13.1515,,,,-63.0,,
13.2012,,-78.0,,,,
13.2298,,,-86.0,,,
13.378,,,,-70.0,,
13.4019,,-84.0,,,,
13.4433,,,-78.0,,,
13.5582,,,,-69.0,,
13.6687,,,-87.0,,,
13.8491,,,-87.0,,,
13.9612,,,,-67.0,,
14.0307,,-83.0,,,,
14.0511,,,-78.0,,,
14.1685,,,,-66.0,,
14.2109,,-84.0,,,,
14.2517,,,-84.0,,,
14.3685,,,,-66.0,,
14.4198,,-85.0,,,,
14.4555,,,-84.0,,,
14.5881,,,,-79.0,,
14.6714,,-87.0,,,,
14.7697,,,,-67.0,,
14.8391,,-80.0,,,,
14.8716,,,-77.0,,,
14.9766,,,,-69.0,,
15.0376,,-85.0,,,,
15.1721,,,,,-96.0,
15.2028,,,,-71.0,,
15.4097,,,,,,-95.0
15.8743,,-77.0,,,,
15.9977,,,,-63.0,,
16.2437,,,,-62.0,,
16.6822,,,,-61.0,,
16.7263,,,-85.0,,,
16.8199,,,,-62.0,,
16.9127,,,-83.0,,,
16.9228,,-84.0,,,,
17.0282,,,,-71.0,,
17.2412,,,,-68.0,,
17.2973,,-88.0,,,,
17.518,,,-89.0,,,
17.6763,,,,-63.0,,
17.7145,,,-89.0,,,
17.7222,,-85.0,,,,
17.8632,,,,-72.0,,
17.9087,,,-87.0,,,
17.9347,,-87.0,,,,
18.1256,,,-87.0,,,
18.132,,-88.0,,,,
18.2665,,,,-85.0,,
18.3248,,,-81.0,,,
18.3407,,-92.0,,,,
18.4832,,,,-59.0,,
18.5457,,,-85.0,,,
18.7183,,,,-68.0,,
18.7336,,,-84.0,,,
18.7448,,-75.0,,,,
18.9144,,,,-59.0,,
18.9283,,,-81.0,,,
18.9334,,-85.0,,,,
19.1092,,,,-85.0,,
19.2985,,,,-60.0,,
19.5792,,-86.0,,,,
20.7188,,,,-52.0,,
20.78,,-81.0,,,,
20.9958,,,-83.0,,,
21.0026,,-80.0,,,,
21.1534,,,,-66.0,,
21.1648,,,,,,-93.0
21.1858,,,-84.0,,,
21.2042,,-79.0,,,,
21.3717,,,,-64.0,,
21.3996,,,-75.0,,,
21.5411,,,,-67.0,,
21.5647,,,,,,-94.0
21.5999,,-82.0,,,,
21.7519,,,,-64.0,,
21.9447,,,,-65.0,,
22.3608,,,,-73.0,,
22.4364,,,-82.0,,,
22.4539,,-91.0,,,,
22.6415,,,-81.0,,,
22.6467,,-87.0,,,,
22.7671,,,,-75.0,,
22.8322,,,-91.0,,,
22.8405,,-85.0,,,,
22.9897,,,,-78.0,,
23.0648,,,-78.0,,,
23.0744,,-82.0,,,,
23.6323,,,,-66.0,,
23.7969,,,,-67.0,,
24.2005,,,,-66.0,,
24.2576,,,-83.0,,,
24.4126,,,,-63.0,,
24.8712,,,,,,-94.0
24.9288,,-83.0,,,,
25.0173,,,,-61.0,,
25.0835,,,-83.0,,,
25.1251,,-90.0,,,,
25.2136,,,,-66.0,,
25.2727,,,,,,-94.0
25.2918,,,-84.0,,,
25.309,,-83.0,,,,
25.4258,,,,-70.0,,
25.4768,,,-83.0,,,
25.6408,,,,-61.0,,
25.6996,,,-86.0,,,
25.7384,,-86.0,,,,
25.823,,,,-72.0,,
25.8945,,,-77.0,,,
25.9284,,-86.0,,,,
26.0328,,,,-61.0,,
26.0988,,,-77.0,,,
26.2404,,,,-61.0,,
26.3037,,,-81.0,,,
26.3438,,-83.0,,,,
26.4519,,,,-83.0,,
26.498,,,-91.0,,,
26.5493,,-79.0,,,,
26.6728,,,,-67.0,,
26.7043,,,-92.0,,,
26.757,,-83.0,,,,
26.8585,,,,-68.0,,
26.9011,,,-81.0,,,
26.9855,,-87.0,,,,
27.4717,,,,-69.0,,
28.2941,,,,-63.0,,
28.3373,,,-75.0,,,
28.3847,,-88.0,,,,
28.5008,,,,-65.0,,
28.5446,,,-81.0,,,
28.5939,,-82.0,,,,
28.7312,,,,-71.0,,
28.7539,,,-81.0,,,
28.9216,,,,-64.0,,
28.9628,,,-92.0,,,
28.9775,,,,,,-92.0
29.0,,-87.0,,,,
29.1269,,,,-64.0,,
29.1586,,,-88.0,,,
29.1738,,,,,,-92.0
29.2075,,-91.0,,,,
29.331,,,,-67.0,,
29.5385,,,,-63.0,,
29.5614,,,-88.0,,,
29.5767,,,,,,-94.0
29.7412,,,,-73.0,,
29.7651,,,-86.0,,,
29.7755,,,,,,-95.0
29.944,,,,-74.0,,
29.9791,,,-83.0,,,
30.1456,,,,-63.0,,
30.2246,,-85.0,,,,
30.3616,,,,-71.0,,
30.3934,,,-79.0,,,
30.4092,,,,,,-96.0
30.6278,,,-89.0,,,
30.6402,,-90.0,,,,
30.7586,,,,-77.0,,
30.8715,,-89.0,,,,
30.975,,,,-64.0,,
30.9963,,,-79.0,,,
31.0491,,-92.0,,,,
31.4388,,,,,,-95.0
31.6311,,,-81.0,,,
31.9973,,,,-57.0,,
32.197,,,,-63.0,,
32.2345,,,-80.0,,,
32.4071,,,,-73.0,,
32.4482,,,-82.0,,,
32.4854,,-82.0,,,,
32.6432,,,,-64.0,,
32.6663,,,-91.0,,,
32.7051,,-83.0,,,,
32.8451,,,,-80.0,,
32.8672,,,-83.0,,,
32.8762,,,,,,-99.0
32.8953,,-84.0,,,,
33.0282,,,,-72.0,,
33.1014,,-83.0,,,,
33.2782,,,-83.0,,,
33.4754,,,-83.0,,,
33.5053,,-85.0,,,,
33.6447,,,,-67.0,,
33.7111,,,-81.0,,,
33.8499,,,,-75.0,,
33.8649,,,-85.0,,,
33.9135,,-81.0,,,,
34.0427,,,,-75.0,,
34.0763,,,-84.0,,,
34.0902,,,,,,-95.0
34.122,,-82.0,,,,
34.2488,,,,-63.0,,
34.2965,,,-82.0,,,
34.4489,,,,-64.0,,
34.4828,,,-82.0,,,
34.6765,,,,-73.0,,
34.6948,,,-81.0,,,
34.7317,,-81.0,,,,
34.8766,,,,-73.0,,
34.8913,,,-84.0,,,
34.9136,,,,,,-97.0
35.3682,,-85.0,,,,
36.5232,,,,-68.0,,
36.559,,,-84.0,,,
36.6288,,-83.0,,,,
36.71,,,,-68.0,,
36.7348,,,-84.0,,,
36.9187,,,,-79.0,,
36.9559,,,-89.0,,,
36.9771,,,,,,-95.0
37.1116,,,,-73.0,,
37.1935,,,-88.0,,,
37.2279,,-86.0,,,,
37.3423,,,,-66.0,,
37.3667,,,-84.0,,,
37.4509,,-88.0,,,,
37.5188,,,,-70.0,,
37.6331,,-81.0,,,,
37.7251,,,,-73.0,,
37.7644,,,,,,-97.0
37.7864,,,-83.0,,,
37.8497,,-81.0,,,,
