AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0614,85156.5414,14.22,-37.32,-16.8
0.0705,85156.5614,14.52,-37.14,-16.86
0.0775,85156.5814,14.64,-37.56,-17.1
0.0838,85156.6014,14.4,-37.02,-17.34
0.0899,85156.6213,14.64,-37.02,-17.58
0.1134,85156.6424,14.7,-36.6,-17.88
0.1233,85156.6623,14.82,-35.94,-17.76
0.1503,85156.6824,14.58,-35.82,-17.94
0.1639,85156.7024,15,-35.28,-18.3
0.188,85156.7223,14.58,-34.8,-18.48
0.2034,85156.7424,14.82,-34.8,-18.78
0.2234,85156.7624,15,-34.74,-18.84
0.2453,85156.7824,14.7,-34.68,-18.6
0.2692,85156.8024,15.12,-34.98,-18.54
0.2897,85156.8224,14.7,-34.68,-18.78
0.3031,85156.8424,14.88,-34.68,-19.32
0.3276,85156.8623,14.64,-34.8,-20.1
0.3562,85156.8824,14.46,-34.08,-20.58
0.3669,85156.9024,14.4,-33.54,-21.06
0.3837,85156.9223,13.68,-32.64,-21.42
0.403,85156.9424,13.68,-31.68,-21.6
0.423,85156.9624,13.56,-31.26,-22.14
0.4429,85156.9823,13.5,-30.84,-23.16
0.4638,85157.0024,13.5,-29.76,-24.24
0.4835,85157.0223,13.38,-28.8,-25.38
0.5047,85157.0424,12.96,-27.54,-27
0.5281,85157.0624,12.72,-26.28,-28.02
0.5568,85157.0824,12,-25.44,-28.86
0.5782,85157.1024,11.52,-24.66,-29.7
0.5889,85157.1224,11.1,-23.46,-30.3
0.6034,85157.1424,10.92,-22.02,-30.42
0.628,85157.1624,11.34,-20.64,-30.6
0.6497,85157.1824,11.52,-18.9,-31.2
0.6638,85157.2024,11.94,-18.06,-31.44
0.6838,85157.2224,12.54,-18.06,-31.74
0.7045,85157.2424,13.02,-18.48,-31.68
0.7256,85157.2634,13.14,-19.74,-30.96
0.746,85157.2834,12.36,-21.24,-30.3
0.7648,85157.3034,11.22,-23.22,-29.4
0.7854,85157.3234,10.2,-25.14,-29.22
0.8044,85157.3434,9.24,-26.94,-28.68
0.8246,85157.3634,9.6,-28.14,-28.68
0.8443,85157.3834,9.36,-28.32,-28.68
0.8689,85157.4034,9.24,-28.74,-27.96
0.8866,85157.4244,9.54,-29.22,-27.54
0.9055,85157.4444,9.42,-30.18,-26.28
0.9251,85157.4644,9.78,-31.98,-24.66
0.9452,85157.4843,10.2,-33.78,-22.68
0.9652,85157.5044,10.08,-35.1,-21.24
0.9861,85157.5254,9.84,-36.18,-19.86
1.0061,85157.5453,10.2,-36.9,-18.96
1.0261,85157.5653,10.26,-37.2,-19.08
1.046,85157.5854,10.26,-37.32,-18.9
1.0691,85157.6054,10.26,-37.2,-18.72
1.0886,85157.6254,9.72,-37.08,-19.14
1.1126,85157.6454,9.3,-37.32,-19.32
1.1327,85157.6654,8.7,-37.32,-19.68
1.1504,85157.6854,7.32,-37.44,-20.16
1.1664,85157.7054,6.3,-37.56,-20.82
1.1892,85157.7254,4.62,-37.32,-21.18
1.2069,85157.7454,3.36,-37.2,-21.48
1.2296,85157.7654,2.46,-37.2,-22.5
1.2472,85157.7853,1.02,-36.78,-22.86
1.2667,85157.8054,0.3,-36.6,-23.1
1.2874,85157.8254,-0.24,-36.54,-23.52
1.3101,85157.8454,-0.72,-35.82,-23.46
1.342,85157.8654,-1.08,-36,-23.7
1.3601,85157.8854,-0.9,-35.16,-24.18
1.3687,85157.9054,-1.5,-34.74,-24.12
1.3915,85157.9254,-1.56,-35.1,-23.88
1.4259,85157.9454,-2.04,-35.4,-23.52
1.4289,85157.9654,-2.16,-35.7,-22.74
1.4501,85157.9853,-1.74,-36.42,-22.38
1.4661,85158.0054,-1.2,-36.72,-21.84
1.4862,85158.0254,0.3,-37.02,-21.6
1.5068,85158.0453,1.86,-37.68,-21.54
1.5352,85158.0654,3.3,-37.92,-20.46
1.5487,85158.0854,5.34,-38.4,-19.8
1.5709,85158.1054,6.84,-38.52,-18.36
1.5869,85158.1254,8.52,-38.4,-17.22
1.6068,85158.1454,10.62,-38.34,-17.4
1.6315,85158.1664,12.18,-37.62,-17.1
1.65,85158.1863,14.1,-36.36,-17.16
1.6682,85158.2063,15.9,-35.16,-17.16
1.6879,85158.2264,17.64,-33,-17.34
1.7083,85158.2464,19.56,-30.48,-18.12
1.7354,85158.2664,21.54,-27.96,-19.56
1.7501,85158.2864,22.5,-25.2,-21.36
1.7728,85158.3064,22.62,-22.98,-23.04
1.7906,85158.3264,21.9,-21.24,-24.6
1.8086,85158.3473,20.64,-19.92,-25.86
1.8321,85158.3674,19.44,-18.72,-27.18
1.8487,85158.3874,17.7,-17.34,-28.02
1.8685,85158.4074,16.74,-16.86,-28.68
1.8948,85158.4284,15.72,-16.08,-29.64
1.9154,85158.4484,14.88,-16.08,-29.94
1.9339,85158.4684,14.94,-17.04,-29.94
1.9505,85158.4884,15.24,-17.16,-30.06
1.9776,85158.5084,16.14,-17.94,-29.64
1.9937,85158.5294,16.92,-18.66,-28.98
2.0153,85158.5494,17.7,-19.32,-28.44
2.0304,85158.5694,18.36,-20.82,-27.3
2.0504,85158.5894,18.66,-22.44,-26.22
2.0719,85158.6094,19.02,-24.54,-24.78
2.1212,85158.6294,19.62,-26.7,-23.34
2.1347,85158.6494,19.26,-29.04,-22.38
2.1372,85158.6694,18.24,-31.38,-21.12
2.1665,85158.6894,17.22,-33.6,-20.04
2.1814,85158.7094,15.66,-35.76,-18.66
