AppTimestamp(s),SensorTimestamp(s),gyro_x,gyro_y,gyro_z
0.0397,16268.3991,0.40863,-0.54453,-0.01344
0.0415,16268.4191,-0.1497,-0.69297,0.44532
0.0475,16268.4391,-0.38916,-1.10103,0.27428
0.0645,16268.4591,-0.04463,-0.82798,-0.00733
0.0972,16268.4791,0.25958,-0.43763,-0.1179
0.1165,16268.4991,0.24736,-0.54209,-0.09285
0.1259,16268.5191,0.0415,-0.54881,0.2138
0.1462,16268.5391,-0.10755,-0.72291,0.22846
0.1677,16268.5591,-0.0599,-0.76872,0.0562
0.1873,16268.5791,-0.00859,-0.6551,-0.06353
0.2061,16268.5991,0.14779,-0.53659,-0.0617
0.2269,16268.6191,0.1875,-0.67587,0.06903
0.2455,16268.6391,-0.04035,-0.88479,0.2022
0.2752,16268.6591,-0.35434,-1.08882,0.15455
0.2907,16268.6791,-0.71902,-1.69479,0.14111
0.308,16268.6991,-0.82715,-1.40036,0.04154
0.3282,16268.7191,-0.86624,-1.13341,-0.12095
0.3553,16268.7391,-0.5321,-0.81087,-0.1405
0.3735,16268.759,-0.22239,-0.57691,0.03421
0.3893,16268.779,0.00729,-0.43947,0.07758
0.4119,16268.799,0.05189,-0.22688,0.0281
0.426,16268.819,-0.07456,0.01196,0.08124
0.445,16268.839,-0.22483,0.04129,0.12278
0.4664,16268.859,-0.2004,-0.09555,0.15944
0.4861,16268.879,0.05433,-0.22444,0.11851
0.5064,16268.899,0.22171,-0.24888,0.09835
0.5317,16268.919,0.24614,-0.16152,0.0336
0.5559,16268.939,0.26447,0.04006,-0.11179
0.5711,16268.959,0.29685,0.21233,-0.15211
0.5872,16268.979,0.25653,0.09871,-0.24679
0.6063,16268.999,0.18994,-0.03813,-0.22541
0.6267,16269.019,0.07021,-0.00148,-0.1405
0.6565,16269.039,0.05433,0.07733,-0.20892
0.6676,16269.059,-0.01653,0.19034,-0.32254
0.6868,16269.079,0.15329,0.13658,0.01588
0.7135,16269.099,0.18811,0.06939,-0.12889
0.735,16269.119,0.1258,0.08893,0.03482
0.7464,16269.139,0.06105,0.38276,0.02016
0.7678,16269.1589,0.05311,0.31801,-0.11057
0.794,16269.1789,0.10137,0.05228,-0.13256
0.8186,16269.1989,0.22904,0.02907,-0.05803
0.8315,16269.2189,0.25286,0.11703,-0.07025
0.8462,16269.2389,0.15329,0.12497,-0.29016
0.8658,16269.2589,0.07571,0.12742,-0.30116
0.9062,16269.2789,0.11175,0.08221,-0.2584
0.9151,16269.2989,0.13191,0.04984,-0.17349
0.9271,16269.3189,0.12947,0.08466,-0.07392
0.9545,16269.3389,0.10259,0.0981,-0.04093
0.9666,16269.3589,0.04639,0.09748,-0.10446
1.0177,16269.3789,-0.03547,0.01991,-0.11851
1.0202,16269.3989,-0.01225,-0.05951,-0.07392
1.0292,16269.4189,0.07754,-0.07844,-0.04826
1.0454,16269.4389,0.04639,-0.02163,-0.01222
1.0685,16269.4589,-0.02936,0.00402,0.00366
1.0853,16269.4789,-0.02814,0.00952,-0.01649
1.1053,16269.4989,-0.03852,0.03151,-0.00977
1.1297,16269.5189,-0.06906,0.0364,-0.03299
1.146,16269.5389,-0.01225,0.01257,-0.03971
1.1668,16269.5589,0.00424,0.00524,-0.03726
1.1903,16269.5788,-0.04646,0.01319,-0.04704
1.2092,16269.5988,-0.07945,0.03395,-0.0452
1.2318,16269.6188,-0.08311,0.07122,-0.02505
1.2528,16269.6388,-0.088,0.08344,-0.011
1.2729,16269.6588,-0.08617,0.048,-0.0226
1.2918,16269.6788,0.00363,0.0364,-0.02871
