AppTimestamp(s),SensorTimestamp(s),gyro_x,gyro_y,gyro_z
0.0333,956.6478,0.27355,-0.3671,-0.14961
0.0345,956.6678,-0.02882,-0.609,0.02082
0.0359,956.6878,-0.3422,-0.65359,0.29144
0.0563,956.7078,-0.35441,-0.69086,0.01594
0.0822,956.7279,-0.35197,-0.54791,-0.29316
0.1028,956.7479,-0.62992,-0.71651,-0.16916
0.1181,956.7679,-1.11067,-1.09036,0.24012
0.1366,956.788,-1.76796,-1.53507,0.57182
0.1555,956.808,-2.45885,-2.68594,1.11366
0.1785,956.828,-2.66165,-2.95289,1.09106
0.1951,956.848,-1.44847,-0.65665,0.47714
0.2161,956.8681,-0.36052,-0.28524,-0.05004
0.238,956.8881,0.12939,-0.62488,0.16865
0.2599,956.9081,-0.10824,-0.57235,0.55961
0.2773,956.9282,-0.5615,-0.11176,0.79357
0.2968,956.9482,-0.86388,0.0715,0.64757
0.3165,956.9682,-0.57738,0.48445,0.49547
0.3384,956.9882,0.03654,0.15397,0.46187
0.358,957.0083,0.44093,-0.31823,0.15888
0.3754,957.0283,0.28333,-0.1087,0.04343
0.3956,957.0483,-0.22491,0.12465,0.06908
0.4177,957.0684,-0.34647,0.08983,-0.18687
0.435,957.0884,0.02799,-0.11725,-0.22108
0.456,957.1084,0.34014,-0.67742,-0.21986
0.4792,957.1284,0.23202,-0.53387,-0.41167
0.4958,957.1485,0.16238,-0.30051,-0.29744
0.5228,957.1685,-0.03005,-0.01829,-0.1942
0.5537,957.1885,-0.12717,0.25293,-0.15083
0.5613,957.2085,-0.14061,0.00919,-0.25468
0.5778,957.2285,-0.21819,0.07883,-0.25956
0.5977,957.2484,-0.20781,0.30363,-0.30477
0.6165,957.2684,-0.27317,0.3415,-0.20153
0.6397,957.2884,-0.27683,0.07211,-0.21803
0.6614,957.3084,-0.14061,-0.31823,-0.18626
0.6779,957.3284,0.01943,-0.51371,-0.19481
0.6981,957.3484,0.05303,-0.46789,-0.19298
0.7221,957.3684,0.0341,-0.56502,-0.12701
0.759,957.3884,0.07319,-0.56258,-0.16488
0.768,957.4084,0.09091,-0.62305,-0.149
0.7868,957.4284,0.18376,-0.65665,-0.09341
0.8027,957.4484,0.29493,-0.75561,-0.01949
0.8154,957.4684,0.32426,-0.5528,0.62253
0.8376,957.4884,0.55761,-1.14229,0.02327
0.8548,957.5084,0.73537,-2.05736,-0.58271
0.8739,957.5284,0.8551,-2.42205,-0.76475
0.899,957.5484,0.93146,-2.81361,-0.959
0.9219,957.5684,1.11288,-3.02131,-1.07079
0.9444,957.5884,1.3218,-3.5943,-1.18075
0.9632,957.6084,1.73719,-4.92721,-1.33896
0.9761,957.6284,2.05423,-6.4727,-1.63829
0.9934,957.6483,2.21916,-7.67977,-1.88447
1.0161,957.6683,2.90761,-8.66448,-1.99931
1.035,957.6883,3.39752,-9.08781,-1.81422
1.0553,957.7083,3.51664,-8.59118,-1.73603
1.0871,957.7283,3.82696,-8.31568,-1.31636
1.1003,957.7483,4.73226,-8.68097,-0.42633
1.1184,957.7683,5.3529,-7.41221,0.4918
1.1389,957.7883,5.44758,-4.96753,1.74224
1.1594,957.8083,5.36023,-2.75803,3.02506
1.1822,957.8283,5.51783,-2.18809,3.76115
1.2004,957.8483,6.10732,-2.3689,4.01466
1.2163,957.8683,7.38708,-1.93275,3.83445
1.241,957.8883,8.33392,-0.98774,3.65303
1.2574,957.9083,8.49641,-0.36466,3.31461
1.2747,957.9283,8.29727,-0.82891,2.76422
1.2944,957.9483,7.68702,-2.06347,2.0996
1.3191,957.9683,6.66321,-2.48314,1.60846
1.3381,957.9883,6.36449,-2.15816,0.79051
1.3588,958.0083,6.66504,-1.72444,-0.50452
1.3861,958.0283,6.80004,-0.84541,-1.73541
1.397,958.0483,5.99431,0.24071,-2.26992
1.4156,958.0682,5.28693,1.00857,-2.7018
1.4432,958.0882,4.60703,1.55774,-3.14407
1.4549,958.1082,4.44576,1.68358,-3.85451
1.477,958.1282,4.53434,1.76482,-4.71155
1.503,958.1482,4.53373,2.12951,-5.51239
1.5202,958.1682,4.46776,2.55833,-6.27475
1.5398,958.1882,4.31015,2.57116,-7.23198
1.559,958.2082,4.12628,2.32804,-7.92226
1.5798,958.2282,4.14949,2.24679,-8.66751
1.5993,958.2482,4.28572,2.47098,-9.43659
1.6159,958.2682,3.89965,2.95967,-9.79395
1.6341,958.2882,3.58933,3.3995,-9.72798
1.6619,958.3082,3.09453,3.81611,-9.38039
1.7174,958.3282,2.65471,4.2486,-8.89231
1.7193,958.3482,2.13242,3.87231,-8.22036
1.721,958.3682,1.44397,2.72021,-7.73594
