AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
60.3753,49.461087810283,11.110832476574,-2
64.7246,49.461073718862,11.110774331714,-2
69.3727,49.461057929696,11.110709726607,-2
74.7199,49.461102239053,11.110668783747,-2
82.3433,49.461171996441,11.110628587235,-2
89.9121,49.461147167185,11.110526862581,-2
95.6804,49.461101435745,11.110553219149,-2
126.9817,49.461101435745,11.110553219149,-2
132.1479,49.461147167185,11.110526862581,-2
139.3961,49.461171996441,11.110628587235,-2
146.926,49.461102239053,11.110668783747,-2
152.0403,49.461057929696,11.110709726607,-2
156.9733,49.461073718862,11.110774331714,-2
161.0527,49.461087810283,11.110832476574,-2
