AppTimestamp(s),MAC,Frequency,RSSI
1.6821,20:23:00:00:00:12,2417,-49
1.6821,20:23:00:00:00:73,2437,-53
1.6821,20:23:00:00:00:82,2462,-64
1.6821,20:23:00:00:00:44,2462,-65
1.6821,20:23:00:00:00:55,2427,-65
1.6821,20:23:00:00:00:69,2422,-67
1.6821,20:23:00:00:00:65,2437,-69
1.6821,20:23:00:00:00:15,2452,-70
1.6821,20:23:00:00:00:45,2412,-72
1.6821,20:23:00:00:00:01,2437,-72
5.7476,20:23:00:00:00:12,2417,-49
5.7476,20:23:00:00:00:73,2437,-58
5.7476,20:23:00:00:00:44,2462,-65
5.7476,20:23:00:00:00:82,2462,-65
5.7476,20:23:00:00:00:69,2422,-67
5.7476,20:23:00:00:00:65,2437,-67
5.7476,20:23:00:00:00:55,2427,-69
5.7476,20:23:00:00:00:15,2452,-73
5.7476,20:23:00:00:00:80,5220,-74
5.7476,20:23:00:00:00:79,5220,-75
9.6563,20:23:00:00:00:12,2417,-49
9.6563,20:23:00:00:00:73,2437,-58
9.6563,20:23:00:00:00:44,2462,-65
9.6563,20:23:00:00:00:55,2427,-67
9.6563,20:23:00:00:00:65,2437,-67
9.6563,20:23:00:00:00:82,2462,-67
9.6563,20:23:00:00:00:15,2452,-69
9.6563,20:23:00:00:00:69,2422,-69
9.6563,20:23:00:00:00:90,2437,-74
9.6563,20:23:00:00:00:01,2437,-77
13.7045,20:23:00:00:00:12,2417,-49
13.7045,20:23:00:00:00:73,2437,-54
13.7045,20:23:00:00:00:15,2452,-64
13.7045,20:23:00:00:00:44,2462,-65
13.7045,20:23:00:00:00:69,2422,-65
13.7045,20:23:00:00:00:82,2462,-67
13.7045,20:23:00:00:00:45,2412,-67
13.7045,20:23:00:00:00:55,2427,-69
13.7045,20:23:00:00:00:90,2437,-70
13.7045,20:23:00:00:00:65,2437,-71
17.682,20:23:00:00:00:12,2417,-47
17.682,20:23:00:00:00:73,2437,-50
17.682,20:23:00:00:00:65,2437,-62
17.682,20:23:00:00:00:15,2452,-64
17.682,20:23:00:00:00:55,2427,-65
17.682,20:23:00:00:00:44,2462,-66
17.682,20:23:00:00:00:69,2422,-67
17.682,20:23:00:00:00:82,2462,-67
17.682,20:23:00:00:00:01,2437,-68
17.682,20:23:00:00:00:90,2437,-69
21.6854,20:23:00:00:00:73,2437,-59
21.6854,20:23:00:00:00:69,2422,-62
21.6854,20:23:00:00:00:44,2462,-65
21.6854,20:23:00:00:00:65,2437,-66
21.6854,20:23:00:00:00:55,2427,-67
21.6854,20:23:00:00:00:82,2462,-67
21.6854,20:23:00:00:00:90,2437,-70
21.6854,20:23:00:00:00:15,2452,-72
21.6854,20:23:00:00:00:45,2412,-74
21.6854,20:23:00:00:00:01,2437,-76
25.6606,20:23:00:00:00:12,2417,-52
25.6606,20:23:00:00:00:73,2437,-59
25.6606,20:23:00:00:00:69,2422,-61
25.6606,20:23:00:00:00:15,2452,-64
25.6606,20:23:00:00:00:65,2437,-67
25.6606,20:23:00:00:00:01,2437,-68
25.6606,20:23:00:00:00:44,2462,-69
25.6606,20:23:00:00:00:55,2427,-70
25.6606,20:23:00:00:00:82,2462,-70
25.6606,20:23:00:00:00:90,2437,-72
29.6832,20:23:00:00:00:12,2417,-56
29.6832,20:23:00:00:00:73,2437,-59
29.6832,20:23:00:00:00:69,2422,-61
29.6832,20:23:00:00:00:65,2437,-66
29.6832,20:23:00:00:00:55,2427,-68
29.6832,20:23:00:00:00:44,2462,-69
29.6832,20:23:00:00:00:82,2462,-69
29.6832,20:23:00:00:00:45,2412,-69
29.6832,20:23:00:00:00:90,2437,-72
29.6832,20:23:00:00:00:15,2452,-72
33.7229,20:23:00:00:00:12,2417,-48
33.7229,20:23:00:00:00:73,2437,-57
33.7229,20:23:00:00:00:69,2422,-61
33.7229,20:23:00:00:00:44,2462,-64
33.7229,20:23:00:00:00:65,2437,-66
33.7229,20:23:00:00:00:15,2452,-67
33.7229,20:23:00:00:00:55,2427,-68
33.7229,20:23:00:00:00:82,2462,-68
33.7229,20:23:00:00:00:79,5220,-73
33.7229,20:23:00:00:00:80,5220,-73
37.6762,20:23:00:00:00:12,2417,-48
37.6762,20:23:00:00:00:73,2437,-61
37.6762,20:23:00:00:00:69,2422,-62
37.6762,20:23:00:00:00:44,2462,-65
37.6762,20:23:00:00:00:65,2437,-67
37.6762,20:23:00:00:00:82,2462,-67
37.6762,20:23:00:00:00:15,2452,-69
37.6762,20:23:00:00:00:55,2427,-72
37.6762,20:23:00:00:00:90,2437,-75
37.6762,20:23:00:00:00:79,5220,-77
41.6664,20:23:00:00:00:12,2417,-52
41.6664,20:23:00:00:00:73,2437,-61
41.6664,20:23:00:00:00:65,2437,-63
41.6664,20:23:00:00:00:44,2462,-64
41.6664,20:23:00:00:00:82,2462,-65
41.6664,20:23:00:00:00:55,2427,-66
41.6664,20:23:00:00:00:15,2452,-67
41.6664,20:23:00:00:00:69,2422,-69
