AppTimestamp(s),MAC,Frequency,RSSI
1.6821,20:23:00:00:00:12,2417,-49
1.6821,20:23:00:00:00:73,2437,-53
1.6821,20:23:00:00:00:82,2462,-64
1.6821,20:23:00:00:00:44,2462,-65
1.6821,20:23:00:00:00:55,2427,-65
1.6821,20:23:00:00:00:69,2422,-67
5.7476,20:23:00:00:00:12,2417,-49
5.7476,20:23:00:00:00:73,2437,-58
5.7476,20:23:00:00:00:44,2462,-65
5.7476,20:23:00:00:00:82,2462,-65
5.7476,20:23:00:00:00:69,2422,-67
5.7476,20:23:00:00:00:65,2437,-67
9.6563,20:23:00:00:00:12,2417,-49
9.6563,20:23:00:00:00:73,2437,-58
9.6563,20:23:00:00:00:44,2462,-65
9.6563,20:23:00:00:00:55,2427,-67
9.6563,20:23:00:00:00:65,2437,-67
9.6563,20:23:00:00:00:82,2462,-67
13.7045,20:23:00:00:00:12,2417,-49
13.7045,20:23:00:00:00:73,2437,-54
13.7045,20:23:00:00:00:15,2452,-64
13.7045,20:23:00:00:00:44,2462,-65
13.7045,20:23:00:00:00:69,2422,-65
13.7045,20:23:00:00:00:82,2462,-67
17.682,20:23:00:00:00:12,2417,-47
17.682,20:23:00:00:00:73,2437,-50
17.682,20:23:00:00:00:65,2437,-62
17.682,20:23:00:00:00:15,2452,-64
17.682,20:23:00:00:00:55,2427,-65
17.682,20:23:00:00:00:44,2462,-66
21.6854,20:23:00:00:00:73,2437,-59
21.6854,20:23:00:00:00:69,2422,-62
21.6854,20:23:00:00:00:44,2462,-65
21.6854,20:23:00:00:00:65,2437,-66
21.6854,20:23:00:00:00:55,2427,-67
21.6854,20:23:00:00:00:82,2462,-67
25.6606,20:23:00:00:00:12,2417,-52
25.6606,20:23:00:00:00:73,2437,-59
25.6606,20:23:00:00:00:69,2422,-61
25.6606,20:23:00:00:00:15,2452,-64
25.6606,20:23:00:00:00:65,2437,-67
25.6606,20:23:00:00:00:01,2437,-68
29.6832,20:23:00:00:00:12,2417,-56
29.6832,20:23:00:00:00:73,2437,-59
29.6832,20:23:00:00:00:69,2422,-61
29.6832,20:23:00:00:00:65,2437,-66
29.6832,20:23:00:00:00:55,2427,-68
29.6832,20:23:00:00:00:44,2462,-69
33.7229,20:23:00:00:00:12,2417,-48
33.7229,20:23:00:00:00:73,2437,-57
33.7229,20:23:00:00:00:69,2422,-61
33.7229,20:23:00:00:00:44,2462,-64
33.7229,20:23:00:00:00:65,2437,-66
33.7229,20:23:00:00:00:15,2452,-67
37.6762,20:23:00:00:00:12,2417,-48
37.6762,20:23:00:00:00:73,2437,-61
37.6762,20:23:00:00:00:69,2422,-62
37.6762,20:23:00:00:00:44,2462,-65
37.6762,20:23:00:00:00:65,2437,-67
37.6762,20:23:00:00:00:82,2462,-67
41.6664,20:23:00:00:00:12,2417,-52
41.6664,20:23:00:00:00:73,2437,-61
41.6664,20:23:00:00:00:65,2437,-63
41.6664,20:23:00:00:00:44,2462,-64
41.6664,20:23:00:00:00:82,2462,-65
41.6664,20:23:00:00:00:55,2427,-66
45.6893,20:23:00:00:00:12,2417,-52
45.6893,20:23:00:00:00:65,2437,-60
45.6893,20:23:00:00:00:73,2437,-61
45.6893,20:23:00:00:00:15,2452,-65
45.6893,20:23:00:00:00:55,2427,-66
45.6893,20:23:00:00:00:44,2462,-67
49.6809,20:23:00:00:00:73,2437,-61
49.6809,20:23:00:00:00:65,2437,-63
49.6809,20:23:00:00:00:44,2462,-64
49.6809,20:23:00:00:00:15,2452,-65
49.6809,20:23:00:00:00:82,2462,-65
49.6809,20:23:00:00:00:69,2422,-66
53.6703,20:23:00:00:00:12,2417,-52
53.6703,20:23:00:00:00:73,2437,-60
53.6703,20:23:00:00:00:65,2437,-63
53.6703,20:23:00:00:00:69,2422,-64
53.6703,20:23:00:00:00:55,2427,-67
53.6703,20:23:00:00:00:44,2462,-68
57.6756,20:23:00:00:00:12,2417,-52
57.6756,20:23:00:00:00:73,2437,-56
57.6756,20:23:00:00:00:69,2422,-60
57.6756,20:23:00:00:00:65,2437,-62
57.6756,20:23:00:00:00:15,2452,-65
57.6756,20:23:00:00:00:82,2462,-65
61.6802,20:23:00:00:00:12,2417,-53
61.6802,20:23:00:00:00:73,2437,-55
61.6802,20:23:00:00:00:15,2452,-61
61.6802,20:23:00:00:00:69,2422,-62
61.6802,20:23:00:00:00:65,2437,-62
61.6802,20:23:00:00:00:82,2462,-63
65.6625,20:23:00:00:00:12,2417,-49
65.6625,20:23:00:00:00:73,2437,-57
65.6625,20:23:00:00:00:69,2422,-61
65.6625,20:23:00:00:00:65,2437,-62
65.6625,20:23:00:00:00:55,2427,-66
65.6625,20:23:00:00:00:90,2437,-67
69.6598,20:23:00:00:00:12,2417,-49
69.6598,20:23:00:00:00:73,2437,-54
69.6598,20:23:00:00:00:69,2422,-59
69.6598,20:23:00:00:00:15,2452,-64
69.6598,20:23:00:00:00:55,2427,-67
69.6598,20:23:00:00:00:90,2437,-68
