AppTimestamp(s),MAC,RSSI
1.6448,BE:AC:20:23:00:06,-90
1.8452,BE:AC:20:23:00:06,-90
2.0622,BE:AC:20:23:00:06,-93
3.7006,BE:AC:20:23:00:06,-90
3.8948,BE:AC:20:23:00:06,-96
4.0758,BE:AC:20:23:00:06,-92
5.7193,BE:AC:20:23:00:06,-93
5.9167,BE:AC:20:23:00:02,-97
6.1456,BE:AC:20:23:00:06,-94
8.0056,BE:AC:20:23:00:06,-90
8.1704,BE:AC:20:23:00:06,-103
9.8087,BE:AC:20:23:00:02,-98
9.8542,BE:AC:20:23:00:06,-94
11.2792,BE:AC:20:23:00:06,-92
12.05,BE:AC:20:23:00:02,-96
12.1044,BE:AC:20:23:00:06,-95
13.5427,BE:AC:20:23:00:06,-97
13.9448,BE:AC:20:23:00:06,-96
15.7984,BE:AC:20:23:00:06,-96
16.2042,BE:AC:20:23:00:06,-98
17.5721,BE:AC:20:23:00:02,-100
17.658,BE:AC:20:23:00:06,-92
17.7758,BE:AC:20:23:00:02,-99
18.062,BE:AC:20:23:00:06,-101
19.6947,BE:AC:20:23:00:06,-98
19.8233,BE:AC:20:23:00:02,-101
21.7384,BE:AC:20:23:00:06,-95
22.1796,BE:AC:20:23:00:06,-90
23.7958,BE:AC:20:23:00:06,-92
24.0107,BE:AC:20:23:00:06,-94
25.5676,BE:AC:20:23:00:02,-97
25.6506,BE:AC:20:23:00:06,-92
25.8945,BE:AC:20:23:00:06,-96
26.0579,BE:AC:20:23:00:06,-94
27.7008,BE:AC:20:23:00:06,-90
29.7505,BE:AC:20:23:00:06,-97
29.9552,BE:AC:20:23:00:06,-89
30.1622,BE:AC:20:23:00:06,-89
31.1789,BE:AC:20:23:00:06,-92
31.6234,BE:AC:20:23:00:06,-95
31.8009,BE:AC:20:23:00:06,-94
32.0099,BE:AC:20:23:00:06,-96
33.8393,BE:AC:20:23:00:06,-97
35.6928,BE:AC:20:23:00:06,-99
36.6672,BE:AC:20:23:00:05,-104
37.9455,BE:AC:20:23:00:06,-96
39.7726,BE:AC:20:23:00:06,-93
39.8992,BE:AC:20:23:00:02,-97
40.1766,BE:AC:20:23:00:06,-94
41.6352,BE:AC:20:23:00:06,-97
41.8251,BE:AC:20:23:00:06,-92
42.0193,BE:AC:20:23:00:06,-97
43.677,BE:AC:20:23:00:06,-95
45.7133,BE:AC:20:23:00:06,-95
45.9355,BE:AC:20:23:00:06,-99
49.6383,BE:AC:20:23:00:06,-98
50.0455,BE:AC:20:23:00:06,-92
51.8668,BE:AC:20:23:00:06,-94
52.0817,BE:AC:20:23:00:06,-94
53.9373,BE:AC:20:23:00:06,-95
55.7763,BE:AC:20:23:00:06,-91
55.979,BE:AC:20:23:00:06,-97
56.1848,BE:AC:20:23:00:06,-91
57.6117,BE:AC:20:23:00:06,-90
57.8102,BE:AC:20:23:00:06,-94
59.6569,BE:AC:20:23:00:06,-91
61.7117,BE:AC:20:23:00:06,-88
61.9192,BE:AC:20:23:00:06,-96
62.1321,BE:AC:20:23:00:06,-95
63.5676,BE:AC:20:23:00:06,-103
63.9701,BE:AC:20:23:00:06,-98
65.6267,BE:AC:20:23:00:06,-97
65.8082,BE:AC:20:23:00:06,-95
66.2255,BE:AC:20:23:00:06,-98
71.7673,BE:AC:20:23:00:06,-99
95.6988,BE:AC:20:23:00:06,-100
107.5749,BE:AC:20:23:00:06,-94
110.0353,BE:AC:20:23:00:06,-95
111.8751,BE:AC:20:23:00:06,-93
115.5591,BE:AC:20:23:00:06,-105
115.7531,BE:AC:20:23:00:06,-98
117.5983,BE:AC:20:23:00:06,-98
127.6569,BE:AC:20:23:00:06,-99
127.8407,BE:AC:20:23:00:06,-101
127.9678,BE:AC:20:23:00:02,-98
128.1614,BE:AC:20:23:00:02,-101
129.3936,BE:AC:20:23:00:02,-96
129.9998,BE:AC:20:23:00:02,-100
130.0767,BE:AC:20:23:00:06,-98
132.0654,BE:AC:20:23:00:02,-102
135.5406,BE:AC:20:23:00:02,-98
135.5916,BE:AC:20:23:00:06,-95
135.7512,BE:AC:20:23:00:02,-101
135.8004,BE:AC:20:23:00:06,-100
137.7919,BE:AC:20:23:00:02,-99
137.8546,BE:AC:20:23:00:06,-88
139.9042,BE:AC:20:23:00:06,-96
140.1005,BE:AC:20:23:00:06,-97
141.6922,BE:AC:20:23:00:02,-100
141.7479,BE:AC:20:23:00:06,-87
142.1067,BE:AC:20:23:00:02,-101
143.58,BE:AC:20:23:00:06,-87
143.7973,BE:AC:20:23:00:06,-86
144.007,BE:AC:20:23:00:06,-89
145.5964,BE:AC:20:23:00:02,-100
145.6562,BE:AC:20:23:00:06,-86
145.7786,BE:AC:20:23:00:02,-100
145.8575,BE:AC:20:23:00:06,-90
146.0641,BE:AC:20:23:00:06,-86
